Wavelength (nm)	C09 abs N
592.25	0.00052534
592.50	0.00023725
592.75	0.00022369
593.00	0.0015557
593.25	0.00020675
593.50	0.00016608
593.75	0.00092189
594.00	0.00049823
594.25	0.0012574
594.50	0.00062702
594.75	0.00079987
595.00	9.4900e-05
595.25	0.0012168
595.50	0.00077276
595.75	0.00039316
596.00	0.0010947
596.25	0.00044739
596.50	0.0012879
596.75	0.00073887
597.00	0.00010168
597.25	-0.00048806
597.50	0.00023725
597.75	0.00058296
598.00	0.00043383
598.25	0.00079309
598.50	0.00090155
598.75	0.0012439
599.00	0.00027453
599.25	0.0010202
599.50	0.00099306
599.75	0.00099306
600.00	0.0012405
