Wavelength (nm)	I12 abs N
200.0	0.13813
201.0	0.14096
202.0	0.13358
203.0	0.12112
204.0	0.11426
205.0	0.10837
206.0	0.10280
207.0	0.097890
208.0	0.095095
209.0	0.091998
210.0	0.089324
211.0	0.087695
212.0	0.085301
213.0	0.083862
214.0	0.082941
215.0	0.082151
216.0	0.081675
217.0	0.081574
218.0	0.081366
219.0	0.081417
220.0	0.081916
221.0	0.082420
222.0	0.083411
223.0	0.084845
224.0	0.086406
225.0	0.088071
226.0	0.089727
227.0	0.091243
228.0	0.092472
229.0	0.093597
230.0	0.094651
231.0	0.096177
232.0	0.098307
233.0	0.10104
234.0	0.10491
235.0	0.10976
236.0	0.11531
237.0	0.12152
238.0	0.12856
239.0	0.13577
240.0	0.14329
241.0	0.15081
242.0	0.15829
243.0	0.16578
244.0	0.17245
245.0	0.17704
246.0	0.17797
247.0	0.17461
248.0	0.16728
249.0	0.15757
250.0	0.14706
251.0	0.13684
252.0	0.12786
253.0	0.12025
254.0	0.11399
255.0	0.10899
256.0	0.10486
257.0	0.10173
258.0	0.099471
259.0	0.097874
260.0	0.097457
261.0	0.098256
262.0	0.10046
263.0	0.10387
264.0	0.10810
265.0	0.11357
266.0	0.11950
267.0	0.12590
268.0	0.13237
269.0	0.13954
270.0	0.14655
271.0	0.15412
272.0	0.16252
273.0	0.17161
274.0	0.18205
275.0	0.19366
276.0	0.20637
277.0	0.22028
278.0	0.23472
279.0	0.24993
280.0	0.26570
281.0	0.28141
282.0	0.29678
283.0	0.31222
284.0	0.32840
285.0	0.34507
286.0	0.36289
287.0	0.38099
288.0	0.40015
289.0	0.41761
290.0	0.43281
291.0	0.44283
292.0	0.44639
293.0	0.44315
294.0	0.43296
295.0	0.41620
296.0	0.39354
297.0	0.36716
298.0	0.33892
299.0	0.30984
300.0	0.28148
301.0	0.25458
302.0	0.22955
303.0	0.20574
304.0	0.18412
305.0	0.16499
306.0	0.14860
307.0	0.13430
308.0	0.12329
309.0	0.11433
310.0	0.10716
311.0	0.10197
312.0	0.098172
313.0	0.095100
314.0	0.092197
315.0	0.090046
316.0	0.088366
317.0	0.086717
318.0	0.085564
319.0	0.084440
320.0	0.083988
321.0	0.083570
322.0	0.084012
323.0	0.083934
324.0	0.084150
325.0	0.083212
326.0	0.082122
327.0	0.080583
328.0	0.078126
329.0	0.074652
330.0	0.070192
331.0	0.065697
332.0	0.060959
333.0	0.055977
334.0	0.051002
335.0	0.046537
336.0	0.042321
337.0	0.038338
338.0	0.034934
339.0	0.031785
340.0	0.029244
341.0	0.026648
342.0	0.024601
343.0	0.022705
344.0	0.021025
345.0	0.019788
346.0	0.018507
347.0	0.017062
348.0	0.016183
349.0	0.015111
350.0	0.014355
351.0	0.013682
352.0	0.012806
353.0	0.012238
354.0	0.011705
355.0	0.011070
356.0	0.010974
357.0	0.010377
358.0	0.010171
359.0	0.010057
360.0	0.0099488
