Wavelength (nm)	E03 abs N
200.00	0.90293
201.00	0.69001
202.00	0.54403
203.00	0.45459
204.00	0.40614
205.00	0.38611
206.00	0.38166
207.00	0.39001
208.00	0.40884
209.00	0.43151
210.00	0.45915
211.00	0.49033
212.00	0.52075
213.00	0.55414
214.00	0.58961
215.00	0.62671
216.00	0.66573
217.00	0.70226
218.00	0.74095
219.00	0.78264
220.00	0.82506
221.00	0.86593
222.00	0.89937
223.00	0.92779
224.00	0.95407
225.00	0.97825
226.00	0.99539
227.00	1.0000
228.00	0.99384
229.00	0.98121
230.00	0.95224
231.00	0.89922
232.00	0.83390
233.00	0.77198
234.00	0.72717
235.00	0.68654
236.00	0.62740
237.00	0.53930
238.00	0.43922
239.00	0.35062
240.00	0.28240
241.00	0.23798
242.00	0.21263
243.00	0.20023
244.00	0.19641
245.00	0.19838
246.00	0.20433
247.00	0.21280
248.00	0.22313
249.00	0.23442
250.00	0.24704
251.00	0.26102
252.00	0.27590
253.00	0.29100
254.00	0.30596
255.00	0.32060
256.00	0.33529
257.00	0.35058
258.00	0.36706
259.00	0.38362
260.00	0.39837
261.00	0.40924
262.00	0.41622
263.00	0.42053
264.00	0.42556
265.00	0.43194
266.00	0.43891
267.00	0.44297
268.00	0.43927
269.00	0.42682
270.00	0.40684
271.00	0.38450
272.00	0.36250
273.00	0.34373
274.00	0.32756
275.00	0.31032
276.00	0.28849
277.00	0.26059
278.00	0.22875
279.00	0.19668
280.00	0.16698
281.00	0.14113
282.00	0.11969
283.00	0.10183
284.00	0.086962
285.00	0.074686
286.00	0.064011
287.00	0.054959
288.00	0.047188
289.00	0.040636
290.00	0.034769
291.00	0.030051
292.00	0.025809
293.00	0.022241
294.00	0.019249
295.00	0.016719
296.00	0.014645
297.00	0.012880
298.00	0.011029
299.00	0.0096985
300.00	0.0083226
301.00	0.0068030
302.00	0.0058513
303.00	0.0048390
304.00	0.0039573
305.00	0.0035581
306.00	0.0030587
307.00	0.0025424
308.00	0.0020583
309.00	0.0019633
310.00	0.0021629
311.00	0.0020283
312.00	0.0021188
313.00	0.0018654
314.00	0.0019944
315.00	0.0022879
316.00	0.0021985
317.00	0.0020611
318.00	0.0024270
319.00	0.0024191
320.00	0.0024807
321.00	0.0024824
322.00	0.0028387
323.00	0.0028019
324.00	0.0025113
325.00	0.0027002
326.00	0.0029077
327.00	0.0030151
328.00	0.0026860
329.00	0.0027906
330.00	0.0029077
331.00	0.0030146
332.00	0.0030135
333.00	0.0027669
334.00	0.0029230
335.00	0.0028138
336.00	0.0028964
337.00	0.0027946
338.00	0.0026430
339.00	0.0025497
340.00	0.0026159
341.00	0.0024643
342.00	0.0022935
343.00	0.0020402
344.00	0.0020306
345.00	0.0019237
346.00	0.0016777
347.00	0.0016573
348.00	0.0016341
349.00	0.0014057
350.00	0.0013406
