Wavelength (nm)	G24 abs N
280.00	0.35317
281.00	0.36314
282.00	0.37562
283.00	0.39093
284.00	0.40866
285.00	0.42813
286.00	0.44857
287.00	0.47306
288.00	0.49678
289.00	0.52073
290.00	0.54114
291.00	0.55688
292.00	0.56841
293.00	0.58021
294.00	0.59338
295.00	0.61166
296.00	0.63644
297.00	0.66967
298.00	0.71627
299.00	0.77681
300.00	0.85203
301.00	0.92926
302.00	0.98398
303.00	1.0000
304.00	0.96579
305.00	0.89155
306.00	0.79658
307.00	0.69692
308.00	0.60868
309.00	0.53453
310.00	0.47368
311.00	0.42386
312.00	0.38466
313.00	0.35214
314.00	0.32503
315.00	0.30141
316.00	0.28252
317.00	0.26733
318.00	0.25482
319.00	0.24608
320.00	0.23992
321.00	0.23616
322.00	0.23351
323.00	0.23124
324.00	0.22929
325.00	0.22569
326.00	0.22049
327.00	0.21241
328.00	0.20138
329.00	0.18798
330.00	0.17264
331.00	0.15728
332.00	0.14192
333.00	0.12813
334.00	0.11556
335.00	0.10497
336.00	0.095666
337.00	0.087443
338.00	0.080060
339.00	0.073622
340.00	0.067852
341.00	0.062742
342.00	0.058265
343.00	0.054445
344.00	0.051078
345.00	0.048511
346.00	0.046043
347.00	0.044500
348.00	0.043371
349.00	0.042609
350.00	0.041930
351.00	0.042034
352.00	0.042065
353.00	0.042513
354.00	0.043157
355.00	0.044092
356.00	0.045383
357.00	0.046672
358.00	0.048152
359.00	0.050049
360.00	0.051905
361.00	0.053885
362.00	0.055904
363.00	0.057881
364.00	0.059584
365.00	0.061426
366.00	0.063201
367.00	0.065208
368.00	0.067110
369.00	0.069022
370.00	0.070844
371.00	0.073046
372.00	0.075071
373.00	0.077958
374.00	0.081460
375.00	0.086096
376.00	0.091449
377.00	0.097292
378.00	0.10325
379.00	0.10896
380.00	0.11353
381.00	0.11724
382.00	0.11892
383.00	0.11994
384.00	0.12018
385.00	0.11978
386.00	0.11960
387.00	0.11888
388.00	0.11803
389.00	0.11722
390.00	0.11589
391.00	0.11406
392.00	0.11224
393.00	0.11220
394.00	0.11303
395.00	0.11498
396.00	0.11973
397.00	0.12727
398.00	0.13544
399.00	0.14310
400.00	0.14918
401.00	0.15293
402.00	0.15328
403.00	0.14941
404.00	0.14213
405.00	0.13305
406.00	0.12399
407.00	0.11560
408.00	0.10762
409.00	0.10144
410.00	0.095955
411.00	0.089860
412.00	0.083493
413.00	0.075092
414.00	0.066147
415.00	0.055942
416.00	0.046235
417.00	0.036526
418.00	0.028353
419.00	0.021976
420.00	0.016844
421.00	0.012886
422.00	0.010175
423.00	0.0080616
424.00	0.0066874
425.00	0.0053672
426.00	0.0048809
427.00	0.0041595
428.00	0.0038730
429.00	0.0032829
430.00	0.0030583
431.00	0.0029405
432.00	0.0029807
433.00	0.0028097
434.00	0.0026636
435.00	0.0025192
436.00	0.0024721
437.00	0.0023129
438.00	0.0025502
439.00	0.0025785
440.00	0.0025214
441.00	0.0024839
442.00	0.0025153
443.00	0.0024769
444.00	0.0023801
445.00	0.0023875
446.00	0.0023025
447.00	0.0022423
448.00	0.0020800
449.00	0.0020665
450.00	0.0021703
451.00	0.0020888
452.00	0.0021128
453.00	0.0021014
454.00	0.0019457
455.00	0.0019414
456.00	0.0019178
457.00	0.0019335
458.00	0.0018262
459.00	0.0021415
460.00	0.0018458
461.00	0.0019898
462.00	0.0021481
463.00	0.0016452
464.00	0.0015924
465.00	0.0018306
466.00	0.0019981
467.00	0.0018659
468.00	0.0016382
469.00	0.0017791
470.00	0.0016561
471.00	0.0016553
472.00	0.0014001
473.00	0.0017730
474.00	0.0016273
475.00	0.0012937
476.00	0.0014991
477.00	0.0010582
478.00	0.00095874
479.00	0.00095525
480.00	0.0012174
481.00	0.00099669
482.00	0.0014638
483.00	0.0010298
484.00	0.0010883
485.00	0.00090423
486.00	0.00085451
487.00	0.00079825
488.00	0.00073413
489.00	0.0013273
490.00	0.0012113
491.00	0.00096877
492.00	0.00086454
493.00	0.00092254
494.00	0.00099320
495.00	0.0010516
496.00	0.0012322
497.00	0.00088896
498.00	0.0013229
499.00	0.0010255
500.00	0.0011786
