Wavelength (nm)	F01 abs N
225.00	0.99283
226.00	0.82518
227.00	0.69550
228.00	0.58755
229.00	0.50858
230.00	0.44366
231.00	0.39463
232.00	0.35562
233.00	0.31743
234.00	0.29092
235.00	0.27864
236.00	0.27108
237.00	0.27010
238.00	0.27239
239.00	0.27200
240.00	0.27820
241.00	0.29898
242.00	0.32884
243.00	0.35221
244.00	0.36223
245.00	0.37434
246.00	0.40224
247.00	0.45631
248.00	0.51430
249.00	0.53860
250.00	0.54320
251.00	0.56363
252.00	0.62196
253.00	0.69443
254.00	0.73584
255.00	0.77058
256.00	0.77063
257.00	0.74879
258.00	0.78923
259.00	0.83638
260.00	0.86734
261.00	0.92798
262.00	1.00000
263.00	0.83135
264.00	0.71204
265.00	0.67723
266.00	0.53502
267.00	0.50637
268.00	0.77493
269.00	0.83082
270.00	0.51221
271.00	0.27166
272.00	0.14785
273.00	0.091769
274.00	0.061877
275.00	0.043814
276.00	0.031570
277.00	0.022197
278.00	0.019225
279.00	0.013928
280.00	0.012777
281.00	0.011504
282.00	0.0097198
283.00	0.0092623
284.00	0.010765
285.00	0.010091
286.00	0.0087224
287.00	0.0078487
288.00	0.0077381
289.00	0.0063093
290.00	0.0081327
291.00	0.0059320
292.00	0.0059949
293.00	0.0036641
294.00	0.0032326
295.00	0.0045357
296.00	0.0064285
297.00	0.0063006
298.00	0.0056783
299.00	0.0085424
300.00	0.0060382
