Wavelength (nm)	E18 abs N
200.00	0.59268
201.00	0.61530
202.00	0.61301
203.00	0.59567
204.00	0.57734
205.00	0.56503
206.00	0.55507
207.00	0.54580
208.00	0.53918
209.00	0.53860
210.00	0.54040
211.00	0.54235
212.00	0.54511
213.00	0.54824
214.00	0.55239
215.00	0.55627
216.00	0.56089
217.00	0.56568
218.00	0.56810
219.00	0.56872
220.00	0.56651
221.00	0.56390
222.00	0.56045
223.00	0.55123
224.00	0.53566
225.00	0.51689
226.00	0.49976
227.00	0.49006
228.00	0.48132
229.00	0.46631
230.00	0.44674
231.00	0.43255
232.00	0.42701
233.00	0.42733
234.00	0.43051
235.00	0.43619
236.00	0.44641
237.00	0.45986
238.00	0.46254
239.00	0.43723
240.00	0.37970
241.00	0.30657
242.00	0.23932
243.00	0.18525
244.00	0.14647
245.00	0.12019
246.00	0.10241
247.00	0.090923
248.00	0.083620
249.00	0.079067
250.00	0.076329
251.00	0.074956
252.00	0.074479
253.00	0.074906
254.00	0.075764
255.00	0.077024
256.00	0.078504
257.00	0.079601
258.00	0.080869
259.00	0.081885
260.00	0.083338
261.00	0.085518
262.00	0.087266
263.00	0.088773
264.00	0.089776
265.00	0.090730
266.00	0.091770
267.00	0.093509
268.00	0.095169
269.00	0.096820
270.00	0.098685
271.00	0.10095
272.00	0.10374
273.00	0.10681
274.00	0.11027
275.00	0.11399
276.00	0.11816
277.00	0.12283
278.00	0.12771
279.00	0.13291
280.00	0.13887
281.00	0.14523
282.00	0.15183
283.00	0.15861
284.00	0.16513
285.00	0.17085
286.00	0.17506
287.00	0.17737
288.00	0.17816
289.00	0.17712
290.00	0.17521
291.00	0.17243
292.00	0.16931
293.00	0.16679
294.00	0.16443
295.00	0.16235
296.00	0.16000
297.00	0.15780
298.00	0.15539
299.00	0.15297
300.00	0.15067
301.00	0.14827
302.00	0.14536
303.00	0.14208
304.00	0.13763
305.00	0.13258
306.00	0.12694
307.00	0.12074
308.00	0.11409
309.00	0.10707
310.00	0.10075
311.00	0.094568
312.00	0.088883
313.00	0.083824
314.00	0.079249
315.00	0.074642
316.00	0.070731
317.00	0.067341
318.00	0.064039
319.00	0.061207
320.00	0.058405
321.00	0.056005
322.00	0.053631
323.00	0.051290
324.00	0.049159
325.00	0.046842
326.00	0.044939
327.00	0.043093
328.00	0.041241
329.00	0.039289
330.00	0.037421
331.00	0.035561
332.00	0.033662
333.00	0.031701
334.00	0.029696
335.00	0.027590
336.00	0.025597
337.00	0.023523
338.00	0.021329
339.00	0.019418
340.00	0.017471
341.00	0.015560
342.00	0.013624
343.00	0.012031
344.00	0.010864
345.00	0.0097260
346.00	0.0087708
347.00	0.0078196
348.00	0.0071623
349.00	0.0065807
350.00	0.0062621
351.00	0.0056766
352.00	0.0057297
353.00	0.0057091
354.00	0.0055104
355.00	0.0057213
356.00	0.0053679
357.00	0.0056668
358.00	0.0057253
359.00	0.0059205
360.00	0.0064543
361.00	0.0067311
362.00	0.0071411
363.00	0.0076278
364.00	0.0081435
365.00	0.0087094
366.00	0.0093642
367.00	0.010387
368.00	0.011192
369.00	0.012074
370.00	0.012966
371.00	0.014351
372.00	0.015706
373.00	0.016562
374.00	0.017972
375.00	0.019935
376.00	0.021280
377.00	0.023438
378.00	0.025162
379.00	0.026533
380.00	0.028760
381.00	0.030652
382.00	0.032697
383.00	0.034891
384.00	0.037422
385.00	0.039717
386.00	0.042825
387.00	0.045099
388.00	0.048751
389.00	0.051697
390.00	0.055088
391.00	0.058791
392.00	0.063324
393.00	0.067564
394.00	0.071767
395.00	0.076387
396.00	0.081181
397.00	0.085596
398.00	0.090491
399.00	0.094691
400.00	0.098625
401.00	0.10233
402.00	0.10574
403.00	0.10915
404.00	0.11229
405.00	0.11527
406.00	0.11828
407.00	0.12114
408.00	0.12386
409.00	0.12787
410.00	0.13182
411.00	0.13659
412.00	0.14203
413.00	0.14735
414.00	0.15282
415.00	0.15909
416.00	0.16534
417.00	0.17212
418.00	0.17886
419.00	0.18468
420.00	0.19004
421.00	0.19498
422.00	0.19779
423.00	0.19978
424.00	0.19945
425.00	0.19740
426.00	0.19386
427.00	0.18814
428.00	0.18250
429.00	0.17520
430.00	0.16763
431.00	0.16110
432.00	0.15433
433.00	0.14752
434.00	0.14256
435.00	0.13852
436.00	0.13485
437.00	0.13271
438.00	0.13137
439.00	0.13151
440.00	0.13231
441.00	0.13371
442.00	0.13628
443.00	0.13980
444.00	0.14387
445.00	0.14834
446.00	0.15392
447.00	0.15977
448.00	0.16614
449.00	0.17363
450.00	0.18122
451.00	0.18962
452.00	0.19882
453.00	0.20831
454.00	0.21826
455.00	0.22988
456.00	0.24144
457.00	0.25468
458.00	0.26788
459.00	0.28160
460.00	0.29545
461.00	0.31108
462.00	0.32700
463.00	0.34526
464.00	0.36321
465.00	0.38043
466.00	0.39795
467.00	0.41611
468.00	0.43524
469.00	0.45320
470.00	0.47078
471.00	0.49104
472.00	0.50891
473.00	0.52778
474.00	0.54412
475.00	0.56123
476.00	0.57429
477.00	0.59181
478.00	0.60729
479.00	0.62126
480.00	0.63511
481.00	0.64989
482.00	0.66527
483.00	0.68172
484.00	0.69795
485.00	0.72159
486.00	0.73518
487.00	0.74572
488.00	0.76648
489.00	0.78687
490.00	0.81210
491.00	0.83147
492.00	0.85096
493.00	0.87502
494.00	0.89429
495.00	0.91493
496.00	0.93631
497.00	0.95091
498.00	0.96906
499.00	0.98289
500.00	0.98995
501.00	0.99802
502.00	1.00000
503.00	0.99589
504.00	0.98776
505.00	0.97790
506.00	0.96178
507.00	0.93913
508.00	0.91287
509.00	0.88201
510.00	0.84465
511.00	0.80895
512.00	0.76837
513.00	0.72752
514.00	0.68540
515.00	0.64403
516.00	0.59959
517.00	0.55974
518.00	0.51857
519.00	0.47910
520.00	0.44316
521.00	0.40871
522.00	0.37723
523.00	0.34521
524.00	0.31726
525.00	0.29081
526.00	0.26644
527.00	0.24517
528.00	0.22427
529.00	0.20502
530.00	0.18857
531.00	0.17192
532.00	0.15656
533.00	0.14342
534.00	0.13164
535.00	0.12005
536.00	0.11014
537.00	0.10034
538.00	0.091174
539.00	0.083440
540.00	0.075863
541.00	0.069343
542.00	0.063203
543.00	0.057679
544.00	0.052539
545.00	0.048098
546.00	0.043672
547.00	0.039409
548.00	0.036234
549.00	0.032937
550.00	0.029765
551.00	0.027315
552.00	0.024795
553.00	0.022944
554.00	0.020888
555.00	0.018841
556.00	0.017236
557.00	0.015275
558.00	0.014178
559.00	0.012926
560.00	0.011961
561.00	0.010870
562.00	0.010059
563.00	0.0089134
564.00	0.0084213
565.00	0.0078058
566.00	0.0066313
567.00	0.0063255
568.00	0.0057631
569.00	0.0052843
570.00	0.0048463
571.00	0.0041890
572.00	0.0039525
573.00	0.0035430
574.00	0.0032859
575.00	0.0030868
576.00	0.0027397
577.00	0.0026025
578.00	0.0023990
579.00	0.0022830
580.00	0.0019364
581.00	0.0018430
582.00	0.0018047
583.00	0.0016159
584.00	0.0015239
585.00	0.0013996
586.00	0.0013450
587.00	0.0013037
588.00	0.0012432
589.00	0.0012260
590.00	0.00089467
591.00	0.0010387
592.00	0.0010633
593.00	0.00094875
594.00	0.00074030
595.00	0.00075063
596.00	0.00098759
597.00	0.00086862
598.00	0.0010726
599.00	0.00085239
600.00	0.00088091
