Wavelength (nm)	K06 abs N
200.00	0.25999
201.00	0.25316
202.00	0.25622
203.00	0.24681
204.00	0.23327
205.00	0.22040
206.00	0.20796
207.00	0.19859
208.00	0.19125
209.00	0.18733
210.00	0.18597
211.00	0.18567
212.00	0.18624
213.00	0.18804
214.00	0.19001
215.00	0.19227
216.00	0.19466
217.00	0.19684
218.00	0.19845
219.00	0.19948
220.00	0.20001
221.00	0.20017
222.00	0.19965
223.00	0.19836
224.00	0.19636
225.00	0.19359
226.00	0.18996
227.00	0.18586
228.00	0.18119
229.00	0.17648
230.00	0.17173
231.00	0.16721
232.00	0.16316
233.00	0.15814
234.00	0.15163
235.00	0.14273
236.00	0.13236
237.00	0.12107
238.00	0.11050
239.00	0.10129
240.00	0.093170
241.00	0.086486
242.00	0.080976
243.00	0.076442
244.00	0.072682
245.00	0.069497
246.00	0.066840
247.00	0.064571
248.00	0.062804
249.00	0.061232
250.00	0.059974
251.00	0.059235
252.00	0.058286
253.00	0.057389
254.00	0.056607
255.00	0.055257
256.00	0.053663
257.00	0.052187
258.00	0.050886
259.00	0.049589
260.00	0.048369
261.00	0.047652
262.00	0.046677
263.00	0.045952
264.00	0.045301
265.00	0.044830
266.00	0.044149
267.00	0.043769
268.00	0.043656
269.00	0.043386
270.00	0.043128
271.00	0.042631
272.00	0.042160
273.00	0.041561
274.00	0.040833
275.00	0.040234
276.00	0.039550
277.00	0.039165
278.00	0.038724
279.00	0.038139
280.00	0.037212
281.00	0.036691
282.00	0.036009
283.00	0.035397
284.00	0.034778
285.00	0.034425
286.00	0.034141
287.00	0.034028
288.00	0.034149
289.00	0.034428
290.00	0.034907
291.00	0.035427
292.00	0.035953
293.00	0.036266
294.00	0.036926
295.00	0.037333
296.00	0.037771
297.00	0.038476
298.00	0.038844
299.00	0.039142
300.00	0.039247
301.00	0.039558
302.00	0.039954
303.00	0.040438
304.00	0.041172
305.00	0.041642
306.00	0.042195
307.00	0.042588
308.00	0.042935
309.00	0.043519
310.00	0.043496
311.00	0.043231
312.00	0.043017
313.00	0.042628
314.00	0.042153
315.00	0.041928
316.00	0.041555
317.00	0.041086
318.00	0.040774
319.00	0.039768
320.00	0.039077
321.00	0.038048
322.00	0.037103
323.00	0.036054
324.00	0.035158
325.00	0.034097
326.00	0.033432
327.00	0.032840
328.00	0.032532
329.00	0.032326
330.00	0.032187
331.00	0.031891
332.00	0.031949
333.00	0.031848
334.00	0.031622
335.00	0.031357
336.00	0.030839
337.00	0.030390
338.00	0.029724
339.00	0.029126
340.00	0.028449
341.00	0.027982
342.00	0.027801
343.00	0.027576
344.00	0.027407
345.00	0.027333
346.00	0.027128
347.00	0.026791
348.00	0.026514
349.00	0.026188
350.00	0.025540
351.00	0.024911
352.00	0.024183
353.00	0.023602
354.00	0.022714
355.00	0.021832
356.00	0.020962
357.00	0.019987
358.00	0.019565
359.00	0.019391
360.00	0.018522
361.00	0.018446
362.00	0.018431
363.00	0.017935
364.00	0.017554
365.00	0.017114
366.00	0.016803
367.00	0.016524
368.00	0.016838
369.00	0.016195
370.00	0.016493
371.00	0.016346
372.00	0.016192
373.00	0.016258
374.00	0.016296
375.00	0.016893
376.00	0.017415
377.00	0.017735
378.00	0.018211
379.00	0.019006
380.00	0.019666
381.00	0.020065
382.00	0.020281
383.00	0.020011
384.00	0.020083
385.00	0.019476
386.00	0.019228
387.00	0.019048
388.00	0.018970
389.00	0.018558
390.00	0.018528
391.00	0.018903
392.00	0.019426
393.00	0.019387
394.00	0.020088
395.00	0.020610
