Wavelength (nm)	G18 abs N
200.00	0.79756
201.00	0.85020
202.00	0.92887
203.00	0.89323
204.00	0.88824
205.00	0.86425
206.00	0.83674
207.00	0.80195
208.00	0.77125
209.00	0.75215
210.00	0.72789
211.00	0.71142
212.00	0.69693
213.00	0.68037
214.00	0.66592
215.00	0.65636
216.00	0.64743
217.00	0.64278
218.00	0.63957
219.00	0.63894
220.00	0.63864
221.00	0.64095
222.00	0.64525
223.00	0.65062
224.00	0.65677
225.00	0.66455
226.00	0.67234
227.00	0.68015
228.00	0.68613
229.00	0.69069
230.00	0.69360
231.00	0.69496
232.00	0.69794
233.00	0.70248
234.00	0.71170
235.00	0.72296
236.00	0.73275
237.00	0.74134
238.00	0.74598
239.00	0.75081
240.00	0.75853
241.00	0.77135
242.00	0.79092
243.00	0.81822
244.00	0.84953
245.00	0.88225
246.00	0.91678
247.00	0.94846
248.00	0.97560
249.00	0.99259
250.00	1.0000
251.00	0.99772
252.00	0.99051
253.00	0.97917
254.00	0.95638
255.00	0.91602
256.00	0.85069
257.00	0.76618
258.00	0.67045
259.00	0.57468
260.00	0.49025
261.00	0.42039
262.00	0.36639
263.00	0.32483
264.00	0.29345
265.00	0.27024
266.00	0.25233
267.00	0.23835
268.00	0.22680
269.00	0.21770
270.00	0.20990
271.00	0.20332
272.00	0.19672
273.00	0.19058
274.00	0.18439
275.00	0.17829
276.00	0.17169
277.00	0.16548
278.00	0.15966
279.00	0.15371
280.00	0.14791
281.00	0.14256
282.00	0.13732
283.00	0.13180
284.00	0.12671
285.00	0.12163
286.00	0.11679
287.00	0.11180
288.00	0.10652
289.00	0.10175
290.00	0.097066
291.00	0.092579
292.00	0.088000
293.00	0.084232
294.00	0.080163
295.00	0.076930
296.00	0.073984
297.00	0.070896
298.00	0.068397
299.00	0.066204
300.00	0.063888
301.00	0.062030
302.00	0.060623
303.00	0.059102
304.00	0.058054
305.00	0.057667
306.00	0.057318
307.00	0.057430
308.00	0.057975
309.00	0.058627
310.00	0.059648
311.00	0.060872
312.00	0.062385
313.00	0.063997
314.00	0.065729
315.00	0.067696
316.00	0.069488
317.00	0.071767
318.00	0.073610
319.00	0.075927
320.00	0.078384
321.00	0.080465
322.00	0.082835
323.00	0.084901
324.00	0.086893
325.00	0.089134
326.00	0.091662
327.00	0.093739
328.00	0.095648
329.00	0.097899
330.00	0.099925
331.00	0.10171
332.00	0.10346
333.00	0.10520
334.00	0.10695
335.00	0.10848
336.00	0.10995
337.00	0.11127
338.00	0.11252
339.00	0.11373
340.00	0.11491
341.00	0.11592
342.00	0.11658
343.00	0.11692
344.00	0.11787
345.00	0.11822
346.00	0.11889
347.00	0.11938
348.00	0.11954
349.00	0.11954
350.00	0.11965
351.00	0.11999
352.00	0.12017
353.00	0.12017
354.00	0.12001
355.00	0.11978
356.00	0.11974
357.00	0.11970
358.00	0.11939
359.00	0.11896
360.00	0.11854
361.00	0.11832
362.00	0.11770
363.00	0.11744
364.00	0.11688
365.00	0.11644
366.00	0.11612
367.00	0.11567
368.00	0.11509
369.00	0.11469
370.00	0.11459
371.00	0.11370
372.00	0.11334
373.00	0.11263
374.00	0.11309
375.00	0.11216
376.00	0.11152
377.00	0.11129
378.00	0.11122
379.00	0.11077
380.00	0.11009
381.00	0.11004
382.00	0.10985
383.00	0.10930
384.00	0.10855
385.00	0.10834
386.00	0.10815
387.00	0.10756
388.00	0.10722
389.00	0.10666
390.00	0.10598
391.00	0.10632
392.00	0.10531
393.00	0.10485
394.00	0.10398
395.00	0.10400
396.00	0.10287
397.00	0.10229
398.00	0.10138
399.00	0.10032
400.00	0.099339
401.00	0.098103
402.00	0.096993
403.00	0.096333
404.00	0.094817
405.00	0.093557
406.00	0.091958
407.00	0.090573
408.00	0.089009
409.00	0.087715
410.00	0.086471
411.00	0.085020
412.00	0.083467
413.00	0.081981
414.00	0.080534
415.00	0.078472
416.00	0.076972
417.00	0.075437
418.00	0.073372
419.00	0.071583
420.00	0.069444
421.00	0.067468
422.00	0.065822
423.00	0.063803
424.00	0.061628
425.00	0.060325
426.00	0.057799
427.00	0.055996
428.00	0.054249
429.00	0.051982
430.00	0.050054
431.00	0.048045
432.00	0.046425
433.00	0.044551
434.00	0.042649
435.00	0.041081
436.00	0.039205
437.00	0.037632
438.00	0.035978
439.00	0.034184
440.00	0.032835
441.00	0.030981
442.00	0.029642
443.00	0.028128
444.00	0.026596
445.00	0.025659
446.00	0.023871
447.00	0.022772
448.00	0.021783
449.00	0.020450
450.00	0.019267
451.00	0.018522
452.00	0.017826
453.00	0.016322
454.00	0.015770
455.00	0.015030
456.00	0.014089
457.00	0.012891
458.00	0.012140
459.00	0.011675
460.00	0.011157
461.00	0.010366
462.00	0.010635
463.00	0.0095424
464.00	0.0088883
465.00	0.0084481
466.00	0.0078190
467.00	0.0075226
468.00	0.0074763
469.00	0.0071273
470.00	0.0065309
471.00	0.0062785
472.00	0.0066920
473.00	0.0059077
474.00	0.0048647
475.00	0.0058115
476.00	0.0060339
477.00	0.0050435
478.00	0.0046945
479.00	0.0046523
480.00	0.0050848
481.00	0.0051121
482.00	0.0050590
483.00	0.0042969
484.00	0.0042787
485.00	0.0046391
486.00	0.0041725
487.00	0.0036864
488.00	0.0040709
489.00	0.0038680
490.00	0.0042946
491.00	0.0041153
492.00	0.0035761
493.00	0.0039597
494.00	0.0042365
495.00	0.0038879
496.00	0.0040404
497.00	0.0038752
498.00	0.0034722
499.00	0.0034763
500.00	0.0037282
