Wavelength (nm)	C11 abs N
210.00	0.81450
211.00	0.82030
212.00	0.81633
213.00	0.80151
214.00	0.78284
215.00	0.76152
216.00	0.73723
217.00	0.71751
218.00	0.70674
219.00	0.71003
220.00	0.72535
221.00	0.75076
222.00	0.77884
223.00	0.80657
224.00	0.83129
225.00	0.85516
226.00	0.88080
227.00	0.90771
228.00	0.93854
229.00	0.96710
230.00	0.98827
231.00	1.00000
232.00	0.99977
233.00	0.98830
234.00	0.96880
235.00	0.94198
236.00	0.91355
237.00	0.87986
238.00	0.83722
239.00	0.78881
240.00	0.72726
241.00	0.65089
242.00	0.56488
243.00	0.47366
244.00	0.38538
245.00	0.30701
246.00	0.23970
247.00	0.18665
248.00	0.14747
249.00	0.11955
250.00	0.098579
251.00	0.082787
252.00	0.070493
253.00	0.060980
254.00	0.053561
255.00	0.048129
256.00	0.044108
257.00	0.042022
258.00	0.040602
259.00	0.039858
260.00	0.038629
261.00	0.036862
262.00	0.034334
263.00	0.031704
264.00	0.029143
265.00	0.027082
266.00	0.025634
267.00	0.024783
268.00	0.024282
269.00	0.024366
270.00	0.024900
271.00	0.025277
272.00	0.025676
273.00	0.026385
274.00	0.027078
275.00	0.028265
276.00	0.029770
277.00	0.031631
278.00	0.033667
279.00	0.036176
280.00	0.039198
281.00	0.042386
282.00	0.046048
283.00	0.049728
284.00	0.053767
285.00	0.058243
286.00	0.062900
287.00	0.067863
288.00	0.072872
289.00	0.078093
290.00	0.083683
291.00	0.089667
292.00	0.096304
293.00	0.10334
294.00	0.11103
295.00	0.11916
296.00	0.12752
297.00	0.13627
298.00	0.14533
299.00	0.15443
300.00	0.16379
301.00	0.17318
302.00	0.18215
303.00	0.19141
304.00	0.20083
305.00	0.21080
306.00	0.22168
307.00	0.23359
308.00	0.24597
309.00	0.25868
310.00	0.27132
311.00	0.28363
312.00	0.29526
313.00	0.30636
314.00	0.31707
315.00	0.32749
316.00	0.33756
317.00	0.34621
318.00	0.35356
319.00	0.36078
320.00	0.36955
321.00	0.38019
322.00	0.39077
323.00	0.40094
324.00	0.40966
325.00	0.41833
326.00	0.42602
327.00	0.43149
328.00	0.43257
329.00	0.42886
330.00	0.42249
331.00	0.41361
332.00	0.40261
333.00	0.39319
334.00	0.38955
335.00	0.39541
336.00	0.40987
337.00	0.42475
338.00	0.43184
339.00	0.42852
340.00	0.41647
341.00	0.40021
342.00	0.38174
343.00	0.36271
344.00	0.34146
345.00	0.31819
346.00	0.29150
347.00	0.26244
348.00	0.23221
349.00	0.20134
350.00	0.17106
351.00	0.14314
352.00	0.11736
353.00	0.094271
354.00	0.074467
355.00	0.058200
356.00	0.045011
357.00	0.034602
358.00	0.026424
359.00	0.020165
360.00	0.015137
361.00	0.011290
362.00	0.0085960
363.00	0.0065286
364.00	0.0054013
365.00	0.0046802
366.00	0.0034940
367.00	0.0028606
368.00	0.0025362
369.00	0.0021000
370.00	0.0020017
371.00	0.0018828
372.00	0.0019134
373.00	0.0017634
374.00	0.0015228
375.00	0.0014678
376.00	0.0020756
377.00	0.0016622
378.00	0.0014567
379.00	0.0012433
380.00	0.0014706
381.00	0.0012850
382.00	0.0011383
383.00	0.0011583
384.00	0.0012478
385.00	0.0012533
386.00	0.00084719
387.00	0.00072496
388.00	0.0010266
389.00	0.00086608
390.00	0.0010961
391.00	0.0011972
392.00	0.0010366
393.00	0.00094775
394.00	0.0012717
395.00	0.0011511
396.00	0.0010283
397.00	0.0012533
398.00	0.0010089
399.00	0.00078997
400.00	0.00047939
