Wavelength (nm)	E26 abs N
331.75	0.82315
332.00	0.82703
332.25	0.83406
332.50	0.83814
332.75	0.83935
333.00	0.84216
333.25	0.84542
333.50	0.85899
333.75	0.86338
334.00	0.85870
334.25	0.86493
334.50	0.87573
334.75	0.86812
335.00	0.86596
335.25	0.87634
335.50	0.88113
335.75	0.89252
336.00	0.89463
336.25	0.89153
336.50	0.89392
336.75	0.89542
337.00	0.90368
337.25	0.90721
337.50	0.90720
337.75	0.91630
338.00	0.92613
338.25	0.92059
338.50	0.93264
338.75	0.91965
339.00	0.94271
339.25	0.93619
339.50	0.94354
339.75	0.94426
340.00	0.95148
340.25	0.94947
340.50	0.95398
340.75	0.96625
341.00	0.95828
341.25	0.97023
341.50	0.96633
341.75	0.97281
342.00	0.97564
342.25	0.97377
342.50	0.97492
342.75	0.97256
343.00	0.98210
343.25	0.98329
343.50	0.97966
343.75	0.98234
344.00	0.99971
344.25	0.99245
344.50	0.99430
344.75	0.99330
345.00	0.99502
345.25	0.99080
345.50	0.99133
345.75	0.99209
346.00	0.99847
346.25	0.99823
346.50	0.98842
346.75	0.99013
347.00	0.99811
347.25	0.99532
347.50	1.0000
347.75	0.99563
348.00	0.99419
348.25	0.99417
348.50	0.99872
348.75	0.99097
349.00	0.99610
349.25	0.98716
349.50	0.98978
349.75	0.99161
350.00	0.97767
350.25	0.98700
350.50	0.98494
350.75	0.97920
351.00	0.97853
351.25	0.97656
351.50	0.97084
351.75	0.97826
352.00	0.96613
352.25	0.96039
352.50	0.96158
352.75	0.95899
353.00	0.95370
353.25	0.94538
353.50	0.94740
353.75	0.93956
354.00	0.93620
354.25	0.93448
354.50	0.93282
354.75	0.92608
355.00	0.91923
355.25	0.91616
355.50	0.91223
355.75	0.90258
356.00	0.90122
356.25	0.89359
356.50	0.88315
356.75	0.88263
357.00	0.87654
357.25	0.87449
357.50	0.86783
357.75	0.85770
358.00	0.85109
358.25	0.84271
358.50	0.84486
358.75	0.83536
359.00	0.83387
359.25	0.82462
359.50	0.81577
359.75	0.80773
360.00	0.79970
360.25	0.79778
360.50	0.78755
360.75	0.78172
361.00	0.77327
361.25	0.76597
361.50	0.75960
361.75	0.75330
362.00	0.74626
362.25	0.73189
362.50	0.72862
362.75	0.71766
363.00	0.71158
363.25	0.70683
363.50	0.69617
363.75	0.68882
364.00	0.67949
364.25	0.67032
364.50	0.66342
364.75	0.65928
365.00	0.64810
365.25	0.64252
365.50	0.62991
365.75	0.62298
366.00	0.61705
366.25	0.60377
366.50	0.59441
366.75	0.59118
367.00	0.57921
367.25	0.57012
367.50	0.56664
367.75	0.55603
368.00	0.54377
368.25	0.53778
368.50	0.52583
368.75	0.51937
369.00	0.51301
369.25	0.50799
369.50	0.49929
369.75	0.48883
370.00	0.47927
370.25	0.46770
370.50	0.46096
370.75	0.45259
371.00	0.44359
371.25	0.43897
371.50	0.43017
371.75	0.42140
372.00	0.41619
372.25	0.40547
372.50	0.39981
372.75	0.39337
373.00	0.38497
373.25	0.38204
373.50	0.37326
373.75	0.36706
374.00	0.36081
374.25	0.35401
374.50	0.34907
374.75	0.34865
375.00	0.34461
375.25	0.33337
375.50	0.32738
375.75	0.32017
376.00	0.30756
376.25	0.30183
376.50	0.29222
376.75	0.28531
377.00	0.28256
377.25	0.27580
377.50	0.27162
377.75	0.26010
378.00	0.25661
378.25	0.25091
378.50	0.24205
378.75	0.23948
379.00	0.23226
379.25	0.22709
379.50	0.22356
379.75	0.21885
380.00	0.21251
380.25	0.20855
380.50	0.20292
380.75	0.19911
381.00	0.19427
381.25	0.18869
381.50	0.18175
381.75	0.17714
382.00	0.17243
382.25	0.16774
382.50	0.16731
382.75	0.16109
383.00	0.15602
383.25	0.15186
383.50	0.14780
383.75	0.14534
384.00	0.13953
384.25	0.13642
384.50	0.13486
384.75	0.12864
385.00	0.12625
385.25	0.12087
385.50	0.11909
385.75	0.11848
386.00	0.11370
386.25	0.10792
386.50	0.10578
386.75	0.10655
387.00	0.10153
387.25	0.098319
387.50	0.094312
387.75	0.091659
388.00	0.088427
388.25	0.088772
388.50	0.085457
388.75	0.082533
389.00	0.078595
389.25	0.078760
389.50	0.075979
389.75	0.073371
390.00	0.072837
390.25	0.069582
390.50	0.066305
390.75	0.064599
391.00	0.063892
391.25	0.062238
391.50	0.060322
391.75	0.058796
392.00	0.056992
392.25	0.053421
392.50	0.051512
392.75	0.051925
393.00	0.050520
393.25	0.047979
393.50	0.045371
393.75	0.044176
394.00	0.045423
394.25	0.044446
394.50	0.041643
394.75	0.039342
395.00	0.040147
395.25	0.037102
395.50	0.034990
395.75	0.033216
396.00	0.034592
396.25	0.033314
396.50	0.030743
396.75	0.028676
397.00	0.029300
397.25	0.029744
397.50	0.027594
397.75	0.025188
398.00	0.025414
398.25	0.024422
398.50	0.025001
398.75	0.023046
399.00	0.025061
399.25	0.022633
399.50	0.021137
399.75	0.019987
400.00	0.021483
400.25	0.020017
400.50	0.018093
400.75	0.018897
401.00	0.017980
401.25	0.016935
401.50	0.016702
401.75	0.016206
402.00	0.016522
402.25	0.016905
402.50	0.014319
402.75	0.014951
403.00	0.013726
403.25	0.014658
403.50	0.013628
403.75	0.011824
404.00	0.014868
404.25	0.011440
404.50	0.010839
404.75	0.013207
405.00	0.011613
405.25	0.010072
405.50	0.010125
405.75	0.0099145
406.00	0.0096364
406.25	0.0098168
406.50	0.010351
406.75	0.0086743
407.00	0.010072
407.25	0.0099747
407.50	0.0083435
407.75	0.0095462
408.00	0.0081631
408.25	0.0065395
408.50	0.0084638
408.75	0.0075618
409.00	0.0062314
409.25	0.0049310
409.50	0.0048708
409.75	0.0058931
410.00	0.0066974
410.25	0.0051038
410.50	0.0069530
410.75	0.0050287
411.00	0.0054496
411.25	0.0049084
411.50	0.0038335
411.75	0.0041342
412.00	0.0041417
412.25	0.0052016
412.50	0.0055398
412.75	0.0049234
413.00	0.0048783
413.25	0.0040590
413.50	0.0037659
413.75	0.0052542
414.00	0.0045551
414.25	0.0035028
414.50	0.0035629
414.75	0.0026759
415.00	0.0039012
415.25	0.0043371
415.50	0.0040891
415.75	0.0033675
416.00	0.0056977
416.25	0.0028639
416.50	0.0030743
416.75	0.0030067
417.00	0.0034652
417.25	0.0036456
417.50	0.0023527
417.75	0.0035855
418.00	0.0013831
418.25	0.0027586
418.50	0.0021272
418.75	0.0037358
419.00	0.0042695
419.25	0.0030217
419.50	0.0028112
419.75	0.0019994
420.00	0.0027286
420.25	0.0021648
420.50	0.0040440
420.75	0.0029616
421.00	0.0029766
421.25	0.0033525
421.50	0.0029165
421.75	0.0031645
422.00	0.0025557
422.25	0.0021798
422.50	0.0014357
422.75	0.0019769
423.00	0.0020220
423.25	0.0034802
423.50	0.00047355
423.75	0.0027812
424.00	0.0030142
424.25	0.0043672
424.50	0.0029165
424.75	0.0021047
425.00	0.00091704
425.25	0.0017589
425.50	0.0013229
425.75	0.0023302
426.00	0.0037584
426.25	0.0028037
426.50	0.0014958
426.75	0.0036231
427.00	0.0041567
427.25	0.0019769
427.50	0.0026985
427.75	0.0021949
428.00	0.0024053
428.25	0.0031570
428.50	0.0032096
428.75	0.0014582
429.00	0.0027511
429.25	0.0022851
429.50	0.0021874
429.75	0.0031721
430.00	0.0031194
430.25	0.00042094
430.50	0.0020896
430.75	0.0023527
431.00	0.0018792
431.25	0.0027210
431.50	0.0035930
431.75	0.00015785
432.00	0.0042169
432.25	0.0021197
432.50	0.0021122
432.75	0.0040665
433.00	0.0023302
433.25	0.0011125
433.50	0.0025857
433.75	0.0023151
434.00	0.0014207
434.25	0.0012929
434.50	0.0012553
434.75	0.0014282
435.00	0.0028263
435.25	0.0016687
435.50	0.0026083
435.75	0.0021573
436.00	0.0018115
436.25	0.0027661
436.50	0.0031420
436.75	0.0020445
437.00	0.0024655
437.25	0.0036456
437.50	0.0028338
437.75	0.0022024
438.00	0.0025782
438.25	0.0029841
438.50	0.0021723
438.75	0.0010899
439.00	0.0034878
439.25	0.0022249
439.50	0.0022625
439.75	0.0017965
440.00	0.0033074
440.25	0.0030969
440.50	0.0015334
440.75	0.0014432
441.00	0.0037283
441.25	0.00061637
441.50	0.0018491
441.75	0.0014658
442.00	0.0034276
442.25	0.0017664
442.50	0.0020746
442.75	0.0015106
443.00	0.0026534
443.25	0.0016311
443.50	0.0025857
443.75	0.0019919
444.00	0.0021949
444.25	0.0018942
444.50	0.0027511
444.75	0.0020370
445.00	0.0019619
445.25	0.0013680
445.50	0.0024805
445.75	0.00063140
446.00	0.0025482
446.25	0.0032623
446.50	0.0011801
446.75	0.0015005
447.00	0.0013004
447.25	1.5033e-05
447.50	0.00078174
447.75	0.0037584
448.00	0.00097717
448.25	0.0031044
448.50	0.0037959
448.75	0.00064644
449.00	0.0019619
449.25	0.0025933
449.50	0.0030292
449.75	0.00051114
450.00	0.0014131
