Wavelength (nm)	E26 abs N
263.00	0.56804
263.25	0.52071
263.50	0.47754
263.75	0.43615
264.00	0.40160
264.25	0.36766
264.50	0.33732
264.75	0.31194
265.00	0.28643
265.25	0.26653
265.50	0.24708
265.75	0.23032
266.00	0.21627
266.25	0.20267
266.50	0.18989
266.75	0.18027
267.00	0.17019
267.25	0.16524
267.50	0.15826
267.75	0.15190
268.00	0.14648
268.25	0.14213
268.50	0.13865
268.75	0.13611
269.00	0.13350
269.25	0.13170
269.50	0.13068
269.75	0.12914
270.00	0.12817
270.25	0.12861
270.50	0.12796
270.75	0.12769
271.00	0.12754
271.25	0.12767
271.50	0.12870
271.75	0.12724
272.00	0.13022
272.25	0.13093
272.50	0.13293
272.75	0.13457
273.00	0.13556
273.25	0.13634
273.50	0.13746
273.75	0.13989
274.00	0.14092
274.25	0.14231
274.50	0.14339
274.75	0.14314
275.00	0.14842
275.25	0.15059
275.50	0.15243
275.75	0.15551
276.00	0.15717
276.25	0.16035
276.50	0.16142
276.75	0.16414
277.00	0.16613
277.25	0.16798
277.50	0.16941
277.75	0.17492
278.00	0.17540
278.25	0.17640
278.50	0.17796
278.75	0.18434
279.00	0.18529
279.25	0.18715
279.50	0.18956
279.75	0.19158
280.00	0.19356
280.25	0.19731
280.50	0.19987
280.75	0.20215
281.00	0.20561
281.25	0.20907
281.50	0.21190
281.75	0.21664
282.00	0.21735
282.25	0.22058
282.50	0.22381
282.75	0.22468
283.00	0.22894
283.25	0.23193
283.50	0.23646
283.75	0.23893
284.00	0.24192
284.25	0.24635
284.50	0.24888
284.75	0.25200
285.00	0.25391
285.25	0.25845
285.50	0.26200
285.75	0.26466
286.00	0.26779
286.25	0.27244
286.50	0.27540
286.75	0.27862
287.00	0.28335
287.25	0.28808
287.50	0.29100
287.75	0.29483
288.00	0.29673
288.25	0.30307
288.50	0.30595
288.75	0.30989
289.00	0.31406
289.25	0.31738
289.50	0.32303
289.75	0.32724
290.00	0.33037
290.25	0.33488
290.50	0.33988
290.75	0.34259
291.00	0.34721
291.25	0.35343
291.50	0.35683
291.75	0.36267
292.00	0.36882
292.25	0.37178
292.50	0.37669
292.75	0.38022
293.00	0.38719
293.25	0.39067
293.50	0.39709
293.75	0.39917
294.00	0.40466
294.25	0.40868
294.50	0.41387
294.75	0.41594
295.00	0.42088
295.25	0.42533
295.50	0.43252
295.75	0.43798
296.00	0.44511
296.25	0.44685
296.50	0.45339
296.75	0.45733
297.00	0.46456
297.25	0.47235
297.50	0.47795
297.75	0.48201
298.00	0.48727
298.25	0.49565
298.50	0.50313
298.75	0.50521
299.00	0.51184
299.25	0.51918
299.50	0.52325
299.75	0.52857
300.00	0.53445
300.25	0.53814
300.50	0.54375
300.75	0.55461
301.00	0.55803
301.25	0.56297
301.50	0.57177
301.75	0.57725
302.00	0.58338
302.25	0.58857
302.50	0.59386
302.75	0.59886
303.00	0.60575
303.25	0.60921
303.50	0.61430
303.75	0.62150
304.00	0.62528
304.25	0.63229
304.50	0.63679
304.75	0.64553
305.00	0.64944
305.25	0.65366
305.50	0.65647
305.75	0.66421
306.00	0.67083
306.25	0.67302
306.50	0.68072
306.75	0.68550
307.00	0.69200
307.25	0.69848
307.50	0.70090
307.75	0.70606
308.00	0.70849
308.25	0.71649
308.50	0.72284
308.75	0.72429
309.00	0.73013
309.25	0.73406
309.50	0.73716
309.75	0.72215
310.00	0.72950
310.25	0.72974
310.50	0.73655
310.75	0.74759
311.00	0.74760
311.25	0.74854
311.50	0.75502
311.75	0.76244
312.00	0.76036
312.25	0.76733
312.50	0.76831
312.75	0.76732
313.00	0.78113
313.25	0.78262
313.50	0.78483
313.75	0.77697
314.00	0.78610
314.25	0.79095
314.50	0.79373
314.75	0.79503
315.00	0.80383
315.25	0.80081
315.50	0.80242
315.75	0.80754
316.00	0.80875
316.25	0.79809
316.50	0.80040
316.75	0.79972
317.00	0.80792
317.25	0.80941
317.50	0.80218
317.75	0.80742
318.00	0.80306
318.25	0.80327
318.50	0.80176
318.75	0.80737
319.00	0.79912
319.25	0.79763
319.50	0.79952
319.75	0.79675
320.00	0.79449
320.25	0.80250
320.50	0.79474
320.75	0.79049
321.00	0.79131
321.25	0.79039
321.50	0.79207
321.75	0.78213
322.00	0.78610
322.25	0.78909
322.50	0.78728
322.75	0.78387
323.00	0.77851
323.25	0.77501
323.50	0.77151
323.75	0.77472
324.00	0.76885
324.25	0.77772
324.50	0.77722
324.75	0.76920
325.00	0.78208
325.25	0.77525
325.50	0.76720
325.75	0.76652
326.00	0.77545
326.25	0.78032
326.50	0.78108
326.75	0.77338
327.00	0.77400
327.25	0.77555
327.50	0.77651
327.75	0.78481
328.00	0.78558
328.25	0.78809
328.50	0.78247
328.75	0.79084
329.00	0.79182
329.25	0.79535
329.50	0.79888
329.75	0.80523
330.00	0.80947
330.25	0.80648
330.50	0.80631
330.75	0.81008
331.00	0.81117
331.25	0.82076
331.50	0.82231
