Wavelength (nm)	E11 abs N
200.00	0.53833
201.00	0.56337
202.00	0.58950
203.00	0.61756
204.00	0.64866
205.00	0.67849
206.00	0.70230
207.00	0.72407
208.00	0.75063
209.00	0.78178
210.00	0.81293
211.00	0.84726
212.00	0.88163
213.00	0.91672
214.00	0.94407
215.00	0.96675
216.00	0.98339
217.00	0.99435
218.00	0.99960
219.00	1.00000
220.00	0.99208
221.00	0.97424
222.00	0.94446
223.00	0.90204
224.00	0.84972
225.00	0.78903
226.00	0.72579
227.00	0.66819
228.00	0.61181
229.00	0.55288
230.00	0.49169
231.00	0.43308
232.00	0.38285
233.00	0.33997
234.00	0.30187
235.00	0.26243
236.00	0.22204
237.00	0.18448
238.00	0.15340
239.00	0.12985
240.00	0.11319
241.00	0.10264
242.00	0.093660
243.00	0.080945
244.00	0.065298
245.00	0.051283
246.00	0.041017
247.00	0.035049
248.00	0.032088
249.00	0.031089
250.00	0.031219
251.00	0.032195
252.00	0.033626
253.00	0.035417
254.00	0.037444
255.00	0.039718
256.00	0.042329
257.00	0.044850
258.00	0.047898
259.00	0.051005
260.00	0.054068
261.00	0.057614
262.00	0.061187
263.00	0.064913
264.00	0.068851
265.00	0.072774
266.00	0.077227
267.00	0.081396
268.00	0.085586
269.00	0.090060
270.00	0.094643
271.00	0.099035
272.00	0.10384
273.00	0.10862
274.00	0.11336
275.00	0.11798
276.00	0.12254
277.00	0.12703
278.00	0.13141
279.00	0.13603
280.00	0.14075
281.00	0.14522
282.00	0.14963
283.00	0.15329
284.00	0.15665
285.00	0.15983
286.00	0.16285
287.00	0.16519
288.00	0.16676
289.00	0.16831
290.00	0.17027
291.00	0.17309
292.00	0.17700
293.00	0.18080
294.00	0.18214
295.00	0.18210
296.00	0.18184
297.00	0.18140
298.00	0.18065
299.00	0.17828
300.00	0.17300
301.00	0.16726
302.00	0.16268
303.00	0.16082
304.00	0.16514
305.00	0.17457
306.00	0.17813
307.00	0.17235
308.00	0.16493
309.00	0.15949
310.00	0.15618
311.00	0.15359
312.00	0.14787
313.00	0.13654
314.00	0.12390
315.00	0.11440
316.00	0.11163
317.00	0.12264
318.00	0.15484
319.00	0.18020
320.00	0.16680
321.00	0.12539
322.00	0.084115
323.00	0.053801
324.00	0.035021
325.00	0.023991
326.00	0.017284
327.00	0.013478
328.00	0.010550
329.00	0.0085945
330.00	0.0072087
331.00	0.0062845
332.00	0.0054574
333.00	0.0049654
334.00	0.0046220
335.00	0.0042900
336.00	0.0040219
337.00	0.0038109
338.00	0.0035645
339.00	0.0033235
340.00	0.0034228
341.00	0.0032380
342.00	0.0032274
343.00	0.0030900
344.00	0.0030486
345.00	0.0027185
346.00	0.0027847
347.00	0.0026587
348.00	0.0028637
349.00	0.0026968
350.00	0.0023879
