Wavelength (nm)	A10 abs N
230.00	0.086962
230.25	0.080773
230.50	0.075195
230.75	0.068628
231.00	0.065763
231.25	0.061102
231.50	0.057604
231.75	0.054717
232.00	0.050673
232.25	0.048324
232.50	0.045226
232.75	0.042892
233.00	0.043321
233.25	0.040354
233.50	0.039896
233.75	0.038085
234.00	0.035678
234.25	0.036500
234.50	0.034187
234.75	0.033700
235.00	0.031649
235.25	0.030645
235.50	0.030893
235.75	0.030347
236.00	0.031002
236.25	0.030958
236.50	0.030376
236.75	0.031380
237.00	0.031765
237.25	0.032013
237.50	0.032602
237.75	0.032783
238.00	0.034129
238.25	0.032907
238.50	0.034201
238.75	0.033489
239.00	0.034551
239.25	0.034260
239.50	0.035314
239.75	0.036165
240.00	0.036790
240.25	0.039023
240.50	0.038136
240.75	0.039758
241.00	0.041532
241.25	0.042928
241.50	0.043517
241.75	0.044754
242.00	0.045873
242.25	0.047001
242.50	0.047568
242.75	0.050360
243.00	0.050906
243.25	0.054629
243.50	0.056964
243.75	0.057604
244.00	0.059967
244.25	0.063349
244.50	0.065887
244.75	0.066745
245.00	0.068098
245.25	0.069232
245.50	0.071377
245.75	0.072105
246.00	0.075123
246.25	0.076962
246.50	0.080046
246.75	0.082257
247.00	0.084591
247.25	0.086991
247.50	0.091194
247.75	0.093521
248.00	0.096736
248.25	0.10042
248.50	0.10520
248.75	0.11072
249.00	0.11535
249.25	0.11954
249.50	0.12542
249.75	0.13073
250.00	0.13267
250.25	0.13638
250.50	0.13990
250.75	0.14526
251.00	0.14780
251.25	0.15235
251.50	0.15662
251.75	0.16071
252.00	0.16475
252.25	0.16971
252.50	0.17401
252.75	0.17961
253.00	0.18247
253.25	0.18757
253.50	0.19110
253.75	0.19746
254.00	0.20370
254.25	0.21307
254.50	0.22226
254.75	0.23392
255.00	0.24301
255.25	0.24720
255.50	0.25190
255.75	0.26043
256.00	0.26859
256.25	0.27704
256.50	0.28373
256.75	0.29096
257.00	0.29838
257.25	0.30808
257.50	0.31880
257.75	0.32892
258.00	0.33891
258.25	0.34742
258.50	0.35695
258.75	0.36028
259.00	0.36353
259.25	0.36382
259.50	0.36297
259.75	0.36768
260.00	0.37208
260.25	0.38254
260.50	0.39421
260.75	0.40744
261.00	0.42373
261.25	0.43757
261.50	0.45092
261.75	0.46309
262.00	0.47351
262.25	0.48769
262.50	0.50693
262.75	0.52790
263.00	0.55105
263.25	0.57722
263.50	0.60454
263.75	0.63018
264.00	0.64968
264.25	0.66030
264.50	0.66467
264.75	0.65443
265.00	0.63617
265.25	0.61822
265.50	0.59627
265.75	0.57816
266.00	0.56590
266.25	0.56172
266.50	0.55964
266.75	0.56442
267.00	0.57476
267.25	0.58415
267.50	0.59537
267.75	0.60178
268.00	0.60716
268.25	0.60995
268.50	0.62000
268.75	0.64041
269.00	0.67583
269.25	0.72673
269.50	0.79311
269.75	0.86240
270.00	0.92703
270.25	0.97854
270.50	0.99992
270.75	1.0000
271.00	0.97623
271.25	0.92449
271.50	0.85926
271.75	0.78640
272.00	0.71166
272.25	0.65046
272.50	0.59994
272.75	0.56212
273.00	0.53235
273.25	0.51051
273.50	0.48878
273.75	0.47049
274.00	0.45052
274.25	0.43343
274.50	0.41816
274.75	0.41139
275.00	0.41065
275.25	0.42614
275.50	0.45912
275.75	0.51630
276.00	0.60221
276.25	0.70548
276.50	0.81653
276.75	0.89815
277.00	0.93841
277.25	0.91583
277.50	0.85453
277.75	0.77127
278.00	0.68279
278.25	0.59714
278.50	0.52150
278.75	0.44928
279.00	0.38807
279.25	0.33431
279.50	0.28624
279.75	0.24514
280.00	0.21215
280.25	0.18548
280.50	0.16221
280.75	0.14329
281.00	0.12544
281.25	0.11245
281.50	0.097390
281.75	0.084489
282.00	0.074715
282.25	0.064149
282.50	0.055771
282.75	0.050390
283.00	0.044354
283.25	0.039881
283.50	0.034987
283.75	0.032165
284.00	0.027104
284.25	0.026049
284.50	0.024886
284.75	0.022682
285.00	0.020021
285.25	0.017912
285.50	0.016923
285.75	0.014137
286.00	0.012443
286.25	0.012268
286.50	0.010028
286.75	0.0099848
287.00	0.0078541
287.25	0.0075050
287.50	0.0075559
287.75	0.0082904
288.00	0.0059996
288.25	0.0064650
288.50	0.0059487
288.75	0.0050615
289.00	0.0049597
289.25	0.0049670
289.50	0.0041888
289.75	0.0043561
290.00	0.0034034
290.25	0.0031053
290.50	0.0029598
290.75	0.0013454
291.00	0.0034180
291.25	0.0025017
291.50	0.0021017
291.75	0.0024362
292.00	0.0031562
292.25	0.0028435
292.50	0.0034761
292.75	0.0037525
293.00	0.0034107
293.25	0.0020726
293.50	0.00084358
293.75	0.0011636
294.00	0.0016872
294.25	0.0026253
294.50	0.0022399
294.75	0.0015635
295.00	0.0016944
295.25	0.0011636
295.50	0.0010327
295.75	0.0025162
296.00	0.0030689
296.25	0.0040943
296.50	0.0037743
296.75	0.0019853
297.00	0.0032871
297.25	0.0026471
297.50	0.0037089
297.75	0.0027126
298.00	0.0030689
298.25	0.0023635
298.50	0.0022471
298.75	0.0022980
299.00	0.0012363
299.25	0.0018035
299.50	0.0017890
299.75	0.0029671
300.00	0.0024144
