Wavelength (nm)	J06 abs N
280.00	0.43090
281.00	0.43304
282.00	0.43419
283.00	0.43571
284.00	0.43772
285.00	0.43926
286.00	0.44077
287.00	0.44164
288.00	0.44173
289.00	0.44018
290.00	0.43727
291.00	0.43237
292.00	0.42634
293.00	0.41838
294.00	0.40999
295.00	0.40144
296.00	0.39327
297.00	0.38616
298.00	0.37973
299.00	0.37488
300.00	0.37158
301.00	0.36967
302.00	0.36816
303.00	0.36689
304.00	0.36650
305.00	0.36606
306.00	0.36554
307.00	0.36609
308.00	0.36767
309.00	0.36923
310.00	0.37208
311.00	0.37636
312.00	0.38181
313.00	0.38759
314.00	0.39375
315.00	0.39941
316.00	0.40387
317.00	0.40598
318.00	0.40623
319.00	0.40458
320.00	0.40131
321.00	0.39722
322.00	0.39208
323.00	0.38827
324.00	0.38652
325.00	0.38490
326.00	0.38479
327.00	0.38558
328.00	0.38768
329.00	0.38845
330.00	0.38795
331.00	0.38418
332.00	0.37685
333.00	0.36660
334.00	0.35223
335.00	0.33488
336.00	0.31502
337.00	0.29403
338.00	0.27257
339.00	0.25177
340.00	0.23200
341.00	0.21358
342.00	0.19704
343.00	0.18231
344.00	0.16953
345.00	0.15820
346.00	0.14904
347.00	0.14184
348.00	0.13567
349.00	0.13033
350.00	0.12571
351.00	0.12277
352.00	0.12053
353.00	0.11816
354.00	0.11649
355.00	0.11501
356.00	0.11423
357.00	0.11370
358.00	0.11398
359.00	0.11372
360.00	0.11360
361.00	0.11359
362.00	0.11399
363.00	0.11425
364.00	0.11539
365.00	0.11591
366.00	0.11646
367.00	0.11720
368.00	0.11811
369.00	0.11930
370.00	0.12015
371.00	0.12163
372.00	0.12266
373.00	0.12372
374.00	0.12397
375.00	0.12582
376.00	0.12667
377.00	0.12766
378.00	0.12800
379.00	0.13045
380.00	0.13136
381.00	0.13260
382.00	0.13390
383.00	0.13608
384.00	0.13812
385.00	0.13891
386.00	0.14142
387.00	0.14416
388.00	0.14587
389.00	0.14875
390.00	0.15214
391.00	0.15395
392.00	0.15880
393.00	0.16136
394.00	0.16513
395.00	0.16808
396.00	0.17236
397.00	0.17745
398.00	0.18123
399.00	0.18506
400.00	0.19047
401.00	0.19408
402.00	0.19872
403.00	0.20353
404.00	0.20909
405.00	0.21443
406.00	0.21841
407.00	0.22448
408.00	0.22964
409.00	0.23505
410.00	0.24023
411.00	0.24667
412.00	0.25187
413.00	0.25663
414.00	0.26230
415.00	0.26693
416.00	0.27183
417.00	0.27759
418.00	0.28238
419.00	0.28725
420.00	0.29250
421.00	0.29800
422.00	0.30204
423.00	0.30693
424.00	0.31173
425.00	0.31610
426.00	0.32152
427.00	0.32769
428.00	0.33184
429.00	0.33677
430.00	0.34274
431.00	0.34742
432.00	0.35258
433.00	0.35818
434.00	0.36288
435.00	0.36801
436.00	0.37293
437.00	0.37808
438.00	0.38325
439.00	0.38860
440.00	0.39461
441.00	0.39968
442.00	0.40483
443.00	0.41119
444.00	0.41671
445.00	0.42269
446.00	0.42899
447.00	0.43561
448.00	0.44273
449.00	0.44977
450.00	0.45717
451.00	0.46553
452.00	0.47291
453.00	0.48084
454.00	0.49090
455.00	0.49968
456.00	0.51079
457.00	0.51928
458.00	0.52960
459.00	0.53979
460.00	0.54860
461.00	0.56085
462.00	0.57251
463.00	0.58473
464.00	0.59709
465.00	0.60866
466.00	0.61904
467.00	0.63236
468.00	0.64601
469.00	0.65758
470.00	0.67015
471.00	0.68426
472.00	0.69663
473.00	0.70969
474.00	0.72047
475.00	0.73539
476.00	0.74819
477.00	0.75997
478.00	0.77232
479.00	0.78710
480.00	0.79858
481.00	0.80984
482.00	0.82322
483.00	0.83651
484.00	0.84679
485.00	0.86276
486.00	0.87070
487.00	0.87930
488.00	0.89048
489.00	0.90671
490.00	0.91602
491.00	0.92542
492.00	0.93660
493.00	0.94345
494.00	0.95211
495.00	0.96100
496.00	0.97033
497.00	0.97451
498.00	0.97987
499.00	0.98688
500.00	0.99055
501.00	0.99520
502.00	0.99694
503.00	1.0000
504.00	0.99609
505.00	0.99891
506.00	0.99994
507.00	0.99684
508.00	0.99443
509.00	0.99204
510.00	0.98844
511.00	0.98331
512.00	0.97775
513.00	0.96990
514.00	0.96406
515.00	0.95851
516.00	0.94995
517.00	0.93935
518.00	0.93189
519.00	0.92349
520.00	0.91648
521.00	0.90759
522.00	0.89493
523.00	0.88386
524.00	0.87389
525.00	0.86559
526.00	0.85368
527.00	0.84179
528.00	0.83214
529.00	0.82371
530.00	0.81154
531.00	0.80027
532.00	0.78810
533.00	0.77874
534.00	0.76667
535.00	0.75623
536.00	0.74429
537.00	0.73346
538.00	0.72172
539.00	0.71130
540.00	0.69846
541.00	0.68985
542.00	0.67504
543.00	0.66518
544.00	0.65390
545.00	0.64205
546.00	0.63010
547.00	0.61929
548.00	0.60828
549.00	0.59532
550.00	0.58309
551.00	0.56996
552.00	0.55750
553.00	0.54629
554.00	0.53366
555.00	0.52026
556.00	0.50859
557.00	0.49498
558.00	0.48253
559.00	0.46965
560.00	0.45572
561.00	0.44285
562.00	0.42992
563.00	0.41739
564.00	0.40324
565.00	0.39077
566.00	0.37743
567.00	0.36430
568.00	0.35055
569.00	0.33728
570.00	0.32423
571.00	0.31160
572.00	0.30025
573.00	0.28809
574.00	0.27510
575.00	0.26404
576.00	0.25245
577.00	0.24056
578.00	0.22982
579.00	0.21976
580.00	0.20850
581.00	0.19790
582.00	0.18877
583.00	0.18082
584.00	0.17040
585.00	0.16069
586.00	0.15352
587.00	0.14457
588.00	0.13681
589.00	0.12980
590.00	0.12299
591.00	0.11659
592.00	0.10896
593.00	0.10236
594.00	0.096891
595.00	0.091247
596.00	0.086557
597.00	0.081093
598.00	0.076335
599.00	0.071505
600.00	0.067177
601.00	0.063104
602.00	0.059425
603.00	0.055326
604.00	0.052330
605.00	0.049394
606.00	0.046281
607.00	0.043499
608.00	0.041031
609.00	0.038428
610.00	0.035943
611.00	0.033476
612.00	0.031259
613.00	0.029848
614.00	0.027871
615.00	0.026198
616.00	0.024861
617.00	0.023549
618.00	0.021968
619.00	0.021128
620.00	0.019557
621.00	0.019251
622.00	0.017293
623.00	0.016264
624.00	0.015633
625.00	0.015178
626.00	0.014715
627.00	0.013762
628.00	0.013185
629.00	0.012465
630.00	0.012003
631.00	0.011872
632.00	0.011089
633.00	0.012172
634.00	0.011491
635.00	0.011447
636.00	0.011091
637.00	0.010038
638.00	0.0097199
639.00	0.0089353
640.00	0.0090494
641.00	0.0083502
642.00	0.0086673
643.00	0.0088449
644.00	0.0081240
645.00	0.0082750
646.00	0.0072570
647.00	0.0070750
648.00	0.0061225
649.00	0.0060268
650.00	0.0066125
651.00	0.0057890
652.00	0.0060017
653.00	0.0055540
654.00	0.0055670
655.00	0.0055360
656.00	0.0047965
657.00	0.0047942
658.00	0.0048121
659.00	0.0049809
660.00	0.0052563
661.00	0.0046758
662.00	0.0050327
663.00	0.0048896
664.00	0.0047418
665.00	0.0041119
666.00	0.0044603
667.00	0.0049216
