Wavelength (nm)	J06 abs N
668.00	0.0041152
669.00	0.0043137
670.00	0.0038556
671.00	0.0035502
672.00	0.0028757
673.00	0.0032184
674.00	0.0030829
675.00	0.0031125
676.00	0.0032427
677.00	0.0032077
678.00	0.0026585
679.00	0.0025087
680.00	0.0026503
681.00	0.0026514
682.00	0.0025700
683.00	0.0026822
684.00	0.0025998
685.00	0.0018617
686.00	0.0013409
687.00	0.0017871
688.00	0.0020624
689.00	0.0017371
690.00	0.0016158
691.00	0.0018286
692.00	0.0017585
693.00	0.0014627
694.00	0.0013860
695.00	0.0017894
696.00	0.0017649
697.00	0.0017689
698.00	0.0013686
699.00	0.0016620
700.00	0.0015009
