Wavelength (nm)	O13 abs N
371.00	0.012580
372.00	0.011768
373.00	0.011120
374.00	0.010315
375.00	0.0097638
376.00	0.0091982
377.00	0.0086087
378.00	0.0081177
379.00	0.0077289
380.00	0.0072256
381.00	0.0068133
382.00	0.0065444
383.00	0.0062065
384.00	0.0059183
385.00	0.0056641
386.00	0.0054466
387.00	0.0050876
388.00	0.0049320
389.00	0.0046744
390.00	0.0044661
391.00	0.0043260
392.00	0.0041666
393.00	0.0038893
394.00	0.0038409
395.00	0.0036561
396.00	0.0036132
397.00	0.0034723
398.00	0.0033208
399.00	0.0032143
400.00	0.0030069
401.00	0.0029522
402.00	0.0028327
403.00	0.0026917
404.00	0.0027027
405.00	0.0025285
406.00	0.0024519
407.00	0.0024464
408.00	0.0022571
409.00	0.0022730
410.00	0.0021569
411.00	0.0021742
412.00	0.0020820
413.00	0.0019810
414.00	0.0019962
415.00	0.0018485
416.00	0.0018674
417.00	0.0018287
418.00	0.0017408
419.00	0.0017534
420.00	0.0016558
421.00	0.0016027
422.00	0.0016596
423.00	0.0016225
424.00	0.0015914
425.00	0.0015809
426.00	0.0015211
427.00	0.0014508
428.00	0.0015367
429.00	0.0014218
430.00	0.0013377
431.00	0.0013869
432.00	0.0012787
433.00	0.0012855
434.00	0.0013259
435.00	0.0012699
436.00	0.0011954
437.00	0.0011904
438.00	0.0011332
439.00	0.0011218
440.00	0.0011365
441.00	0.0010978
442.00	0.0010532
443.00	0.0010860
444.00	0.0011033
445.00	0.00099935
446.00	0.0010629
447.00	0.00099346
448.00	0.00093665
449.00	0.00093034
450.00	0.00099430
451.00	0.00091309
452.00	0.00094717
453.00	0.00090173
454.00	0.00079822
455.00	0.00084072
456.00	0.00085755
457.00	0.00078854
458.00	0.00073300
459.00	0.00083861
460.00	0.00072079
461.00	0.00075109
462.00	0.00075488
463.00	0.00068882
464.00	0.00070859
465.00	0.00077339
466.00	0.00075698
467.00	0.00061644
468.00	0.00058025
469.00	0.00062949
470.00	0.00063916
471.00	0.00058867
472.00	0.00052050
473.00	0.00056426
474.00	0.00062991
475.00	0.00056384
476.00	0.00054996
477.00	0.00058404
478.00	0.00055922
479.00	0.00052471
480.00	0.00050493
481.00	0.00050241
482.00	0.00048432
483.00	0.00042162
484.00	0.00043635
485.00	0.00046202
486.00	0.00050493
487.00	0.00048726
488.00	0.00041573
489.00	0.00030044
490.00	0.00044518
491.00	0.00038712
492.00	0.00035766
493.00	0.00037660
494.00	0.00038838
495.00	0.00038543
496.00	0.00036103
497.00	0.00034841
498.00	0.00035556
499.00	0.00037702
500.00	0.00033326
