Wavelength (nm)	O13 abs N
200.00	0.76106
201.00	0.90407
202.00	0.97590
203.00	1.0000
204.00	0.98529
205.00	0.94509
206.00	0.89323
207.00	0.84303
208.00	0.80036
209.00	0.76726
210.00	0.74342
211.00	0.72550
212.00	0.71078
213.00	0.69571
214.00	0.67883
215.00	0.66070
216.00	0.64163
217.00	0.62388
218.00	0.60806
219.00	0.59553
220.00	0.58546
221.00	0.57836
222.00	0.57297
223.00	0.56884
224.00	0.56577
225.00	0.56357
226.00	0.56100
227.00	0.55559
228.00	0.54456
229.00	0.52708
230.00	0.50208
231.00	0.47117
232.00	0.43631
233.00	0.39597
234.00	0.34907
235.00	0.29596
236.00	0.24488
237.00	0.20032
238.00	0.16494
239.00	0.13802
240.00	0.11684
241.00	0.10047
242.00	0.088023
243.00	0.078402
244.00	0.071317
245.00	0.066427
246.00	0.063237
247.00	0.061526
248.00	0.060984
249.00	0.061462
250.00	0.062825
251.00	0.064996
252.00	0.067859
253.00	0.071487
254.00	0.075937
255.00	0.081101
256.00	0.087088
257.00	0.093715
258.00	0.10128
259.00	0.10973
260.00	0.11902
261.00	0.12929
262.00	0.14032
263.00	0.15242
264.00	0.16543
265.00	0.17930
266.00	0.19409
267.00	0.20944
268.00	0.22543
269.00	0.24204
270.00	0.25913
271.00	0.27620
272.00	0.29365
273.00	0.31121
274.00	0.32849
275.00	0.34508
276.00	0.36088
277.00	0.37530
278.00	0.38804
279.00	0.39908
280.00	0.40812
281.00	0.41503
282.00	0.41989
283.00	0.42254
284.00	0.42318
285.00	0.42176
286.00	0.41763
287.00	0.40979
288.00	0.39780
289.00	0.38148
290.00	0.36117
291.00	0.33841
292.00	0.31419
293.00	0.28958
294.00	0.26538
295.00	0.24228
296.00	0.22070
297.00	0.20092
298.00	0.18293
299.00	0.16713
300.00	0.15310
301.00	0.14086
302.00	0.13025
303.00	0.12090
304.00	0.11301
305.00	0.10641
306.00	0.10094
307.00	0.096457
308.00	0.092988
309.00	0.090267
310.00	0.088185
311.00	0.086744
312.00	0.085780
313.00	0.085116
314.00	0.084737
315.00	0.084638
316.00	0.084700
317.00	0.084940
318.00	0.085350
319.00	0.085751
320.00	0.086407
321.00	0.087036
322.00	0.087625
323.00	0.088166
324.00	0.088587
325.00	0.088966
326.00	0.089183
327.00	0.089293
328.00	0.089264
329.00	0.089080
330.00	0.088792
331.00	0.088440
332.00	0.087968
333.00	0.087417
334.00	0.086728
335.00	0.085831
336.00	0.084839
337.00	0.083656
338.00	0.082175
339.00	0.080609
340.00	0.078787
341.00	0.076717
342.00	0.074454
343.00	0.072111
344.00	0.069572
345.00	0.066918
346.00	0.064230
347.00	0.061310
348.00	0.058464
349.00	0.055598
350.00	0.052707
351.00	0.049924
352.00	0.047147
353.00	0.044410
354.00	0.041754
355.00	0.039066
356.00	0.036629
357.00	0.034333
358.00	0.032142
359.00	0.030089
360.00	0.028069
361.00	0.026154
362.00	0.024202
363.00	0.022506
364.00	0.020877
365.00	0.019437
366.00	0.018046
367.00	0.016727
368.00	0.015548
369.00	0.014519
370.00	0.013490
