Wavelength (nm)	I09 abs N
200.00	0.72501
201.00	0.79284
202.00	0.79847
203.00	0.78170
204.00	0.75867
205.00	0.73386
206.00	0.71013
207.00	0.68560
208.00	0.65942
209.00	0.63225
210.00	0.60371
211.00	0.57424
212.00	0.54389
213.00	0.51293
214.00	0.48574
215.00	0.46192
216.00	0.44260
217.00	0.42824
218.00	0.41755
219.00	0.41045
220.00	0.40649
221.00	0.40458
222.00	0.40471
223.00	0.40639
224.00	0.40909
225.00	0.41225
226.00	0.41615
227.00	0.41988
228.00	0.42334
229.00	0.42648
230.00	0.42935
231.00	0.43159
232.00	0.43309
233.00	0.43394
234.00	0.43416
235.00	0.43386
236.00	0.43253
237.00	0.43069
238.00	0.42800
239.00	0.42472
240.00	0.42094
241.00	0.41660
242.00	0.41206
243.00	0.40716
244.00	0.40257
245.00	0.39819
246.00	0.39436
247.00	0.39130
248.00	0.38914
249.00	0.38774
250.00	0.38723
251.00	0.38801
252.00	0.38981
253.00	0.39247
254.00	0.39614
255.00	0.40040
256.00	0.40534
257.00	0.41060
258.00	0.41713
259.00	0.42433
260.00	0.43189
261.00	0.43952
262.00	0.44777
263.00	0.45633
264.00	0.46533
265.00	0.47560
266.00	0.48589
267.00	0.49591
268.00	0.50686
269.00	0.51759
270.00	0.52878
271.00	0.54040
272.00	0.55224
273.00	0.56444
274.00	0.57719
275.00	0.58891
276.00	0.60130
277.00	0.61318
278.00	0.62459
279.00	0.63519
280.00	0.64365
281.00	0.65139
282.00	0.65859
283.00	0.66319
284.00	0.66622
285.00	0.66633
286.00	0.66570
287.00	0.66237
288.00	0.65583
289.00	0.64849
290.00	0.63847
291.00	0.62772
292.00	0.61476
293.00	0.60070
294.00	0.58599
295.00	0.57049
296.00	0.55396
297.00	0.53816
298.00	0.52230
299.00	0.50634
300.00	0.49081
301.00	0.47615
302.00	0.46215
303.00	0.44808
304.00	0.43508
305.00	0.42230
306.00	0.41040
307.00	0.39798
308.00	0.38650
309.00	0.37525
310.00	0.36407
311.00	0.35358
312.00	0.34333
313.00	0.33346
314.00	0.32390
315.00	0.31464
316.00	0.30611
317.00	0.29784
318.00	0.28992
319.00	0.28269
320.00	0.27603
321.00	0.26989
322.00	0.26440
323.00	0.25952
324.00	0.25515
325.00	0.25141
326.00	0.24795
327.00	0.24552
328.00	0.24331
329.00	0.24157
330.00	0.24006
331.00	0.23898
332.00	0.23838
333.00	0.23787
334.00	0.23815
335.00	0.23866
336.00	0.23902
337.00	0.23972
338.00	0.24087
339.00	0.24225
340.00	0.24354
341.00	0.24500
342.00	0.24671
343.00	0.24853
344.00	0.25043
345.00	0.25258
346.00	0.25466
347.00	0.25690
348.00	0.25889
349.00	0.26126
350.00	0.26409
351.00	0.26611
352.00	0.26901
353.00	0.27128
354.00	0.27439
355.00	0.27717
356.00	0.27999
357.00	0.28267
358.00	0.28508
359.00	0.28769
360.00	0.29069
361.00	0.29425
362.00	0.29775
363.00	0.30002
364.00	0.30241
365.00	0.30513
366.00	0.30839
367.00	0.31106
368.00	0.31411
369.00	0.31687
370.00	0.32008
371.00	0.32210
372.00	0.32438
373.00	0.32690
374.00	0.32950
375.00	0.33253
376.00	0.33464
377.00	0.33722
378.00	0.33977
379.00	0.34161
380.00	0.34331
381.00	0.34538
382.00	0.34760
383.00	0.34961
384.00	0.35111
385.00	0.35257
386.00	0.35362
387.00	0.35457
388.00	0.35599
389.00	0.35720
390.00	0.35706
391.00	0.35718
392.00	0.35769
393.00	0.35777
394.00	0.35675
395.00	0.35578
396.00	0.35553
397.00	0.35495
398.00	0.35331
399.00	0.35169
400.00	0.35052
401.00	0.34826
402.00	0.34603
403.00	0.34399
404.00	0.34145
405.00	0.33894
406.00	0.33610
407.00	0.33333
408.00	0.33034
409.00	0.32735
410.00	0.32376
411.00	0.32033
412.00	0.31741
413.00	0.31437
414.00	0.31051
415.00	0.30773
416.00	0.30463
417.00	0.30224
418.00	0.29895
419.00	0.29617
420.00	0.29330
421.00	0.29028
422.00	0.28839
423.00	0.28628
424.00	0.28392
425.00	0.28241
426.00	0.28012
427.00	0.27853
428.00	0.27742
429.00	0.27577
430.00	0.27425
431.00	0.27318
432.00	0.27229
433.00	0.27130
434.00	0.27009
435.00	0.26939
436.00	0.26918
437.00	0.26828
438.00	0.26811
439.00	0.26839
440.00	0.26801
441.00	0.26814
442.00	0.26811
443.00	0.26823
444.00	0.26812
445.00	0.26874
446.00	0.26928
447.00	0.27032
448.00	0.27062
449.00	0.27148
450.00	0.27265
451.00	0.27368
452.00	0.27480
453.00	0.27635
454.00	0.27746
455.00	0.27886
456.00	0.27966
457.00	0.28079
458.00	0.28185
459.00	0.28261
460.00	0.28357
461.00	0.28391
462.00	0.28470
463.00	0.28542
464.00	0.28607
465.00	0.28645
466.00	0.28633
467.00	0.28656
468.00	0.28652
469.00	0.28584
470.00	0.28614
471.00	0.28573
472.00	0.28498
473.00	0.28520
474.00	0.28381
475.00	0.28345
476.00	0.28283
477.00	0.28184
478.00	0.28187
479.00	0.28084
480.00	0.28053
481.00	0.27942
482.00	0.27829
483.00	0.27758
484.00	0.27625
485.00	0.27572
486.00	0.27441
487.00	0.27311
488.00	0.27219
489.00	0.27133
490.00	0.27027
491.00	0.26992
492.00	0.26892
493.00	0.26808
494.00	0.26700
495.00	0.26667
496.00	0.26651
497.00	0.26577
498.00	0.26524
499.00	0.26443
500.00	0.26432
501.00	0.26483
502.00	0.26518
503.00	0.26534
504.00	0.26628
505.00	0.26688
506.00	0.26861
507.00	0.26830
508.00	0.27156
509.00	0.27242
510.00	0.27433
511.00	0.27808
512.00	0.28092
513.00	0.28298
514.00	0.28684
515.00	0.28987
516.00	0.29535
517.00	0.30001
518.00	0.30397
519.00	0.30894
520.00	0.31431
521.00	0.31986
522.00	0.32596
523.00	0.33237
524.00	0.33975
525.00	0.34598
526.00	0.35357
527.00	0.36170
528.00	0.37000
529.00	0.37713
530.00	0.38602
531.00	0.39477
532.00	0.40396
533.00	0.41333
534.00	0.42344
535.00	0.43244
536.00	0.44374
537.00	0.45418
538.00	0.46569
539.00	0.47705
540.00	0.48743
541.00	0.49969
542.00	0.51239
543.00	0.52381
544.00	0.53539
545.00	0.54794
546.00	0.56115
547.00	0.57571
548.00	0.58825
549.00	0.60097
550.00	0.61462
551.00	0.63075
552.00	0.64325
553.00	0.65758
554.00	0.67082
555.00	0.68726
556.00	0.70027
557.00	0.71553
558.00	0.73113
559.00	0.74475
560.00	0.75998
561.00	0.77323
562.00	0.78769
563.00	0.80195
564.00	0.81496
565.00	0.83097
566.00	0.84278
567.00	0.85603
568.00	0.86798
569.00	0.88237
570.00	0.89434
571.00	0.90343
572.00	0.91387
573.00	0.92506
574.00	0.93544
575.00	0.94339
576.00	0.95054
577.00	0.96004
578.00	0.96727
579.00	0.97441
580.00	0.98010
581.00	0.98469
582.00	0.98928
583.00	0.99302
584.00	0.99498
585.00	0.99739
586.00	0.99837
587.00	1.0000
588.00	0.99914
589.00	0.99965
590.00	0.99860
591.00	0.99581
592.00	0.99317
593.00	0.99139
594.00	0.98779
595.00	0.98368
596.00	0.98088
597.00	0.97302
598.00	0.97000
599.00	0.96235
600.00	0.95753
601.00	0.95106
602.00	0.94492
603.00	0.93695
604.00	0.93111
605.00	0.92230
606.00	0.91627
607.00	0.90700
608.00	0.89885
609.00	0.89093
610.00	0.88241
611.00	0.87502
612.00	0.86668
613.00	0.85718
614.00	0.84862
615.00	0.83987
616.00	0.83119
617.00	0.82228
618.00	0.81283
619.00	0.80245
620.00	0.79322
621.00	0.78609
622.00	0.77509
623.00	0.76699
624.00	0.75744
625.00	0.74746
626.00	0.73823
627.00	0.72836
628.00	0.72017
629.00	0.70964
630.00	0.70039
631.00	0.69162
632.00	0.68206
633.00	0.67102
634.00	0.66043
635.00	0.65010
636.00	0.64173
637.00	0.63183
638.00	0.62308
639.00	0.61545
640.00	0.60727
641.00	0.59842
642.00	0.58868
643.00	0.58008
644.00	0.57054
645.00	0.56091
646.00	0.55404
647.00	0.54394
648.00	0.53487
649.00	0.52755
650.00	0.51915
651.00	0.50940
652.00	0.50229
653.00	0.49526
654.00	0.48514
655.00	0.47930
656.00	0.46948
657.00	0.46615
658.00	0.45710
