Wavelength (nm)	G20 abs N
210.00	0.42392
211.00	0.37714
212.00	0.34678
213.00	0.32880
214.00	0.32107
215.00	0.32011
216.00	0.32444
217.00	0.33237
218.00	0.34309
219.00	0.35657
220.00	0.37160
221.00	0.38841
222.00	0.40675
223.00	0.42558
224.00	0.44435
225.00	0.46236
226.00	0.47946
227.00	0.49471
228.00	0.51017
229.00	0.52500
230.00	0.53932
231.00	0.55184
232.00	0.56245
233.00	0.57265
234.00	0.58400
235.00	0.59910
236.00	0.62007
237.00	0.64689
238.00	0.67839
239.00	0.71189
240.00	0.74617
241.00	0.78186
242.00	0.81886
243.00	0.85818
244.00	0.89927
245.00	0.93791
246.00	0.96997
247.00	0.99130
248.00	1.0000
249.00	0.99283
250.00	0.97004
251.00	0.93874
252.00	0.90504
253.00	0.87364
254.00	0.84715
255.00	0.82151
256.00	0.79599
257.00	0.77046
258.00	0.74559
259.00	0.72313
260.00	0.70464
261.00	0.68996
262.00	0.67593
263.00	0.66033
264.00	0.64014
265.00	0.61316
266.00	0.58299
267.00	0.55189
268.00	0.52396
269.00	0.50103
270.00	0.48543
271.00	0.47725
272.00	0.47328
273.00	0.47267
274.00	0.47350
275.00	0.47459
276.00	0.47530
277.00	0.47473
278.00	0.47416
279.00	0.47340
280.00	0.47255
281.00	0.47111
282.00	0.46803
283.00	0.46325
284.00	0.45597
285.00	0.44566
286.00	0.43275
287.00	0.41790
288.00	0.40107
289.00	0.38399
290.00	0.36618
291.00	0.34903
292.00	0.33271
293.00	0.31742
294.00	0.30280
295.00	0.28944
296.00	0.27701
297.00	0.26506
298.00	0.25388
299.00	0.24332
300.00	0.23333
301.00	0.22351
302.00	0.21434
303.00	0.20527
304.00	0.19655
305.00	0.18779
306.00	0.17933
307.00	0.17096
308.00	0.16307
309.00	0.15603
310.00	0.14869
311.00	0.14237
312.00	0.13689
313.00	0.13205
314.00	0.12741
315.00	0.12344
316.00	0.11989
317.00	0.11702
318.00	0.11449
319.00	0.11268
320.00	0.11084
321.00	0.10945
322.00	0.10802
323.00	0.10712
324.00	0.10607
325.00	0.10537
326.00	0.10447
327.00	0.10360
328.00	0.10257
329.00	0.10117
330.00	0.10003
331.00	0.098738
332.00	0.096813
333.00	0.094623
334.00	0.092523
335.00	0.090233
336.00	0.087702
337.00	0.085338
338.00	0.082809
339.00	0.080397
340.00	0.078253
341.00	0.075917
342.00	0.073914
343.00	0.071958
344.00	0.070492
345.00	0.069213
346.00	0.067832
347.00	0.066842
348.00	0.065881
349.00	0.065049
350.00	0.064343
351.00	0.063955
352.00	0.063469
353.00	0.062880
354.00	0.062573
355.00	0.062553
356.00	0.062545
357.00	0.062466
358.00	0.062684
359.00	0.062781
360.00	0.063036
361.00	0.063572
362.00	0.064275
363.00	0.065127
364.00	0.065534
365.00	0.066316
366.00	0.067198
367.00	0.067728
368.00	0.068236
369.00	0.068842
370.00	0.069055
371.00	0.070494
372.00	0.071344
373.00	0.072216
374.00	0.073118
375.00	0.073773
376.00	0.075233
377.00	0.076310
378.00	0.077803
379.00	0.079327
380.00	0.080660
381.00	0.082009
382.00	0.083644
383.00	0.085328
384.00	0.086970
385.00	0.089007
386.00	0.090750
387.00	0.092802
388.00	0.094680
389.00	0.097059
390.00	0.098582
391.00	0.10022
392.00	0.10273
393.00	0.10525
394.00	0.10683
395.00	0.10909
396.00	0.11146
397.00	0.11390
398.00	0.11660
399.00	0.11909
400.00	0.12126
401.00	0.12302
402.00	0.12499
403.00	0.12752
404.00	0.13045
405.00	0.13331
406.00	0.13466
407.00	0.13662
408.00	0.13887
409.00	0.14110
410.00	0.14288
411.00	0.14438
412.00	0.14740
413.00	0.14945
414.00	0.15075
415.00	0.15209
416.00	0.15363
417.00	0.15542
418.00	0.15700
419.00	0.15819
420.00	0.16017
421.00	0.16244
422.00	0.16388
423.00	0.16516
424.00	0.16634
425.00	0.16688
426.00	0.16735
427.00	0.16918
428.00	0.17053
429.00	0.17103
430.00	0.17224
431.00	0.17241
432.00	0.17208
433.00	0.17194
434.00	0.17199
435.00	0.17187
436.00	0.17189
437.00	0.17156
438.00	0.17156
439.00	0.17050
440.00	0.16956
441.00	0.16882
442.00	0.16778
443.00	0.16681
444.00	0.16559
445.00	0.16430
446.00	0.16338
447.00	0.16191
448.00	0.16055
449.00	0.15937
450.00	0.15786
451.00	0.15584
452.00	0.15403
453.00	0.15198
454.00	0.15055
455.00	0.14888
456.00	0.14614
457.00	0.14429
458.00	0.14204
459.00	0.14001
460.00	0.13750
461.00	0.13494
462.00	0.13193
463.00	0.12923
464.00	0.12634
465.00	0.12363
466.00	0.12053
467.00	0.11747
468.00	0.11417
469.00	0.11065
470.00	0.10719
471.00	0.10421
472.00	0.10095
473.00	0.098312
474.00	0.095343
475.00	0.092436
476.00	0.089902
477.00	0.087343
478.00	0.084512
479.00	0.081732
480.00	0.079364
481.00	0.077260
482.00	0.074612
483.00	0.071359
484.00	0.069541
485.00	0.066995
486.00	0.065797
487.00	0.064259
488.00	0.060399
489.00	0.058083
490.00	0.055852
491.00	0.053522
492.00	0.051312
493.00	0.049576
494.00	0.046709
495.00	0.044757
496.00	0.042645
497.00	0.040715
498.00	0.038323
499.00	0.037032
500.00	0.035412
501.00	0.034045
502.00	0.032281
503.00	0.030661
504.00	0.029129
505.00	0.027719
506.00	0.026206
507.00	0.025130
508.00	0.023849
509.00	0.022680
510.00	0.021972
511.00	0.021089
512.00	0.020460
513.00	0.019202
514.00	0.018709
515.00	0.017879
516.00	0.017153
517.00	0.017198
518.00	0.016489
519.00	0.015932
520.00	0.014905
521.00	0.013878
522.00	0.013721
523.00	0.013881
524.00	0.013408
525.00	0.013135
526.00	0.012560
527.00	0.012487
528.00	0.011952
529.00	0.011633
530.00	0.010941
531.00	0.011240
532.00	0.011174
533.00	0.011173
534.00	0.010969
535.00	0.010491
536.00	0.010520
537.00	0.010572
538.00	0.010629
539.00	0.010261
540.00	0.0093371
541.00	0.010012
542.00	0.010363
543.00	0.0099463
544.00	0.0096048
545.00	0.0094985
546.00	0.0090377
547.00	0.0092903
548.00	0.0095381
549.00	0.0095131
550.00	0.0095178
551.00	0.0097469
552.00	0.0092314
553.00	0.0095485
554.00	0.0089524
555.00	0.0089336
556.00	0.0091190
557.00	0.0090039
558.00	0.0089321
559.00	0.0090841
560.00	0.0092684
561.00	0.0088060
562.00	0.0086051
563.00	0.0084962
564.00	0.0084473
565.00	0.0085405
566.00	0.0081943
567.00	0.0081031
568.00	0.0083437
569.00	0.0082094
570.00	0.0083093
571.00	0.0081833
572.00	0.0084004
573.00	0.0080146
574.00	0.0078605
575.00	0.0078454
576.00	0.0078980
577.00	0.0077423
578.00	0.0078553
579.00	0.0077439
580.00	0.0074471
581.00	0.0073758
582.00	0.0072295
583.00	0.0068108
584.00	0.0070529
585.00	0.0075226
586.00	0.0068171
587.00	0.0066432
588.00	0.0064422
589.00	0.0065625
