Wavelength (nm)	G20 abs N
590.00	0.0060923
591.00	0.0063323
592.00	0.0063901
593.00	0.0064740
594.00	0.0061204
595.00	0.0059200
596.00	0.0056950
597.00	0.0055925
598.00	0.0056966
599.00	0.0057476
600.00	0.0055883
601.00	0.0054441
602.00	0.0054821
603.00	0.0052847
604.00	0.0049890
605.00	0.0051296
606.00	0.0053342
607.00	0.0048979
608.00	0.0046016
609.00	0.0046995
610.00	0.0045433
611.00	0.0045204
612.00	0.0044282
613.00	0.0043210
614.00	0.0044173
615.00	0.0042257
616.00	0.0041236
617.00	0.0040685
618.00	0.0038003
619.00	0.0036540
620.00	0.0038800
621.00	0.0035832
622.00	0.0037514
623.00	0.0034551
624.00	0.0034207
625.00	0.0034046
626.00	0.0033786
627.00	0.0031594
628.00	0.0032604
629.00	0.0032192
630.00	0.0031443
631.00	0.0028266
632.00	0.0030214
633.00	0.0033036
634.00	0.0034587
635.00	0.0032723
636.00	0.0033655
637.00	0.0032010
638.00	0.0030026
639.00	0.0029579
640.00	0.0023633
641.00	0.0027303
642.00	0.0024398
643.00	0.0022425
644.00	0.0020014
645.00	0.0020555
646.00	0.0018535
647.00	0.0016713
648.00	0.0018936
649.00	0.0020889
650.00	0.0023648
651.00	0.0023153
652.00	0.0025314
653.00	0.0020550
654.00	0.0020561
655.00	0.0011647
656.00	0.0032447
657.00	0.0015984
658.00	0.0012370
659.00	0.0017275
660.00	0.0014536
661.00	0.0019019
662.00	0.0019420
663.00	0.0016343
664.00	0.0015828
665.00	0.0020691
666.00	0.0017150
667.00	0.00084081
668.00	0.0018441
669.00	0.0017754
670.00	0.0015750
671.00	0.0016093
672.00	0.0014151
673.00	0.0011871
674.00	0.0014807
675.00	0.0017374
676.00	0.0017905
677.00	0.0016296
678.00	0.0017775
679.00	0.0019155
680.00	0.0016952
681.00	0.0014922
682.00	0.0012985
683.00	0.0016708
684.00	0.00087153
685.00	0.0010814
686.00	0.0014885
687.00	0.0013875
688.00	0.0013589
689.00	0.0011735
690.00	0.0012875
691.00	0.0012422
692.00	0.0014484
693.00	0.0013141
694.00	0.0013354
695.00	0.00070387
696.00	0.0014573
697.00	0.0015713
698.00	0.0014667
699.00	0.0016369
700.00	0.0014063
