Wavelength (nm)	G01 abs N
304.50	0.0058252
304.75	0.0058994
305.00	0.0089377
305.25	0.0055871
305.50	0.0071920
305.75	0.0049882
306.00	0.0030870
306.25	0.0044430
306.50	0.0043450
306.75	0.0033020
307.00	0.0048435
307.25	0.0034236
307.50	0.0059852
307.75	0.0074902
308.00	0.0041339
308.25	0.00059576
308.50	0.0012286
308.75	0.0057305
309.00	0.0014769
309.25	-0.00033916
309.50	0.0032348
309.75	0.00035195
310.00	0.0029884
310.25	0.0031036
310.50	0.0021168
310.75	-0.00049530
311.00	0.0019991
311.25	0.0055999
311.50	0.0039125
311.75	0.0013707
312.00	0.0032585
312.25	-0.0011525
312.50	0.0034428
312.75	0.0033826
313.00	0.0051123
313.25	0.0043943
313.50	0.00077238
313.75	0.00030780
314.00	0.0039573
314.25	0.0056652
314.50	0.00053881
314.75	-0.0031740
315.00	0.0020234
315.25	0.0024151
315.50	0.0030722
315.75	0.00073591
316.00	-0.00031100
316.25	0.0022442
316.50	-0.0015057
316.75	-0.0021495
317.00	0.0034946
317.25	0.0027299
317.50	-0.0023715
317.75	0.00025341
318.00	0.0018935
318.25	0.00038139
318.50	0.0020541
318.75	-0.0011653
319.00	-0.0017803
319.25	0.0010891
319.50	0.0031055
319.75	-0.0020484
320.00	0.0010955
320.25	0.0013969
320.50	0.0035240
320.75	0.0017764
321.00	-0.0016964
321.25	-0.00013182
321.50	-0.0040968
321.75	-0.0027049
322.00	0.00046394
322.25	-0.0016337
322.50	0.00084661
322.75	-0.0023102
323.00	0.0021680
323.25	0.0020599
323.50	0.00015230
323.75	0.0010022
324.00	0.0018846
324.25	0.0012178
324.50	-0.0049408
324.75	0.00019837
325.00	-0.0026006
325.25	-0.0027049
325.50	-0.00072823
325.75	0.0015844
326.00	-0.0021136
326.25	-0.0039726
326.50	-0.0030665
326.75	0.0029353
327.00	0.0036973
327.25	0.0018908
327.50	-0.0011371
327.75	0.0031542
328.00	-0.0043534
328.25	0.0010744
328.50	-0.0018590
328.75	0.0015076
329.00	0.0010680
329.25	-0.0024954
329.50	-0.0030435
329.75	0.0023978
330.00	-0.0026300
330.25	0.0014161
330.50	0.0012293
330.75	0.0034466
331.00	-0.00066296
331.25	-0.0026141
331.50	-0.0020343
331.75	0.0019626
332.00	0.0022103
332.25	-0.00032380
332.50	0.00065080
332.75	0.0023946
333.00	0.0016663
333.25	-0.00016126
333.50	0.0023453
333.75	-0.00023933
334.00	-0.0010712
334.25	0.00036731
334.50	-0.0010776
334.75	0.0019991
335.00	-0.0017342
335.25	-0.0031335
335.50	-0.0013658
335.75	0.0010322
336.00	-0.0031177
336.25	0.00083509
336.50	-0.0029487
336.75	0.00072119
337.00	-0.0051430
337.25	0.00056505
337.50	-0.0037749
337.75	-0.00085429
338.00	-0.00087093
338.25	-0.0025718
338.50	-0.0022218
338.75	-0.0033212
339.00	0.0026947
339.25	0.00036603
339.50	-0.0021188
339.75	-0.00026550
340.00	9.9827e-05
340.25	-0.0018564
340.50	-0.0044353
340.75	0.0023376
341.00	-0.0014430
341.25	-0.0012728
341.50	0.0015985
341.75	-0.00010943
342.00	0.0034428
342.25	-0.00080950
342.50	-0.0040321
342.75	0.0016337
343.00	-0.0020093
343.25	0.0014379
343.50	-0.00010815
343.75	0.0026264
344.00	0.0020791
344.25	0.0028720
344.50	-0.00043770
344.75	-0.0020061
345.00	-0.0021668
345.25	-0.0034901
345.50	-0.0034773
345.75	0.0036949
346.00	0.00070711
346.25	0.0010136
346.50	-0.00026813
346.75	-0.0020157
347.00	-0.0010085
347.25	0.0015928
347.50	-0.0025500
347.75	-8.3189e-05
348.00	0.0030268
348.25	-0.0017861
348.50	-0.0010245
348.75	-0.0032885
349.00	0.0027452
349.25	-0.0025014
349.50	-0.00072791
349.75	-0.00012222
350.00	-0.00023997
