Wavelength (nm)	G01 abs N
200.00	0.090200
200.25	0.11894
200.50	0.095713
200.75	0.10424
201.00	0.088755
201.25	0.084511
201.50	0.10206
201.75	0.097205
202.00	0.097904
202.25	0.10510
202.50	0.096938
202.75	0.10225
203.00	0.11680
203.25	0.11970
203.50	0.095885
203.75	0.11246
204.00	0.10586
204.25	0.10430
204.50	0.10479
204.75	0.10879
205.00	0.11125
205.25	0.11916
205.50	0.11124
205.75	0.11824
206.00	0.11366
206.25	0.12528
206.50	0.11352
206.75	0.12029
207.00	0.13059
207.25	0.13113
207.50	0.13750
207.75	0.12232
208.00	0.13057
208.25	0.13286
208.50	0.13232
208.75	0.14207
209.00	0.14037
209.25	0.14471
209.50	0.14612
209.75	0.14998
210.00	0.15129
210.25	0.15692
210.50	0.15443
210.75	0.15120
211.00	0.16171
211.25	0.16480
211.50	0.16489
211.75	0.16816
212.00	0.17225
212.25	0.16970
212.50	0.17667
212.75	0.18198
213.00	0.18396
213.25	0.18284
213.50	0.19291
213.75	0.19535
214.00	0.19710
214.25	0.20778
214.50	0.21226
214.75	0.21926
215.00	0.22080
215.25	0.22799
215.50	0.22633
215.75	0.22911
216.00	0.23379
216.25	0.23739
216.50	0.24348
216.75	0.24584
217.00	0.24908
217.25	0.25849
217.50	0.26133
217.75	0.26951
218.00	0.27322
218.25	0.28062
218.50	0.28972
218.75	0.29257
219.00	0.30759
219.25	0.31251
219.50	0.31393
219.75	0.32332
220.00	0.32647
220.25	0.33663
220.50	0.34944
220.75	0.35347
221.00	0.35381
221.25	0.36733
221.50	0.38297
221.75	0.38723
222.00	0.38873
222.25	0.40503
222.50	0.41216
222.75	0.41587
223.00	0.42545
223.25	0.43495
223.50	0.44577
223.75	0.45091
224.00	0.45438
224.25	0.47568
224.50	0.47522
224.75	0.47991
225.00	0.48967
225.25	0.50642
225.50	0.51448
225.75	0.51694
226.00	0.53009
226.25	0.53903
226.50	0.54736
226.75	0.56168
227.00	0.56757
227.25	0.57954
227.50	0.58556
227.75	0.59841
228.00	0.61279
228.25	0.61757
228.50	0.62527
228.75	0.64144
229.00	0.64824
229.25	0.65567
229.50	0.67079
229.75	0.67646
230.00	0.68995
230.25	0.70469
230.50	0.71306
230.75	0.71993
231.00	0.73619
231.25	0.73991
231.50	0.74249
231.75	0.75381
232.00	0.76960
232.25	0.77368
232.50	0.78467
232.75	0.79338
233.00	0.80066
233.25	0.80063
233.50	0.81449
233.75	0.82904
234.00	0.83536
234.25	0.84405
234.50	0.84633
234.75	0.85025
235.00	0.87782
235.25	0.88246
235.50	0.89138
235.75	0.90275
236.00	0.90639
236.25	0.91754
236.50	0.91603
236.75	0.93075
237.00	0.93516
237.25	0.93834
237.50	0.96436
237.75	0.95503
238.00	0.96668
238.25	0.97617
238.50	0.97894
238.75	0.97770
239.00	0.98011
239.25	0.98175
239.50	0.99846
239.75	1.0000
240.00	0.99287
240.25	0.99667
240.50	0.99306
240.75	0.98261
241.00	0.98718
241.25	0.98323
241.50	0.96651
241.75	0.98523
242.00	0.95667
242.25	0.96421
242.50	0.95991
242.75	0.95240
243.00	0.94326
243.25	0.93129
243.50	0.93591
243.75	0.91163
244.00	0.91042
244.25	0.91104
244.50	0.90442
244.75	0.89524
245.00	0.89319
245.25	0.87619
245.50	0.86849
245.75	0.86674
246.00	0.86265
246.25	0.85431
246.50	0.83384
246.75	0.84779
247.00	0.83592
247.25	0.82735
247.50	0.82176
247.75	0.81387
248.00	0.81070
248.25	0.80290
248.50	0.78616
248.75	0.77561
249.00	0.76651
249.25	0.74916
249.50	0.73732
249.75	0.71582
250.00	0.70595
250.25	0.68016
250.50	0.66496
250.75	0.64589
251.00	0.61312
251.25	0.59063
251.50	0.56395
251.75	0.54337
252.00	0.51355
252.25	0.48956
252.50	0.46277
252.75	0.43600
253.00	0.41181
253.25	0.38544
253.50	0.36772
253.75	0.34421
254.00	0.32070
254.25	0.29610
254.50	0.27580
254.75	0.25997
255.00	0.24784
255.25	0.23717
255.50	0.22233
255.75	0.21225
256.00	0.19888
256.25	0.18009
256.50	0.17096
256.75	0.15688
257.00	0.14121
257.25	0.13253
257.50	0.12209
257.75	0.11493
258.00	0.10582
258.25	0.093787
258.50	0.085762
258.75	0.076013
259.00	0.069952
259.25	0.062696
259.50	0.064488
259.75	0.057239
260.00	0.054342
260.25	0.048560
260.50	0.046210
260.75	0.044851
261.00	0.037894
261.25	0.036272
261.50	0.034481
261.75	0.034477
262.00	0.032962
262.25	0.034844
262.50	0.031389
262.75	0.026682
263.00	0.025498
263.25	0.024417
263.50	0.024846
263.75	0.021431
264.00	0.025921
264.25	0.020523
264.50	0.023783
264.75	0.020514
265.00	0.018190
265.25	0.019151
265.50	0.017978
265.75	0.015937
266.00	0.020961
266.25	0.021862
266.50	0.016149
266.75	0.016948
267.00	0.016383
267.25	0.016077
267.50	0.020028
267.75	0.019874
268.00	0.018042
268.25	0.016274
268.50	0.014401
268.75	0.013993
269.00	0.014530
269.25	0.019125
269.50	0.018238
269.75	0.016964
270.00	0.019966
270.25	0.020324
270.50	0.016207
270.75	0.015419
271.00	0.013888
271.25	0.019169
271.50	0.017396
271.75	0.016091
272.00	0.016187
272.25	0.017155
272.50	0.020179
272.75	0.016712
273.00	0.017038
273.25	0.017875
273.50	0.019484
273.75	0.019853
274.00	0.015428
274.25	0.015424
274.50	0.018410
274.75	0.016719
275.00	0.017157
275.25	0.018373
275.50	0.018173
275.75	0.015433
276.00	0.017464
276.25	0.013846
276.50	0.018422
276.75	0.015640
277.00	0.018097
277.25	0.015521
277.50	0.018627
277.75	0.017214
278.00	0.018819
278.25	0.013537
278.50	0.013628
278.75	0.012251
279.00	0.016105
279.25	0.017408
279.50	0.015984
279.75	0.016165
280.00	0.014627
280.25	0.017798
280.50	0.015103
280.75	0.016340
281.00	0.016820
281.25	0.017085
281.50	0.017276
281.75	0.012700
282.00	0.015650
282.25	0.019602
282.50	0.019106
282.75	0.019271
283.00	0.017150
283.25	0.013539
283.50	0.013022
283.75	0.013746
284.00	0.016529
284.25	0.015501
284.50	0.015739
284.75	0.016260
285.00	0.016870
285.25	0.019091
285.50	0.011730
285.75	0.017459
286.00	0.016648
286.25	0.014394
286.50	0.013523
286.75	0.015275
287.00	0.017439
287.25	0.013969
287.50	0.018196
287.75	0.010985
288.00	0.016063
288.25	0.014806
288.50	0.015757
288.75	0.014255
289.00	0.019161
289.25	0.010941
289.50	0.015624
289.75	0.013434
290.00	0.011200
290.25	0.010738
290.50	0.014339
290.75	0.011891
291.00	0.012452
291.25	0.011985
291.50	0.011384
291.75	0.013269
292.00	0.015684
292.25	0.010296
292.50	0.011970
292.75	0.015901
293.00	0.0093882
293.25	0.012072
293.50	0.011578
293.75	0.011437
294.00	0.012722
294.25	0.012814
294.50	0.013805
294.75	0.012400
295.00	0.011641
295.25	0.0077859
295.50	0.011325
295.75	0.012155
296.00	0.011495
296.25	0.011392
296.50	0.012332
296.75	0.0076253
297.00	0.0087093
297.25	0.011956
297.50	0.010059
297.75	0.0096653
298.00	0.0097063
298.25	0.010784
298.50	0.0090849
298.75	0.0096666
299.00	0.0078979
299.25	0.0085052
299.50	0.0091655
299.75	0.0099021
300.00	0.0066321
300.25	0.0074000
300.50	0.0072829
300.75	0.0076681
301.00	0.0089198
301.25	0.0081967
301.50	0.0081986
301.75	0.0087643
302.00	0.0075722
302.25	0.0067838
302.50	0.0058124
302.75	0.0090420
303.00	0.0049421
303.25	0.0080873
303.50	0.0082511
303.75	0.0071172
304.00	0.0085391
304.25	0.0045524
