Wavelength (nm)	I01 abs N
200.00	0.069595
201.00	0.064458
202.00	0.069010
203.00	0.072874
204.00	0.075907
205.00	0.080198
206.00	0.085588
207.00	0.089480
208.00	0.093139
209.00	0.095967
210.00	0.097282
211.00	0.096988
212.00	0.094986
213.00	0.093028
214.00	0.090526
215.00	0.088358
216.00	0.085458
217.00	0.082517
218.00	0.079076
219.00	0.075490
220.00	0.071171
221.00	0.066815
222.00	0.064304
223.00	0.063729
224.00	0.064592
225.00	0.066568
226.00	0.069878
227.00	0.074355
228.00	0.080848
229.00	0.088624
230.00	0.098196
231.00	0.11013
232.00	0.12468
233.00	0.14138
234.00	0.15854
235.00	0.17932
236.00	0.20498
237.00	0.23331
238.00	0.26499
239.00	0.30695
240.00	0.36324
241.00	0.41487
242.00	0.44227
243.00	0.46611
244.00	0.51382
245.00	0.57481
246.00	0.63468
247.00	0.71466
248.00	0.85177
249.00	1.0000
250.00	0.98941
251.00	0.75373
252.00	0.46875
253.00	0.26202
254.00	0.14644
255.00	0.087355
256.00	0.056902
257.00	0.040499
258.00	0.031010
259.00	0.024997
260.00	0.021080
261.00	0.018375
262.00	0.016597
263.00	0.015380
264.00	0.014065
265.00	0.013318
266.00	0.012552
267.00	0.011844
268.00	0.011277
269.00	0.010723
270.00	0.010245
271.00	0.0098099
272.00	0.0093136
273.00	0.0088682
274.00	0.0085495
275.00	0.0082830
276.00	0.0081177
277.00	0.0078652
278.00	0.0075697
279.00	0.0074092
280.00	0.0073203
281.00	0.0071357
282.00	0.0069621
283.00	0.0069529
284.00	0.0068227
285.00	0.0066719
286.00	0.0066828
287.00	0.0067034
288.00	0.0065517
289.00	0.0065859
290.00	0.0065500
291.00	0.0066578
292.00	0.0066293
293.00	0.0065987
294.00	0.0067043
295.00	0.0067140
296.00	0.0067214
297.00	0.0067096
298.00	0.0068976
299.00	0.0069884
300.00	0.0071559
301.00	0.0074171
302.00	0.0075039
303.00	0.0076767
304.00	0.0080629
305.00	0.0083097
306.00	0.0086692
307.00	0.0090765
308.00	0.0095556
309.00	0.0099173
310.00	0.010291
311.00	0.010571
312.00	0.010911
313.00	0.011590
314.00	0.012399
315.00	0.013090
316.00	0.013751
317.00	0.014066
318.00	0.014664
319.00	0.015409
320.00	0.016648
321.00	0.018067
322.00	0.019501
323.00	0.020522
324.00	0.020973
325.00	0.021217
326.00	0.021773
327.00	0.022454
328.00	0.023860
329.00	0.025625
330.00	0.026973
331.00	0.027770
332.00	0.027912
333.00	0.028285
334.00	0.029343
335.00	0.031367
336.00	0.034630
337.00	0.038367
338.00	0.041297
339.00	0.041743
340.00	0.040753
341.00	0.039508
342.00	0.038749
343.00	0.038858
344.00	0.040090
345.00	0.042110
346.00	0.043853
347.00	0.044743
348.00	0.044102
349.00	0.042920
350.00	0.042014
351.00	0.042582
352.00	0.045117
353.00	0.050053
354.00	0.056554
355.00	0.061396
356.00	0.061993
357.00	0.058255
358.00	0.052797
359.00	0.046994
360.00	0.042286
361.00	0.038501
362.00	0.035455
363.00	0.033493
364.00	0.031950
365.00	0.030783
366.00	0.029356
367.00	0.027875
368.00	0.026054
369.00	0.024086
370.00	0.022124
371.00	0.020945
372.00	0.019630
373.00	0.018982
374.00	0.018624
375.00	0.018456
376.00	0.018596
377.00	0.018601
378.00	0.017861
379.00	0.017666
380.00	0.017687
381.00	0.017285
382.00	0.016887
383.00	0.016598
384.00	0.015712
385.00	0.014677
386.00	0.013490
387.00	0.012190
388.00	0.010111
389.00	0.0087152
390.00	0.0069485
391.00	0.0055943
392.00	0.0045614
393.00	0.0039179
394.00	0.0032357
395.00	0.0025255
396.00	0.0022651
397.00	0.0024238
398.00	0.0021108
399.00	0.0017299
400.00	0.0015137
401.00	0.0012621
402.00	0.0014068
403.00	0.0014979
404.00	0.0014677
405.00	0.0013506
406.00	0.0010880
407.00	0.0011639
408.00	0.0013476
409.00	0.0013572
410.00	0.0012836
411.00	0.0014269
412.00	0.0012020
413.00	0.0012424
414.00	0.0012985
415.00	0.0014050
416.00	0.0011477
417.00	0.0011858
418.00	0.0011494
419.00	0.0010026
420.00	0.0010425
421.00	0.0013024
422.00	0.0012590
423.00	0.00097319
424.00	0.0010034
425.00	0.00093374
