Wavelength (nm)	K03 ems
700.00	0.048278
701.00	0.057793
702.00	0.096257
703.00	0.12624
704.00	0.14880
705.00	0.16683
706.00	0.21398
707.00	0.26647
708.00	0.28687
709.00	0.32113
710.00	0.36445
711.00	0.37901
712.00	0.41277
713.00	0.48050
714.00	0.51635
715.00	0.53825
716.00	0.58269
717.00	0.58887
718.00	0.63864
719.00	0.65160
720.00	0.67543
721.00	0.75731
722.00	0.79290
723.00	0.81406
724.00	0.84522
725.00	0.90800
726.00	0.91432
727.00	0.94983
728.00	0.96522
729.00	0.93599
730.00	0.93333
731.00	0.99807
732.00	0.96152
733.00	0.99999
734.00	0.98536
735.00	1.0063
736.00	0.98950
737.00	0.96683
738.00	0.96608
739.00	0.95361
740.00	0.91129
741.00	0.88739
742.00	0.87094
743.00	0.86902
744.00	0.81641
745.00	0.78569
746.00	0.72151
747.00	0.69375
748.00	0.69921
749.00	0.65738
750.00	0.58442
751.00	0.61893
752.00	0.55570
753.00	0.54616
754.00	0.49355
755.00	0.46121
756.00	0.49186
757.00	0.41526
758.00	0.37196
759.00	0.38310
760.00	0.38575
761.00	0.36704
762.00	0.32854
763.00	0.35483
764.00	0.30264
765.00	0.34624
766.00	0.34289
767.00	0.29669
768.00	0.25466
769.00	0.20345
770.00	0.19241
771.00	0.16048
772.00	0.17453
773.00	0.14466
774.00	0.12079
775.00	0.17122
776.00	0.12202
777.00	0.10222
778.00	0.096316
779.00	0.099738
780.00	0.10274
781.00	0.10605
782.00	0.090283
783.00	0.089201
784.00	0.073878
785.00	0.043152
786.00	0.10394
787.00	0.040010
788.00	0.022892
789.00	0.037986
790.00	0.032206
791.00	0.027444
792.00	0.059528
793.00	0.030813
794.00	0.027092
795.00	0.051934
796.00	0.070542
797.00	0.018468
798.00	0.060222
799.00	0.017193
800.00	0.026071
