Wavelength (nm)	G08 abs N
235.00	0.58481
236.00	0.54076
237.00	0.64038
238.00	0.69186
239.00	0.72365
240.00	0.80509
241.00	0.91040
242.00	0.97883
243.00	1.0000
244.00	0.99639
245.00	0.97809
246.00	0.94592
247.00	0.91482
248.00	0.88041
249.00	0.84482
250.00	0.80884
251.00	0.77281
252.00	0.73788
253.00	0.70280
254.00	0.66900
255.00	0.63686
256.00	0.60654
257.00	0.57709
258.00	0.54782
259.00	0.51879
260.00	0.48957
261.00	0.46115
262.00	0.43299
263.00	0.40371
264.00	0.37353
265.00	0.34191
266.00	0.31028
267.00	0.27929
268.00	0.24946
269.00	0.22120
270.00	0.19533
271.00	0.17236
272.00	0.15169
273.00	0.13375
274.00	0.11861
275.00	0.10571
276.00	0.095081
277.00	0.086212
278.00	0.078876
279.00	0.072934
280.00	0.068268
281.00	0.064650
282.00	0.061868
283.00	0.059773
284.00	0.058031
285.00	0.057196
286.00	0.056357
287.00	0.056120
288.00	0.056104
289.00	0.056636
290.00	0.057325
291.00	0.058237
292.00	0.059691
293.00	0.061324
294.00	0.063386
295.00	0.065378
296.00	0.067998
297.00	0.070706
298.00	0.073798
299.00	0.076917
300.00	0.080608
301.00	0.084310
302.00	0.088313
303.00	0.092778
304.00	0.097254
305.00	0.10218
306.00	0.10721
307.00	0.11261
308.00	0.11804
309.00	0.12367
310.00	0.12953
311.00	0.13579
312.00	0.14206
313.00	0.14871
314.00	0.15541
315.00	0.16195
316.00	0.16934
317.00	0.17623
318.00	0.18367
319.00	0.19105
320.00	0.19853
321.00	0.20614
322.00	0.21366
323.00	0.22108
324.00	0.22868
325.00	0.23626
326.00	0.24413
327.00	0.25155
328.00	0.25909
329.00	0.26611
330.00	0.27312
331.00	0.28003
332.00	0.28702
333.00	0.29328
334.00	0.29954
335.00	0.30517
336.00	0.31035
337.00	0.31537
338.00	0.31973
339.00	0.32393
340.00	0.32774
341.00	0.33056
342.00	0.33305
343.00	0.33482
344.00	0.33635
345.00	0.33696
346.00	0.33724
347.00	0.33659
348.00	0.33558
349.00	0.33361
350.00	0.33048
351.00	0.32752
352.00	0.32359
353.00	0.31885
354.00	0.31356
355.00	0.30752
356.00	0.30091
357.00	0.29393
358.00	0.28661
359.00	0.27849
360.00	0.26942
361.00	0.26041
362.00	0.25048
363.00	0.24026
364.00	0.23053
365.00	0.21989
366.00	0.20902
367.00	0.19888
368.00	0.18830
369.00	0.17828
370.00	0.16848
371.00	0.15892
372.00	0.14986
373.00	0.14136
374.00	0.13313
375.00	0.12487
376.00	0.11762
377.00	0.11075
378.00	0.10406
379.00	0.098418
380.00	0.093167
381.00	0.088387
382.00	0.083945
383.00	0.079453
384.00	0.075936
385.00	0.072861
386.00	0.069489
387.00	0.066771
388.00	0.063996
389.00	0.062138
390.00	0.060092
391.00	0.058355
392.00	0.056269
393.00	0.054425
394.00	0.053450
395.00	0.052079
396.00	0.050466
397.00	0.049645
398.00	0.048215
399.00	0.047281
400.00	0.046104
401.00	0.045130
402.00	0.044249
403.00	0.043598
404.00	0.042540
405.00	0.041342
406.00	0.040325
407.00	0.039945
408.00	0.039004
409.00	0.037942
410.00	0.037228
411.00	0.036098
412.00	0.035076
413.00	0.035054
414.00	0.034057
415.00	0.032961
416.00	0.032147
417.00	0.031458
418.00	0.030445
419.00	0.029487
420.00	0.028839
421.00	0.028204
422.00	0.027642
423.00	0.026965
424.00	0.025963
425.00	0.025333
426.00	0.024817
427.00	0.023922
428.00	0.023593
429.00	0.022699
430.00	0.022083
431.00	0.021427
432.00	0.020918
433.00	0.020387
434.00	0.019707
435.00	0.019212
436.00	0.018581
437.00	0.017928
438.00	0.017567
439.00	0.017216
440.00	0.016697
441.00	0.016353
442.00	0.015583
443.00	0.015323
444.00	0.014774
445.00	0.014607
446.00	0.014104
447.00	0.013787
448.00	0.013408
449.00	0.013097
450.00	0.012658
451.00	0.012339
452.00	0.012237
453.00	0.011930
454.00	0.011657
455.00	0.011239
456.00	0.011083
457.00	0.010866
458.00	0.010379
459.00	0.010502
460.00	0.010711
461.00	0.0099238
462.00	0.010033
463.00	0.0095578
464.00	0.0097302
465.00	0.0093177
466.00	0.0091245
467.00	0.0090702
468.00	0.0091245
469.00	0.0087720
470.00	0.0087404
471.00	0.0083739
472.00	0.0080130
473.00	0.0080311
474.00	0.0076958
475.00	0.0080242
476.00	0.0075746
477.00	0.0078491
478.00	0.0076173
479.00	0.0076410
480.00	0.0066164
481.00	0.0068602
482.00	0.0073098
483.00	0.0067432
484.00	0.0064798
485.00	0.0061765
486.00	0.0058765
487.00	0.0061422
488.00	0.0062341
489.00	0.0054794
490.00	0.0053902
491.00	0.0056489
492.00	0.0047803
493.00	0.0046391
494.00	0.0051245
495.00	0.0047817
496.00	0.0047353
497.00	0.0045453
498.00	0.0041654
499.00	0.0044427
500.00	0.0043786
501.00	0.0038426
502.00	0.0038129
503.00	0.0039438
504.00	0.0044236
505.00	0.0032741
506.00	0.0035189
507.00	0.0028496
508.00	0.0034520
509.00	0.0031533
510.00	0.0024497
511.00	0.0028147
512.00	0.0027836
513.00	0.0024975
514.00	0.0022030
515.00	0.0022007
516.00	0.0020479
517.00	0.0013531
518.00	0.0019420
519.00	0.0018542
520.00	0.0021789
521.00	0.0017790
522.00	0.0013512
523.00	0.0012355
524.00	0.0010061
525.00	0.0010200
526.00	0.00065264
527.00	0.00076365
528.00	0.0011357
529.00	0.0011468
530.00	0.00062524
531.00	0.00084632
532.00	0.00098938
533.00	0.0011807
534.00	0.0012764
535.00	0.00090717
536.00	0.00096987
537.00	0.00053699
538.00	0.00095408
539.00	0.00090531
540.00	0.00069311
541.00	0.00060294
542.00	0.00056161
543.00	0.00093504
544.00	0.00055836
545.00	0.00073950
546.00	0.00079384
547.00	0.00038604
548.00	0.00095454
549.00	0.00092389
550.00	0.00053885
