Wavelength (nm)	I07 abs N
200.00	0.41054
201.00	0.44783
202.00	0.45779
203.00	0.46006
204.00	0.45588
205.00	0.44965
206.00	0.44587
207.00	0.43220
208.00	0.40964
209.00	0.38592
210.00	0.36538
211.00	0.33701
212.00	0.29795
213.00	0.25863
214.00	0.22784
215.00	0.20470
216.00	0.18759
217.00	0.17579
218.00	0.16876
219.00	0.16558
220.00	0.16578
221.00	0.16838
222.00	0.17308
223.00	0.17861
224.00	0.18474
225.00	0.19083
226.00	0.19641
227.00	0.20122
228.00	0.20484
229.00	0.20650
230.00	0.20636
231.00	0.20410
232.00	0.19960
233.00	0.19439
234.00	0.18921
235.00	0.18519
236.00	0.18277
237.00	0.18248
238.00	0.18409
239.00	0.18747
240.00	0.19248
241.00	0.19886
242.00	0.20676
243.00	0.21623
244.00	0.22718
245.00	0.23924
246.00	0.25303
247.00	0.26782
248.00	0.28319
249.00	0.29869
250.00	0.31415
251.00	0.32963
252.00	0.34589
253.00	0.36405
254.00	0.38466
255.00	0.40746
256.00	0.43286
257.00	0.46049
258.00	0.49071
259.00	0.52219
260.00	0.55407
261.00	0.58482
262.00	0.61372
263.00	0.64107
264.00	0.66885
265.00	0.69481
266.00	0.72121
267.00	0.74781
268.00	0.77391
269.00	0.79717
270.00	0.81431
271.00	0.82492
272.00	0.82390
273.00	0.80965
274.00	0.78314
275.00	0.74367
276.00	0.69836
277.00	0.64819
278.00	0.59628
279.00	0.54281
280.00	0.48901
281.00	0.43639
282.00	0.38696
283.00	0.34257
284.00	0.30403
285.00	0.27206
286.00	0.24571
287.00	0.22452
288.00	0.20745
289.00	0.19348
290.00	0.18186
291.00	0.17276
292.00	0.16557
293.00	0.16008
294.00	0.15603
295.00	0.15343
296.00	0.15167
297.00	0.15059
298.00	0.14968
299.00	0.14820
300.00	0.14655
301.00	0.14439
302.00	0.14164
303.00	0.13839
304.00	0.13488
305.00	0.13132
306.00	0.12759
307.00	0.12355
308.00	0.11903
309.00	0.11399
310.00	0.10833
311.00	0.10208
312.00	0.095564
313.00	0.088729
314.00	0.081347
315.00	0.074013
316.00	0.066820
317.00	0.059516
318.00	0.053063
319.00	0.047013
320.00	0.041785
321.00	0.037144
322.00	0.033942
323.00	0.031239
324.00	0.029181
325.00	0.027726
326.00	0.026613
327.00	0.026087
328.00	0.025644
329.00	0.025050
330.00	0.024668
331.00	0.024382
332.00	0.024010
333.00	0.023369
334.00	0.022565
335.00	0.021711
336.00	0.020905
337.00	0.019617
338.00	0.018134
339.00	0.017000
340.00	0.015787
341.00	0.014860
342.00	0.013816
343.00	0.012972
344.00	0.012162
345.00	0.011612
346.00	0.010895
347.00	0.010336
348.00	0.0099146
349.00	0.0094743
350.00	0.0093649
351.00	0.0089664
352.00	0.0086881
353.00	0.0086811
354.00	0.0087509
355.00	0.0085549
356.00	0.0086517
357.00	0.0088226
358.00	0.0086075
359.00	0.0084423
360.00	0.0083040
361.00	0.0084953
362.00	0.0082640
363.00	0.0085251
364.00	0.0087002
365.00	0.0089129
366.00	0.0091638
367.00	0.0092792
368.00	0.0094324
369.00	0.0097880
370.00	0.010230
371.00	0.010230
372.00	0.010407
373.00	0.010493
374.00	0.010900
375.00	0.011289
376.00	0.011593
377.00	0.011957
378.00	0.012386
379.00	0.012756
380.00	0.012763
381.00	0.013156
382.00	0.013863
383.00	0.013822
384.00	0.014471
385.00	0.015125
386.00	0.015157
387.00	0.015729
388.00	0.016417
389.00	0.016367
390.00	0.017363
391.00	0.017725
392.00	0.018677
393.00	0.018894
394.00	0.019363
395.00	0.019812
396.00	0.020812
397.00	0.021756
398.00	0.022145
399.00	0.022426
400.00	0.023218
401.00	0.024039
402.00	0.024819
403.00	0.025685
404.00	0.026532
405.00	0.027528
406.00	0.027893
407.00	0.028589
408.00	0.029625
409.00	0.030632
410.00	0.031725
411.00	0.032481
412.00	0.033728
413.00	0.034081
414.00	0.035224
415.00	0.036165
416.00	0.037303
417.00	0.038427
418.00	0.039299
419.00	0.040564
420.00	0.041906
421.00	0.043105
422.00	0.044072
423.00	0.045187
424.00	0.046291
425.00	0.047631
426.00	0.049028
427.00	0.051150
428.00	0.051858
429.00	0.053845
430.00	0.054880
431.00	0.056214
432.00	0.057543
433.00	0.059533
434.00	0.061073
435.00	0.062447
436.00	0.064264
437.00	0.066024
438.00	0.067619
439.00	0.069212
440.00	0.071049
441.00	0.073226
442.00	0.074503
443.00	0.076661
444.00	0.078515
445.00	0.080352
446.00	0.082648
447.00	0.084767
448.00	0.087157
449.00	0.089701
450.00	0.092023
451.00	0.095084
452.00	0.098154
453.00	0.10115
454.00	0.10481
455.00	0.10772
456.00	0.11116
457.00	0.11565
458.00	0.11948
459.00	0.12349
460.00	0.12710
461.00	0.13140
462.00	0.13575
463.00	0.14085
464.00	0.14609
465.00	0.15050
466.00	0.15536
467.00	0.16047
468.00	0.16604
469.00	0.17175
470.00	0.17774
471.00	0.18387
472.00	0.19109
473.00	0.19839
474.00	0.20474
475.00	0.21341
476.00	0.22069
477.00	0.22949
478.00	0.23934
479.00	0.24876
480.00	0.25910
481.00	0.26919
482.00	0.28079
483.00	0.29311
484.00	0.30467
485.00	0.32467
486.00	0.33147
487.00	0.34081
488.00	0.35507
489.00	0.37264
490.00	0.38695
491.00	0.40154
492.00	0.41602
493.00	0.43204
494.00	0.44580
495.00	0.45930
496.00	0.47341
497.00	0.48444
498.00	0.49697
499.00	0.50962
500.00	0.51878
501.00	0.53043
502.00	0.53981
503.00	0.55124
504.00	0.56068
505.00	0.57112
506.00	0.58220
507.00	0.59160
508.00	0.60263
509.00	0.61560
510.00	0.63084
511.00	0.64361
512.00	0.66022
513.00	0.67289
514.00	0.69026
515.00	0.70537
516.00	0.72766
517.00	0.74522
518.00	0.76024
519.00	0.78561
520.00	0.80500
521.00	0.82888
522.00	0.84965
523.00	0.86785
524.00	0.88786
525.00	0.90934
526.00	0.93068
527.00	0.94634
528.00	0.96665
529.00	0.97417
530.00	0.98816
531.00	0.99802
532.00	0.99789
533.00	1.0000
534.00	0.99267
535.00	0.98499
536.00	0.96541
537.00	0.94131
538.00	0.90893
539.00	0.87526
540.00	0.83570
541.00	0.79073
542.00	0.74274
543.00	0.69279
544.00	0.63964
545.00	0.59105
546.00	0.54186
547.00	0.49350
548.00	0.44969
549.00	0.40931
550.00	0.37032
551.00	0.33422
552.00	0.30143
553.00	0.27166
554.00	0.24619
555.00	0.22025
556.00	0.19832
557.00	0.17832
558.00	0.15952
559.00	0.14200
560.00	0.12722
561.00	0.11395
562.00	0.10213
563.00	0.091699
564.00	0.081557
565.00	0.073359
566.00	0.065998
567.00	0.059739
568.00	0.054047
