Wavelength (nm)	N12 abs N
200.00	0.44472
201.00	0.48757
202.00	0.49851
203.00	0.49972
204.00	0.49576
205.00	0.48253
206.00	0.46285
207.00	0.44052
208.00	0.41361
209.00	0.38425
210.00	0.35479
211.00	0.33192
212.00	0.31554
213.00	0.30450
214.00	0.29718
215.00	0.29271
216.00	0.29056
217.00	0.28985
218.00	0.29014
219.00	0.29073
220.00	0.29150
221.00	0.29182
222.00	0.29121
223.00	0.28944
224.00	0.28608
225.00	0.28154
226.00	0.27482
227.00	0.26719
228.00	0.25866
229.00	0.24974
230.00	0.24038
231.00	0.23143
232.00	0.22343
233.00	0.21647
234.00	0.21110
235.00	0.20781
236.00	0.20664
237.00	0.20755
238.00	0.20870
239.00	0.20807
240.00	0.20480
241.00	0.19949
242.00	0.19476
243.00	0.19199
244.00	0.19266
245.00	0.19699
246.00	0.20482
247.00	0.21572
248.00	0.22874
249.00	0.24259
250.00	0.25603
251.00	0.26881
252.00	0.28023
253.00	0.29051
254.00	0.29980
255.00	0.30725
256.00	0.31216
257.00	0.31356
258.00	0.31024
259.00	0.30081
260.00	0.28654
261.00	0.26761
262.00	0.24605
263.00	0.22450
264.00	0.20434
265.00	0.18663
266.00	0.17256
267.00	0.16208
268.00	0.15407
269.00	0.14906
270.00	0.14607
271.00	0.14503
272.00	0.14507
273.00	0.14598
274.00	0.14791
275.00	0.14990
276.00	0.15199
277.00	0.15390
278.00	0.15554
279.00	0.15658
280.00	0.15713
281.00	0.15671
282.00	0.15603
283.00	0.15501
284.00	0.15306
285.00	0.15096
286.00	0.14829
287.00	0.14583
288.00	0.14322
289.00	0.14095
290.00	0.13877
291.00	0.13724
292.00	0.13659
293.00	0.13641
294.00	0.13681
295.00	0.13790
296.00	0.13918
297.00	0.14086
298.00	0.14275
299.00	0.14469
300.00	0.14660
301.00	0.14867
302.00	0.15046
303.00	0.15165
304.00	0.15227
305.00	0.15164
306.00	0.14962
307.00	0.14620
308.00	0.14045
309.00	0.13302
310.00	0.12415
311.00	0.11347
312.00	0.10238
313.00	0.091799
314.00	0.081135
315.00	0.071438
316.00	0.063000
317.00	0.055424
318.00	0.048641
319.00	0.043229
320.00	0.038589
321.00	0.034732
322.00	0.031805
323.00	0.029336
324.00	0.027431
325.00	0.026569
326.00	0.025971
327.00	0.026102
328.00	0.026639
329.00	0.028006
330.00	0.029636
331.00	0.031591
332.00	0.034039
333.00	0.036667
334.00	0.038844
335.00	0.041218
336.00	0.043815
337.00	0.045553
338.00	0.046979
339.00	0.048405
340.00	0.049662
341.00	0.050974
342.00	0.052657
343.00	0.054687
344.00	0.057266
345.00	0.060313
346.00	0.064232
347.00	0.068291
348.00	0.072413
349.00	0.076463
350.00	0.079872
351.00	0.082235
352.00	0.083638
353.00	0.083207
354.00	0.081052
355.00	0.077579
356.00	0.072645
357.00	0.067305
358.00	0.061067
359.00	0.054818
360.00	0.048567
361.00	0.042491
362.00	0.037125
363.00	0.032548
364.00	0.028610
365.00	0.025322
366.00	0.022838
367.00	0.021142
368.00	0.019817
369.00	0.018567
370.00	0.017746
371.00	0.017212
372.00	0.017036
373.00	0.016931
374.00	0.017520
375.00	0.017129
376.00	0.017517
377.00	0.017681
378.00	0.018387
379.00	0.018632
380.00	0.018571
381.00	0.019130
382.00	0.019641
383.00	0.019684
384.00	0.020008
385.00	0.020696
386.00	0.021184
387.00	0.021982
388.00	0.022244
389.00	0.022791
390.00	0.023571
391.00	0.024011
392.00	0.024693
393.00	0.025438
394.00	0.025931
395.00	0.026162
396.00	0.026206
397.00	0.026531
398.00	0.026987
399.00	0.027167
400.00	0.027077
401.00	0.027046
402.00	0.026988
403.00	0.026580
404.00	0.026430
405.00	0.026214
406.00	0.025825
407.00	0.025273
408.00	0.025074
409.00	0.024684
410.00	0.024282
411.00	0.023675
412.00	0.023685
413.00	0.023488
414.00	0.023177
415.00	0.022802
416.00	0.022278
417.00	0.022041
418.00	0.022005
419.00	0.021864
