Wavelength (nm)	J12 abs N
771.00	0.0026577
772.00	0.0024198
773.00	0.0012494
774.00	0.0016286
775.00	0.0025081
776.00	0.0022828
777.00	0.0015268
778.00	0.0016199
779.00	0.0024835
780.00	0.0022538
781.00	0.0012633
782.00	0.0018085
783.00	0.0022698
784.00	0.0011490
785.00	0.00085181
786.00	0.0019697
787.00	0.0018201
788.00	0.00084071
789.00	0.0012957
790.00	0.0019866
791.00	0.0012450
792.00	0.0012537
793.00	0.0016705
794.00	0.0016561
795.00	0.0011471
796.00	0.0014969
797.00	0.0014563
798.00	0.0010844
799.00	0.0013439
800.00	0.0015480
