Wavelength (nm)	J12 abs N
280.00	0.59265
281.00	0.59861
282.00	0.60369
283.00	0.60831
284.00	0.61225
285.00	0.61514
286.00	0.61758
287.00	0.61864
288.00	0.61939
289.00	0.61930
290.00	0.61852
291.00	0.61662
292.00	0.61361
293.00	0.60916
294.00	0.60310
295.00	0.59667
296.00	0.58799
297.00	0.57869
298.00	0.56851
299.00	0.55706
300.00	0.54546
301.00	0.53307
302.00	0.52036
303.00	0.50732
304.00	0.49367
305.00	0.47829
306.00	0.46192
307.00	0.44450
308.00	0.42689
309.00	0.40948
310.00	0.39140
311.00	0.37275
312.00	0.35505
313.00	0.33757
314.00	0.32128
315.00	0.30551
316.00	0.29048
317.00	0.27679
318.00	0.26367
319.00	0.25149
320.00	0.24075
321.00	0.23025
322.00	0.22095
323.00	0.21221
324.00	0.20453
325.00	0.19768
326.00	0.19172
327.00	0.18602
328.00	0.18119
329.00	0.17712
330.00	0.17342
331.00	0.17028
332.00	0.16749
333.00	0.16483
334.00	0.16271
335.00	0.16081
336.00	0.15935
337.00	0.15810
338.00	0.15719
339.00	0.15665
340.00	0.15593
341.00	0.15548
342.00	0.15487
343.00	0.15469
344.00	0.15451
345.00	0.15434
346.00	0.15435
347.00	0.15412
348.00	0.15408
349.00	0.15410
350.00	0.15397
351.00	0.15380
352.00	0.15370
353.00	0.15361
354.00	0.15345
355.00	0.15302
356.00	0.15271
357.00	0.15225
358.00	0.15180
359.00	0.15102
360.00	0.15024
361.00	0.14968
362.00	0.14868
363.00	0.14792
364.00	0.14642
365.00	0.14510
366.00	0.14352
367.00	0.14228
368.00	0.14072
369.00	0.13877
370.00	0.13703
371.00	0.13476
372.00	0.13274
373.00	0.13058
374.00	0.12852
375.00	0.12620
376.00	0.12425
377.00	0.12255
378.00	0.12041
379.00	0.11834
380.00	0.11585
381.00	0.11374
382.00	0.11190
383.00	0.10966
384.00	0.10798
385.00	0.10547
386.00	0.10393
387.00	0.10263
388.00	0.10138
389.00	0.099252
390.00	0.097417
391.00	0.095719
392.00	0.095251
393.00	0.094535
394.00	0.093685
395.00	0.092235
396.00	0.090776
397.00	0.090345
398.00	0.090562
399.00	0.088979
400.00	0.088143
401.00	0.087336
402.00	0.086787
403.00	0.086987
404.00	0.087055
405.00	0.087013
406.00	0.086759
407.00	0.086033
408.00	0.085965
409.00	0.086249
410.00	0.086061
411.00	0.086417
412.00	0.087357
413.00	0.088277
414.00	0.087975
415.00	0.087698
416.00	0.088289
417.00	0.089184
418.00	0.089543
419.00	0.090826
420.00	0.092538
421.00	0.093857
422.00	0.095559
423.00	0.096943
424.00	0.096992
425.00	0.097795
426.00	0.098182
427.00	0.10170
428.00	0.10264
429.00	0.10492
430.00	0.10756
431.00	0.10913
432.00	0.10965
433.00	0.11181
434.00	0.11346
435.00	0.11478
436.00	0.11783
437.00	0.12011
438.00	0.12327
439.00	0.12492
440.00	0.12735
441.00	0.13011
442.00	0.13187
443.00	0.13480
444.00	0.13715
445.00	0.13976
446.00	0.14270
447.00	0.14509
448.00	0.14817
449.00	0.15089
450.00	0.15398
451.00	0.15720
452.00	0.16015
453.00	0.16335
454.00	0.16670
455.00	0.16954
456.00	0.17370
457.00	0.17738
458.00	0.18081
459.00	0.18486
460.00	0.18794
461.00	0.19151
462.00	0.19471
463.00	0.19891
464.00	0.20371
465.00	0.20739
466.00	0.21109
467.00	0.21465
468.00	0.21871
469.00	0.22203
470.00	0.22578
471.00	0.23045
472.00	0.23505
473.00	0.23978
474.00	0.24386
475.00	0.24874
476.00	0.25383
477.00	0.25810
478.00	0.26283
479.00	0.26729
480.00	0.27249
481.00	0.27746
482.00	0.28270
483.00	0.28909
484.00	0.29441
485.00	0.30331
486.00	0.30603
487.00	0.30969
488.00	0.31678
489.00	0.32358
490.00	0.33084
491.00	0.33605
492.00	0.34288
493.00	0.35054
494.00	0.35697
495.00	0.36463
496.00	0.37336
497.00	0.38007
498.00	0.38971
499.00	0.39738
500.00	0.40493
501.00	0.41434
502.00	0.42258
503.00	0.43192
504.00	0.44153
505.00	0.45225
506.00	0.45979
507.00	0.46877
508.00	0.47989
509.00	0.49114
510.00	0.50233
511.00	0.51309
512.00	0.52345
513.00	0.53401
514.00	0.54540
515.00	0.55617
516.00	0.56864
517.00	0.57879
518.00	0.59139
519.00	0.60308
520.00	0.61269
521.00	0.62608
522.00	0.63740
523.00	0.64887
524.00	0.66041
525.00	0.67283
526.00	0.68725
527.00	0.69647
528.00	0.70850
529.00	0.72064
530.00	0.73275
531.00	0.74498
532.00	0.75656
533.00	0.77012
534.00	0.78173
535.00	0.79318
536.00	0.80380
537.00	0.81475
538.00	0.82671
539.00	0.83724
540.00	0.84812
541.00	0.86017
542.00	0.87122
543.00	0.88068
544.00	0.89095
545.00	0.89896
546.00	0.91031
547.00	0.91845
548.00	0.92874
549.00	0.93473
550.00	0.94201
551.00	0.95112
552.00	0.95850
553.00	0.96455
554.00	0.97015
555.00	0.97606
556.00	0.98115
557.00	0.98350
558.00	0.98974
559.00	0.99290
560.00	0.99489
561.00	0.99571
562.00	0.99866
563.00	1.0000
564.00	0.99932
565.00	0.99674
566.00	0.99766
567.00	0.99562
568.00	0.99050
569.00	0.99139
570.00	0.98898
571.00	0.98592
572.00	0.98067
573.00	0.97575
574.00	0.97150
575.00	0.96676
576.00	0.95943
577.00	0.95152
578.00	0.94668
579.00	0.93963
580.00	0.93230
581.00	0.92470
582.00	0.91651
583.00	0.90873
584.00	0.89975
585.00	0.88988
586.00	0.88149
587.00	0.87147
588.00	0.86338
589.00	0.85506
590.00	0.84324
591.00	0.83491
592.00	0.82581
593.00	0.81615
594.00	0.80707
595.00	0.79730
596.00	0.78844
597.00	0.78017
598.00	0.76963
599.00	0.76001
600.00	0.75015
601.00	0.73991
602.00	0.72919
603.00	0.71821
604.00	0.70980
605.00	0.69963
606.00	0.68990
607.00	0.67987
608.00	0.66903
609.00	0.65920
610.00	0.64841
611.00	0.63757
612.00	0.62724
613.00	0.61742
614.00	0.60736
615.00	0.59691
616.00	0.58691
617.00	0.57571
618.00	0.56485
619.00	0.55556
620.00	0.54511
621.00	0.53562
622.00	0.52446
623.00	0.51423
624.00	0.50402
625.00	0.49373
626.00	0.48328
627.00	0.47348
628.00	0.46401
629.00	0.45376
630.00	0.44375
631.00	0.43396
632.00	0.42406
633.00	0.41457
634.00	0.40480
635.00	0.39536
636.00	0.38612
637.00	0.37725
638.00	0.36822
639.00	0.35918
640.00	0.35112
641.00	0.34298
642.00	0.33271
643.00	0.32502
644.00	0.31754
645.00	0.30905
646.00	0.30034
647.00	0.29265
648.00	0.28452
649.00	0.27650
650.00	0.26839
651.00	0.26111
652.00	0.25327
653.00	0.24600
654.00	0.23882
655.00	0.23434
656.00	0.22571
657.00	0.22102
658.00	0.21367
659.00	0.20552
660.00	0.19919
661.00	0.19265
662.00	0.18735
663.00	0.18116
664.00	0.17531
665.00	0.16925
666.00	0.16329
667.00	0.15861
668.00	0.15269
669.00	0.14778
670.00	0.14262
671.00	0.13810
672.00	0.13304
673.00	0.12827
674.00	0.12393
675.00	0.11946
676.00	0.11512
677.00	0.11113
678.00	0.10669
679.00	0.10244
680.00	0.098556
681.00	0.094707
682.00	0.090991
683.00	0.087523
684.00	0.084242
685.00	0.080891
686.00	0.077683
687.00	0.074475
688.00	0.071296
689.00	0.068369
690.00	0.065854
691.00	0.063232
692.00	0.060373
693.00	0.058277
694.00	0.055490
695.00	0.053502
696.00	0.051400
697.00	0.049294
698.00	0.046871
699.00	0.044704
700.00	0.042782
701.00	0.040821
702.00	0.039148
703.00	0.037552
704.00	0.036098
705.00	0.034522
706.00	0.033379
707.00	0.031988
708.00	0.030709
709.00	0.029574
710.00	0.027815
711.00	0.026726
712.00	0.025509
713.00	0.024602
714.00	0.022782
715.00	0.021805
716.00	0.020834
717.00	0.019753
718.00	0.019186
719.00	0.018439
720.00	0.017723
721.00	0.017257
722.00	0.016108
723.00	0.015843
724.00	0.014689
725.00	0.014410
726.00	0.013164
727.00	0.013010
728.00	0.012815
729.00	0.012121
730.00	0.011553
731.00	0.011082
732.00	0.010025
733.00	0.0098979
734.00	0.0095684
735.00	0.0095443
736.00	0.0092181
737.00	0.0083217
738.00	0.0076637
739.00	0.0074490
740.00	0.0069274
741.00	0.0072758
742.00	0.0072092
743.00	0.0069573
744.00	0.0061738
745.00	0.0059162
746.00	0.0055693
747.00	0.0056325
748.00	0.0060310
749.00	0.0054998
750.00	0.0048089
751.00	0.0045272
752.00	0.0050439
753.00	0.0056093
754.00	0.0049489
755.00	0.0036525
756.00	0.0041021
757.00	0.0044519
758.00	0.0046478
759.00	0.0040331
760.00	0.0033992
761.00	0.0031078
762.00	0.0039019
763.00	0.0040790
764.00	0.0036646
765.00	0.0030504
766.00	0.0025834
767.00	0.0031290
768.00	0.0031676
769.00	0.0021520
770.00	0.0021086
