Wavelength (nm)	N10 abs N
522.75	0.55640
523.00	0.54203
523.25	0.52633
523.50	0.51686
523.75	0.50055
524.00	0.48729
524.25	0.47515
524.50	0.45990
524.75	0.44888
525.00	0.43282
525.25	0.42257
525.50	0.40802
525.75	0.39630
526.00	0.38464
526.25	0.37174
526.50	0.36251
526.75	0.34665
527.00	0.33751
527.25	0.32574
527.50	0.31464
527.75	0.30302
528.00	0.29519
528.25	0.28449
528.50	0.27276
528.75	0.26525
529.00	0.25514
529.25	0.24595
529.50	0.23510
529.75	0.22709
530.00	0.21979
530.25	0.20900
530.50	0.20389
530.75	0.19463
531.00	0.18622
531.25	0.17952
531.50	0.17357
531.75	0.16625
532.00	0.16051
532.25	0.15507
532.50	0.14755
532.75	0.14153
533.00	0.13595
533.25	0.13120
533.50	0.12412
533.75	0.11794
534.00	0.11711
534.25	0.11045
534.50	0.10847
534.75	0.10418
535.00	0.10059
535.25	0.095972
535.50	0.091682
535.75	0.090298
536.00	0.084625
536.25	0.081009
536.50	0.077583
536.75	0.073011
537.00	0.070702
537.25	0.068133
537.50	0.064371
537.75	0.059745
538.00	0.059822
538.25	0.056672
538.50	0.054577
538.75	0.051793
539.00	0.048781
539.25	0.049163
539.50	0.043880
539.75	0.042114
540.00	0.040332
540.25	0.037756
540.50	0.037993
540.75	0.035661
541.00	0.032136
541.25	0.031555
541.50	0.030003
541.75	0.028764
542.00	0.027044
542.25	0.028267
542.50	0.024788
542.75	0.024727
543.00	0.023144
543.25	0.022242
543.50	0.019971
543.75	0.021852
544.00	0.017677
544.25	0.018205
544.50	0.017624
544.75	0.016079
545.00	0.014810
545.25	0.015758
545.50	0.012509
545.75	0.012723
546.00	0.011798
546.25	0.013663
546.50	0.012188
546.75	0.012386
547.00	0.0092133
547.25	0.0088693
547.50	0.011492
547.75	0.0096492
548.00	0.0095956
548.25	0.0084870
548.50	0.0073401
548.75	0.0090298
549.00	0.0077683
549.25	0.0047711
549.50	0.0084105
549.75	0.0049775
550.00	0.0054668
550.25	0.0068202
550.50	0.0041288
550.75	0.0062238
551.00	0.0058644
551.25	0.0057574
551.50	0.0054592
551.75	0.0032342
552.00	0.0060709
552.25	0.0041212
552.50	0.0050540
552.75	0.0025843
553.00	0.0054592
553.25	0.0030966
553.50	0.0026302
553.75	0.0037389
554.00	0.0028902
554.25	0.0036471
554.50	0.0036242
554.75	0.0018427
555.00	0.0011240
555.25	0.0033413
555.50	0.0036548
555.75	0.0020032
556.00	0.0039376
556.25	0.0020109
556.50	0.0020873
556.75	0.0019421
557.00	0.0017280
557.25	0.00045876
557.50	0.0013916
557.75	0.0010398
558.00	0.0036242
558.25	0.0019956
558.50	0.00087928
558.75	0.0024696
559.00	0.0036853
559.25	0.00014527
559.50	0.0037236
559.75	0.00088693
560.00	0.0019268
560.25	0.0030584
560.50	0.00099397
560.75	0.0024161
561.00	0.0021026
561.25	0.0024926
561.50	0.0018885
561.75	0.0029743
562.00	0.00014527
562.25	0.0040523
562.50	0.0015139
562.75	0.00061167
563.00	0.0021332
563.25	0.00097868
563.50	0.0017739
563.75	0.00073401
564.00	0.0010475
564.25	0.0028519
564.50	0.0015445
564.75	0.0035171
565.00	0.00094809
565.25	0.00041288
565.50	0.0010628
565.75	0.0038612
566.00	0.0017433
566.25	0.0022403
566.50	0.0018274
566.75	0.0021332
567.00	0.0040218
567.25	0.0010246
567.50	0.0011622
567.75	0.0035859
568.00	-0.00055815
568.25	0.0020262
568.50	0.00075695
568.75	0.0029284
569.00	0.0017968
569.25	0.0012692
569.50	0.0022785
569.75	0.0012157
570.00	0.00013763
570.25	0.00042053
570.50	-0.00012233
570.75	0.0016897
571.00	0.0030660
571.25	0.0020797
571.50	0.00097103
571.75	0.0011010
572.00	0.0021944
572.25	0.0018427
572.50	0.00089457
572.75	0.0032113
573.00	0.0017127
573.25	0.0013227
573.50	0.00039759
573.75	0.0017815
574.00	0.0012157
574.25	0.0011928
574.50	0.0019191
574.75	0.0027908
575.00	0.0021944
575.25	0.0024238
575.50	0.0026226
575.75	0.0014986
576.00	0.0031654
576.25	0.0014221
576.50	0.0015368
576.75	-0.00018350
577.00	0.0015598
577.25	0.0017280
577.50	0.0024390
577.75	0.0040447
578.00	0.0026761
578.25	0.0017815
578.50	0.0018733
578.75	0.0017815
579.00	0.0033260
579.25	0.0015827
579.50	0.0036471
579.75	0.0032572
580.00	0.00042817
580.25	0.0016209
580.50	0.0017968
580.75	0.0019879
581.00	-0.00025232
581.25	0.0031195
581.50	0.00048934
581.75	0.0018503
582.00	0.0034254
582.25	0.0024926
582.50	0.0016897
582.75	0.0023167
583.00	0.0031501
583.25	0.0011928
583.50	0.0017509
583.75	0.0028978
584.00	0.0025843
584.25	0.0042053
584.50	0.0017586
584.75	0.0013457
585.00	0.0025843
585.25	0.0017662
585.50	0.0037006
585.75	0.00077224
586.00	0.0057115
586.25	0.0029666
586.50	0.0022403
586.75	0.0018350
587.00	0.0031960
587.25	0.0027449
587.50	0.0034024
587.75	0.0029131
588.00	0.0018885
588.25	0.0022479
588.50	0.00041288
588.75	0.0035248
