Wavelength (nm)	D06 abs N
275.75	0.029911
276.00	0.030321
276.25	0.030176
276.50	0.030826
276.75	0.032655
277.00	0.030072
277.25	0.031845
277.50	0.032776
277.75	0.032888
278.00	0.032326
278.25	0.034308
278.50	0.034749
278.75	0.035287
279.00	0.035327
279.25	0.037911
279.50	0.035102
279.75	0.036523
280.00	0.038384
280.25	0.038761
280.50	0.039243
280.75	0.039058
281.00	0.039684
281.25	0.040518
281.50	0.043006
281.75	0.041826
282.00	0.041890
282.25	0.043206
282.50	0.044819
282.75	0.043286
283.00	0.045084
283.25	0.047707
283.50	0.046929
283.75	0.047555
284.00	0.047122
284.25	0.047314
284.50	0.049472
284.75	0.051222
285.00	0.052128
285.25	0.052850
285.50	0.052682
285.75	0.054230
286.00	0.055330
286.25	0.056998
286.50	0.058025
286.75	0.058386
287.00	0.059654
287.25	0.062759
287.50	0.062422
287.75	0.063521
288.00	0.064540
288.25	0.065423
288.50	0.067044
288.75	0.067654
289.00	0.069683
289.25	0.071112
289.50	0.072203
289.75	0.072781
290.00	0.074209
290.25	0.074393
290.50	0.078461
290.75	0.080651
291.00	0.081887
291.25	0.084735
291.50	0.083684
291.75	0.087054
292.00	0.085385
292.25	0.089341
292.50	0.091066
292.75	0.093024
293.00	0.093962
293.25	0.093184
293.50	0.095872
293.75	0.096546
294.00	0.097533
294.25	0.10024
294.50	0.10004
294.75	0.10201
295.00	0.10273
295.25	0.10244
295.50	0.10409
295.75	0.10680
296.00	0.10958
296.25	0.10996
296.50	0.11137
296.75	0.11274
297.00	0.11443
297.25	0.11788
297.50	0.11710
297.75	0.12017
298.00	0.12355
298.25	0.12519
298.50	0.12758
298.75	0.13113
299.00	0.13138
299.25	0.13468
299.50	0.13523
299.75	0.13795
300.00	0.14385
300.25	0.14635
300.50	0.14790
300.75	0.15131
301.00	0.15341
301.25	0.15724
301.50	0.15937
301.75	0.16203
302.00	0.16638
302.25	0.16668
302.50	0.16929
302.75	0.17288
303.00	0.17439
303.25	0.17895
303.50	0.18106
303.75	0.18321
304.00	0.18626
304.25	0.18903
304.50	0.19199
304.75	0.19183
305.00	0.19572
305.25	0.19901
305.50	0.19929
305.75	0.20071
306.00	0.20424
306.25	0.20516
306.50	0.20684
306.75	0.21247
307.00	0.21135
307.25	0.21413
307.50	0.21727
307.75	0.21760
308.00	0.22166
308.25	0.22462
308.50	0.22702
308.75	0.22962
309.00	0.23224
309.25	0.23496
309.50	0.23698
309.75	0.23552
310.00	0.23503
310.25	0.23641
310.50	0.24170
310.75	0.24486
311.00	0.24832
311.25	0.25381
311.50	0.25593
311.75	0.26085
312.00	0.26354
312.25	0.27057
312.50	0.27473
312.75	0.27625
313.00	0.28429
313.25	0.28996
313.50	0.29172
313.75	0.29554
314.00	0.30131
314.25	0.30329
314.50	0.29998
314.75	0.31134
315.00	0.32397
315.25	0.32611
315.50	0.32463
315.75	0.34120
316.00	0.34005
316.25	0.34882
316.50	0.36046
316.75	0.36779
317.00	0.37131
317.25	0.36715
317.50	0.37663
317.75	0.37714
318.00	0.37873
318.25	0.39109
318.50	0.39409
318.75	0.39560
319.00	0.39758
319.25	0.40056
319.50	0.40046
319.75	0.40518
320.00	0.41162
320.25	0.41569
320.50	0.41581
320.75	0.41723
321.00	0.41923
321.25	0.42913
321.50	0.42839
321.75	0.43184
322.00	0.43746
322.25	0.43608
322.50	0.44530
322.75	0.44543
323.00	0.44138
323.25	0.44345
323.50	0.45393
323.75	0.44914
324.00	0.45200
324.25	0.46131
324.50	0.46237
324.75	0.46294
325.00	0.46647
325.25	0.47124
325.50	0.47614
325.75	0.47581
326.00	0.48681
326.25	0.48893
326.50	0.49046
326.75	0.49472
327.00	0.49726
327.25	0.50521
327.50	0.51510
327.75	0.52004
328.00	0.52447
328.25	0.53226
328.50	0.53853
328.75	0.54494
329.00	0.55106
329.25	0.55451
329.50	0.56087
329.75	0.57501
330.00	0.58476
330.25	0.58538
330.50	0.59523
330.75	0.60227
331.00	0.60855
331.25	0.62348
331.50	0.62809
331.75	0.63821
332.00	0.64743
332.25	0.66010
332.50	0.67214
332.75	0.68246
333.00	0.67914
333.25	0.69471
333.50	0.70066
333.75	0.70515
334.00	0.71500
334.25	0.72691
334.50	0.72602
334.75	0.72642
335.00	0.73199
335.25	0.74428
335.50	0.73055
335.75	0.74814
336.00	0.74441
336.25	0.75421
336.50	0.75130
336.75	0.75517
337.00	0.75835
337.25	0.75072
337.50	0.75516
337.75	0.75508
338.00	0.75007
338.25	0.75070
338.50	0.74730
338.75	0.74726
339.00	0.75001
339.25	0.74453
339.50	0.74366
339.75	0.74839
340.00	0.73945
340.25	0.73504
340.50	0.73088
340.75	0.72720
341.00	0.72728
341.25	0.72914
341.50	0.72810
341.75	0.72634
342.00	0.72682
342.25	0.72185
342.50	0.72261
342.75	0.72617
343.00	0.71964
343.25	0.72825
343.50	0.72763
343.75	0.73681
344.00	0.73547
344.25	0.74104
344.50	0.74075
344.75	0.74426
345.00	0.75138
345.25	0.75659
345.50	0.76527
345.75	0.77140
346.00	0.77275
346.25	0.78168
346.50	0.78849
346.75	0.79971
347.00	0.80544
347.25	0.81562
347.50	0.82266
347.75	0.83497
348.00	0.84079
348.25	0.84997
348.50	0.85607
348.75	0.87532
349.00	0.88843
349.25	0.88722
349.50	0.90376
349.75	0.90747
350.00	0.92345
350.25	0.93356
350.50	0.94387
350.75	0.94846
351.00	0.95891
351.25	0.97424
351.50	0.97993
351.75	0.98143
352.00	0.99014
352.25	0.99759
352.50	0.99903
352.75	0.99897
353.00	0.99386
353.25	1.00000
353.50	0.99841
353.75	0.98763
354.00	0.98950
354.25	0.98264
354.50	0.97903
354.75	0.97131
355.00	0.96065
355.25	0.95271
355.50	0.93533
355.75	0.91757
356.00	0.90484
356.25	0.89116
356.50	0.87849
356.75	0.86205
357.00	0.84431
357.25	0.82514
357.50	0.81550
357.75	0.80046
358.00	0.78939
358.25	0.77315
358.50	0.75696
358.75	0.74526
359.00	0.72876
359.25	0.71904
359.50	0.70139
359.75	0.69355
360.00	0.68450
360.25	0.67717
360.50	0.66203
360.75	0.65269
361.00	0.64456
361.25	0.63935
361.50	0.62933
361.75	0.61996
362.00	0.61610
362.25	0.60895
362.50	0.61005
362.75	0.60571
363.00	0.59985
363.25	0.59518
363.50	0.59588
363.75	0.59759
364.00	0.59232
364.25	0.59547
364.50	0.59673
364.75	0.59614
365.00	0.60405
365.25	0.60564
365.50	0.60571
365.75	0.60968
366.00	0.61149
366.25	0.62152
366.50	0.62369
366.75	0.62520
367.00	0.63221
367.25	0.63732
367.50	0.64207
367.75	0.64790
368.00	0.65149
368.25	0.66680
368.50	0.66351
368.75	0.67285
369.00	0.67695
369.25	0.68112
369.50	0.69308
369.75	0.69669
370.00	0.70097
370.25	0.70565
370.50	0.71090
370.75	0.71502
371.00	0.72455
371.25	0.72229
371.50	0.73004
371.75	0.73057
372.00	0.73235
372.25	0.73596
372.50	0.73686
372.75	0.73129
373.00	0.72852
373.25	0.73106
373.50	0.72379
373.75	0.71583
374.00	0.71045
374.25	0.70386
374.50	0.69341
374.75	0.69343
375.00	0.68543
375.25	0.67989
375.50	0.66139
375.75	0.64859
376.00	0.62633
376.25	0.61106
376.50	0.58702
376.75	0.56641
377.00	0.54896
377.25	0.52828
377.50	0.50482
377.75	0.48493
378.00	0.46245
378.25	0.43620
378.50	0.41382
378.75	0.39288
379.00	0.37076
379.25	0.34904
379.50	0.32679
379.75	0.31047
380.00	0.29000
380.25	0.27116
380.50	0.25234
380.75	0.23720
381.00	0.22461
381.25	0.20714
381.50	0.19446
381.75	0.17835
382.00	0.17140
382.25	0.15703
382.50	0.14793
382.75	0.13887
383.00	0.12921
383.25	0.12184
383.50	0.11502
383.75	0.10589
384.00	0.10455
384.25	0.097814
384.50	0.092342
384.75	0.087030
385.00	0.079753
385.25	0.079344
385.50	0.073583
385.75	0.071441
386.00	0.068319
386.25	0.067244
386.50	0.061516
386.75	0.060400
387.00	0.057271
387.25	0.053629
387.50	0.053837
387.75	0.050203
388.00	0.052313
388.25	0.047563
388.50	0.049152
388.75	0.045132
389.00	0.042612
389.25	0.042203
389.50	0.038392
389.75	0.038360
390.00	0.037558
390.25	0.035231
390.50	0.034637
390.75	0.034958
391.00	0.032022
391.25	0.032294
391.50	0.031179
391.75	0.029061
392.00	0.030200
392.25	0.029590
392.50	0.027376
392.75	0.024159
393.00	0.026525
393.25	0.025851
393.50	0.024479
393.75	0.023878
394.00	0.021254
394.25	0.021021
394.50	0.019730
394.75	0.020845
395.00	0.017443
395.25	0.018109
395.50	0.016625
395.75	0.017018
396.00	0.015935
396.25	0.015365
396.50	0.014450
396.75	0.016199
397.00	0.015461
397.25	0.013014
397.50	0.014258
397.75	0.011441
398.00	0.012180
398.25	0.010695
398.50	0.012765
398.75	0.010864
399.00	0.0090264
399.25	0.010751
399.50	0.0080716
399.75	0.0075661
400.00	0.0077185
400.25	0.0079512
400.50	0.0088900
400.75	0.0062663
401.00	0.0084086
401.25	0.0078389
401.50	0.0067156
401.75	0.0055843
402.00	0.0057929
402.25	0.0066675
402.50	0.0052714
402.75	0.0045092
403.00	0.0064508
403.25	0.0064589
403.50	0.0044370
403.75	0.0044289
404.00	0.0051270
404.25	0.0050146
404.50	0.0050628
404.75	0.0049986
405.00	0.0054640
405.25	0.0062583
405.50	0.0062422
405.75	0.0040117
406.00	0.0040839
406.25	0.0024712
406.50	0.0062984
406.75	0.0041963
407.00	0.0025033
407.25	0.0037630
407.50	0.0012356
407.75	0.0041321
408.00	0.0040599
408.25	0.0034581
408.50	0.0050548
408.75	-5.6164e-05
409.00	0.0046456
409.25	0.0048381
409.50	0.0049906
409.75	0.0040679
410.00	0.0041321
410.25	0.0026156
410.50	0.0051109
410.75	0.0031933
411.00	0.0034260
411.25	0.0029205
411.50	0.0038833
411.75	0.0030970
412.00	0.0038994
412.25	0.0025916
412.50	0.0045573
412.75	0.0022867
413.00	0.0034822
413.25	0.0011393
413.50	0.0033057
413.75	0.0041240
414.00	0.0043968
414.25	0.0038833
414.50	0.0033779
414.75	0.0035303
415.00	0.0027440
415.25	0.0030810
415.50	0.0028162
415.75	0.0030008
416.00	0.0026317
416.25	0.0028002
416.50	0.0037469
416.75	0.0023669
417.00	0.00089862
417.25	0.0031291
417.50	0.0020059
417.75	0.0033698
418.00	0.0033297
418.25	0.0030248
418.50	0.0023910
418.75	0.0013399
419.00	0.0016047
419.25	0.0013479
419.50	0.0038593
419.75	0.0028724
420.00	0.0023990
420.25	0.0041160
420.50	0.0024471
420.75	0.0023589
421.00	0.0018935
421.25	0.0035303
421.50	0.0024311
421.75	0.0015164
422.00	0.0022867
422.25	0.0026317
422.50	0.0032415
422.75	0.0028403
423.00	0.00089862
423.25	0.0028483
423.50	0.0023749
423.75	0.0032736
424.00	0.0035464
424.25	0.0014041
424.50	0.0017331
424.75	0.0019016
425.00	0.0039876
425.25	0.0052634
425.50	0.0030970
425.75	0.0026477
426.00	0.0032575
426.25	0.0037790
426.50	0.0032254
426.75	0.0028483
427.00	0.0034180
427.25	0.0032976
427.50	0.0033297
427.75	0.0026397
428.00	0.0040518
428.25	0.0022305
428.50	0.0013720
428.75	0.0023669
429.00	0.0031211
429.25	0.0019657
429.50	0.0020861
429.75	0.0036667
430.00	0.0024873
430.25	0.0012356
430.50	0.0023348
430.75	0.0025996
431.00	0.0018775
431.25	0.0036346
431.50	0.0027280
431.75	0.0019417
432.00	0.0021021
432.25	0.0018775
432.50	0.0012356
432.75	0.0031131
433.00	0.0024311
433.25	0.0035624
433.50	0.0049264
433.75	0.0028563
434.00	0.0039395
434.25	0.0028323
434.50	0.0050066
434.75	0.0022546
435.00	0.0016608
435.25	0.0032976
435.50	0.0021743
435.75	0.0034982
436.00	0.0027039
436.25	0.0021904
436.50	0.0038352
436.75	0.0027199
437.00	0.0025755
437.25	0.0029125
437.50	0.00059373
437.75	0.00089060
438.00	0.0028323
438.25	0.0045252
438.50	0.0017972
438.75	0.0020059
439.00	0.0035143
439.25	0.0032655
439.50	0.0033377
439.75	0.0020861
440.00	0.0019256
440.25	0.0027761
440.50	0.0033538
440.75	0.0027761
441.00	0.00090665
441.25	0.0028884
441.50	0.0039716
441.75	0.0023589
442.00	0.0027440
442.25	0.0028323
442.50	0.0032495
442.75	0.0028644
443.00	0.0019336
443.25	0.0018454
443.50	0.0025354
443.75	0.0020139
444.00	0.0025354
444.25	0.0017571
444.50	0.0028323
444.75	0.0032655
445.00	0.0017010
445.25	0.0017892
445.50	0.0031051
445.75	0.0018775
446.00	0.0037389
446.25	0.0031452
446.50	0.0035704
446.75	0.0022225
447.00	0.0016689
447.25	0.0040117
447.50	0.0027199
447.75	0.0037951
448.00	0.0021262
448.25	0.0030649
448.50	0.0024471
448.75	0.0022064
449.00	0.0037630
449.25	0.0017972
449.50	0.0019096
449.75	0.0020861
450.00	0.0022546
