Wavelength (nm)	A26 abs N
210.00	0.44694
211.00	0.44754
212.00	0.45194
213.00	0.46246
214.00	0.47515
215.00	0.49375
216.00	0.51749
217.00	0.54684
218.00	0.58080
219.00	0.61810
220.00	0.65586
221.00	0.69524
222.00	0.73685
223.00	0.77162
224.00	0.79868
225.00	0.82646
226.00	0.86659
227.00	0.89632
228.00	0.87921
229.00	0.84039
230.00	0.84187
231.00	0.87005
232.00	0.85749
233.00	0.80243
234.00	0.79924
235.00	0.90757
236.00	1.0000
237.00	0.87049
238.00	0.57641
239.00	0.32468
240.00	0.17056
241.00	0.091557
242.00	0.053389
243.00	0.033903
244.00	0.023888
245.00	0.018917
246.00	0.016431
247.00	0.015399
248.00	0.015208
249.00	0.015386
250.00	0.015957
251.00	0.016746
252.00	0.017861
253.00	0.019232
254.00	0.020775
255.00	0.022309
256.00	0.023799
257.00	0.025110
258.00	0.026810
259.00	0.029344
260.00	0.031975
261.00	0.034593
262.00	0.036397
263.00	0.037312
264.00	0.038590
265.00	0.041159
266.00	0.044438
267.00	0.047736
268.00	0.049326
269.00	0.048011
270.00	0.046704
271.00	0.047310
272.00	0.049680
273.00	0.051798
274.00	0.051132
275.00	0.047269
276.00	0.040663
277.00	0.035376
278.00	0.034044
279.00	0.035752
280.00	0.036987
281.00	0.032326
282.00	0.023413
283.00	0.014987
284.00	0.0092398
285.00	0.0059376
286.00	0.0039284
287.00	0.0029078
288.00	0.0023566
289.00	0.0017757
290.00	0.0016527
291.00	0.0015672
292.00	0.0012171
293.00	0.0012637
294.00	0.0012274
295.00	0.0012166
296.00	0.0011382
297.00	0.0010720
298.00	0.0011178
299.00	0.0011047
300.00	0.0011121
