Wavelength (nm)	G19 abs N
220.00	0.23453
220.25	0.23598
220.50	0.23425
220.75	0.23325
221.00	0.23522
221.25	0.23399
221.50	0.23399
221.75	0.23587
222.00	0.23763
222.25	0.23702
222.50	0.23605
222.75	0.23812
223.00	0.23840
223.25	0.24167
223.50	0.24379
223.75	0.24430
224.00	0.24602
224.25	0.24780
224.50	0.24802
224.75	0.25267
225.00	0.25405
225.25	0.25395
225.50	0.25695
225.75	0.26070
226.00	0.26189
226.25	0.26253
226.50	0.26449
226.75	0.26618
227.00	0.27116
227.25	0.27140
227.50	0.27366
227.75	0.27649
228.00	0.27773
228.25	0.28144
228.50	0.28523
228.75	0.28822
229.00	0.29241
229.25	0.29424
229.50	0.29856
229.75	0.30178
230.00	0.30585
230.25	0.30979
230.50	0.31566
230.75	0.31756
231.00	0.32410
231.25	0.32756
231.50	0.33203
231.75	0.33591
232.00	0.33986
232.25	0.34532
232.50	0.35013
232.75	0.35269
233.00	0.35731
233.25	0.36081
233.50	0.36522
233.75	0.36753
234.00	0.37242
234.25	0.37791
234.50	0.38026
234.75	0.38547
235.00	0.39177
235.25	0.39795
235.50	0.40407
235.75	0.41155
236.00	0.41856
236.25	0.42368
236.50	0.43011
236.75	0.43648
237.00	0.44500
237.25	0.45309
237.50	0.46101
237.75	0.46943
238.00	0.47748
238.25	0.48445
238.50	0.49366
238.75	0.50417
239.00	0.51194
239.25	0.52275
239.50	0.53250
239.75	0.54144
240.00	0.55297
240.25	0.56249
240.50	0.57287
240.75	0.58400
241.00	0.58995
241.25	0.60314
241.50	0.61350
241.75	0.62312
242.00	0.63109
242.25	0.64148
242.50	0.65111
242.75	0.65965
243.00	0.66952
243.25	0.67974
243.50	0.68412
243.75	0.69699
244.00	0.70728
244.25	0.71468
244.50	0.72620
244.75	0.73654
245.00	0.74308
245.25	0.75165
245.50	0.75953
245.75	0.77041
246.00	0.78029
246.25	0.79166
246.50	0.80076
246.75	0.81289
247.00	0.82142
247.25	0.83492
247.50	0.84772
247.75	0.86085
248.00	0.87053
248.25	0.88250
248.50	0.89811
248.75	0.91131
249.00	0.92273
249.25	0.93504
249.50	0.94883
249.75	0.95736
250.00	0.97240
250.25	0.97812
250.50	0.98781
250.75	0.99655
251.00	0.99942
251.25	1.00000
251.50	0.99580
251.75	0.99239
252.00	0.98914
252.25	0.98197
252.50	0.97181
252.75	0.95867
253.00	0.94138
253.25	0.92537
253.50	0.90217
253.75	0.88520
254.00	0.85720
254.25	0.83277
254.50	0.81156
254.75	0.80044
255.00	0.78601
255.25	0.75793
255.50	0.73199
255.75	0.70180
256.00	0.67567
256.25	0.65100
256.50	0.62220
256.75	0.59901
257.00	0.57631
257.25	0.55227
257.50	0.53157
257.75	0.51423
258.00	0.49682
258.25	0.48262
258.50	0.46907
258.75	0.45740
259.00	0.44679
259.25	0.43789
259.50	0.43053
259.75	0.42448
260.00	0.42014
260.25	0.41382
260.50	0.40876
260.75	0.40533
261.00	0.40408
261.25	0.39952
261.50	0.39668
261.75	0.39537
