Wavelength (nm)	L11 abs N
324.00	0.16560
325.00	0.16032
326.00	0.15558
327.00	0.15168
328.00	0.14797
329.00	0.14514
330.00	0.14277
331.00	0.14087
332.00	0.13954
333.00	0.13881
334.00	0.13824
335.00	0.13793
336.00	0.13821
337.00	0.13887
338.00	0.13958
339.00	0.14067
340.00	0.14207
341.00	0.14355
342.00	0.14543
343.00	0.14714
344.00	0.14920
345.00	0.15137
346.00	0.15373
347.00	0.15608
348.00	0.15854
349.00	0.16133
350.00	0.16414
351.00	0.16706
352.00	0.16964
353.00	0.17260
354.00	0.17559
355.00	0.17847
356.00	0.18126
357.00	0.18454
358.00	0.18750
359.00	0.19016
360.00	0.19307
361.00	0.19632
362.00	0.19909
363.00	0.20213
364.00	0.20520
365.00	0.20808
366.00	0.21037
367.00	0.21298
368.00	0.21621
369.00	0.21761
370.00	0.22045
371.00	0.22271
372.00	0.22443
373.00	0.22581
374.00	0.22734
375.00	0.22866
376.00	0.22966
377.00	0.23051
378.00	0.23107
379.00	0.23166
380.00	0.23134
381.00	0.23074
382.00	0.23075
383.00	0.23034
384.00	0.22914
385.00	0.22791
386.00	0.22651
387.00	0.22415
388.00	0.22222
389.00	0.22044
390.00	0.21742
391.00	0.21481
392.00	0.21169
393.00	0.20837
394.00	0.20514
395.00	0.20149
396.00	0.19739
397.00	0.19320
398.00	0.18890
399.00	0.18490
400.00	0.18050
401.00	0.17557
402.00	0.17077
403.00	0.16611
404.00	0.16113
405.00	0.15628
406.00	0.15178
407.00	0.14703
408.00	0.14167
409.00	0.13689
410.00	0.13221
411.00	0.12774
412.00	0.12241
413.00	0.11791
414.00	0.11364
415.00	0.10963
416.00	0.10560
417.00	0.10130
418.00	0.097429
419.00	0.093527
420.00	0.089884
421.00	0.086586
422.00	0.083478
423.00	0.080782
424.00	0.078068
425.00	0.075677
426.00	0.073218
427.00	0.070634
428.00	0.068911
429.00	0.067040
430.00	0.065650
431.00	0.064150
432.00	0.063016
433.00	0.062253
434.00	0.061043
435.00	0.060381
436.00	0.059877
437.00	0.059080
438.00	0.058850
439.00	0.058908
440.00	0.058948
441.00	0.059249
442.00	0.059417
443.00	0.060031
444.00	0.060488
445.00	0.061162
446.00	0.062010
447.00	0.062908
448.00	0.064129
449.00	0.065117
450.00	0.066619
451.00	0.067733
452.00	0.069632
453.00	0.070872
454.00	0.072219
455.00	0.073506
456.00	0.075794
457.00	0.077600
458.00	0.079619
459.00	0.081128
460.00	0.083244
461.00	0.086016
462.00	0.087574
463.00	0.089655
464.00	0.092225
465.00	0.094523
466.00	0.096750
467.00	0.099562
468.00	0.10192
469.00	0.10425
470.00	0.10744
471.00	0.11034
472.00	0.11280
473.00	0.11619
474.00	0.11868
475.00	0.12185
476.00	0.12462
477.00	0.12786
478.00	0.13132
479.00	0.13497
480.00	0.13781
481.00	0.14086
482.00	0.14391
483.00	0.14775
484.00	0.15125
485.00	0.15652
486.00	0.15888
487.00	0.16167
488.00	0.16579
489.00	0.17052
490.00	0.17416
491.00	0.17884
492.00	0.18344
493.00	0.18760
494.00	0.19077
495.00	0.19561
496.00	0.20017
497.00	0.20475
498.00	0.20980
499.00	0.21404
500.00	0.21910
501.00	0.22380
502.00	0.22878
503.00	0.23380
504.00	0.23829
505.00	0.24369
506.00	0.24901
507.00	0.25365
508.00	0.25994
509.00	0.26534
510.00	0.27116
511.00	0.27671
512.00	0.28315
513.00	0.28934
514.00	0.29431
515.00	0.30060
516.00	0.30750
517.00	0.31333
518.00	0.31972
519.00	0.32558
520.00	0.33239
521.00	0.33919
522.00	0.34543
523.00	0.35285
524.00	0.36026
525.00	0.36699
526.00	0.37466
527.00	0.38206
528.00	0.38941
529.00	0.39696
530.00	0.40526
531.00	0.41368
532.00	0.42045
533.00	0.42947
534.00	0.43832
535.00	0.44540
536.00	0.45330
537.00	0.46272
538.00	0.47238
539.00	0.48046
540.00	0.48951
541.00	0.49812
542.00	0.50795
543.00	0.51764
544.00	0.52523
545.00	0.53430
546.00	0.54441
547.00	0.55383
548.00	0.56329
549.00	0.57175
550.00	0.58375
551.00	0.59124
552.00	0.60136
553.00	0.61281
554.00	0.62097
555.00	0.63215
556.00	0.64195
557.00	0.65123
558.00	0.66182
559.00	0.67062
560.00	0.68212
561.00	0.69105
562.00	0.70142
563.00	0.71420
564.00	0.72324
565.00	0.73248
566.00	0.74339
567.00	0.75361
568.00	0.76561
569.00	0.77665
570.00	0.78632
571.00	0.79697
572.00	0.80767
573.00	0.81956
574.00	0.83066
575.00	0.84014
576.00	0.85059
577.00	0.86325
578.00	0.87297
579.00	0.88410
580.00	0.89415
581.00	0.90478
582.00	0.91430
583.00	0.92285
584.00	0.93339
585.00	0.94345
586.00	0.95162
587.00	0.95939
588.00	0.96798
589.00	0.97272
590.00	0.98046
591.00	0.98491
592.00	0.99235
593.00	0.99570
594.00	0.99817
595.00	0.99926
596.00	0.99971
597.00	1.0000
598.00	0.99971
599.00	0.99721
600.00	0.99402
601.00	0.98875
602.00	0.98122
603.00	0.97457
604.00	0.96547
605.00	0.95545
606.00	0.94445
607.00	0.93157
608.00	0.91865
609.00	0.90414
610.00	0.88517
611.00	0.87070
612.00	0.85348
613.00	0.83311
614.00	0.81333
615.00	0.79380
616.00	0.77376
617.00	0.75163
618.00	0.73024
619.00	0.70690
620.00	0.68281
621.00	0.66276
622.00	0.63667
623.00	0.61414
624.00	0.59209
625.00	0.56826
626.00	0.54514
627.00	0.52259
628.00	0.50111
629.00	0.47751
630.00	0.45659
631.00	0.43544
632.00	0.41346
633.00	0.39346
634.00	0.37384
635.00	0.35471
636.00	0.33640
637.00	0.31934
638.00	0.30169
639.00	0.28581
640.00	0.27066
641.00	0.25594
642.00	0.24216
643.00	0.22720
644.00	0.21420
645.00	0.20124
646.00	0.18947
647.00	0.17763
648.00	0.16514
649.00	0.15514
650.00	0.14606
651.00	0.13585
652.00	0.12786
653.00	0.11889
654.00	0.11229
655.00	0.10080
656.00	0.095141
657.00	0.094835
658.00	0.086952
659.00	0.079382
660.00	0.074455
661.00	0.069220
662.00	0.064552
663.00	0.059974
664.00	0.056155
665.00	0.051407
666.00	0.048137
667.00	0.045152
668.00	0.041946
669.00	0.038721
670.00	0.036181
671.00	0.033622
672.00	0.031006
673.00	0.028901
674.00	0.027180
675.00	0.024768
676.00	0.022967
677.00	0.021481
678.00	0.019907
679.00	0.018448
680.00	0.017430
681.00	0.016207
682.00	0.015050
683.00	0.013960
684.00	0.012773
685.00	0.012230
686.00	0.011102
687.00	0.010571
688.00	0.0097676
689.00	0.0091751
690.00	0.0083694
691.00	0.0081525
692.00	0.0074414
693.00	0.0068617
694.00	0.0060573
695.00	0.0059255
696.00	0.0054603
697.00	0.0053644
698.00	0.0049779
699.00	0.0047578
700.00	0.0042813
701.00	0.0040931
702.00	0.0038576
703.00	0.0038144
704.00	0.0032419
705.00	0.0032365
706.00	0.0030982
707.00	0.0029541
708.00	0.0028627
709.00	0.0026276
710.00	0.0022980
711.00	0.0025526
712.00	0.0024867
713.00	0.0020893
714.00	0.0017787
715.00	0.0018356
716.00	0.0018133
717.00	0.0018083
718.00	0.0014277
719.00	0.0014200
720.00	0.0013950
721.00	0.0013582
722.00	0.0012590
723.00	0.0014695
724.00	0.0012122
725.00	0.0010394
726.00	0.00066839
727.00	0.0010049
728.00	0.0011895
729.00	0.00098713
730.00	0.00096939
731.00	0.00076342
732.00	0.00087436
733.00	0.00071477
734.00	0.00042195
735.00	0.00093029
736.00	0.00069976
737.00	0.00092984
738.00	0.0011854
739.00	0.00083662
740.00	0.0012763
741.00	0.00084254
742.00	0.00060110
743.00	0.00039603
744.00	0.00065157
745.00	0.00064475
746.00	0.00090392
747.00	0.00074478
748.00	0.00096030
749.00	0.00071613
750.00	0.00048379
751.00	0.00071431
752.00	0.00088391
753.00	0.00048288
754.00	0.00044423
755.00	0.00051061
756.00	0.00028009
757.00	0.00063565
758.00	0.00075296
759.00	0.00048242
760.00	0.00078297
761.00	0.00060974
762.00	0.00059428
763.00	0.00066384
764.00	0.00098985
765.00	0.00070840
766.00	0.00047560
767.00	0.00073114
768.00	0.00037830
769.00	0.00031965
770.00	0.00018233
771.00	0.00059109
772.00	0.00064293
773.00	0.00051971
774.00	0.00038239
775.00	0.00054381
776.00	0.00073387
777.00	0.00022507
778.00	0.00060974
779.00	0.00065839
780.00	0.00064657
781.00	0.00066157
782.00	0.00067976
783.00	0.00045878
784.00	0.00054017
785.00	6.2292e-05
786.00	0.00011685
787.00	0.00079207
788.00	0.00029873
789.00	0.00019733
790.00	0.00043741
791.00	0.00093757
792.00	0.0010112
793.00	0.00078161
794.00	0.00070931
795.00	0.00049470
796.00	0.00080298
797.00	0.00029464
798.00	0.00025462
799.00	0.00052516
800.00	0.00043013
