Wavelength (nm)	T14 abs N
350.00	0.044709
351.00	0.044973
352.00	0.044710
353.00	0.044685
354.00	0.044728
355.00	0.044810
356.00	0.045061
357.00	0.045495
358.00	0.045859
359.00	0.046469
360.00	0.047138
361.00	0.047992
362.00	0.048861
363.00	0.049824
364.00	0.050490
365.00	0.051569
366.00	0.052350
367.00	0.053447
368.00	0.054886
369.00	0.056112
370.00	0.057311
371.00	0.058237
372.00	0.059052
373.00	0.059970
374.00	0.060848
375.00	0.061679
376.00	0.062740
377.00	0.063735
378.00	0.064959
379.00	0.066289
380.00	0.067937
381.00	0.069909
382.00	0.072170
383.00	0.075240
384.00	0.078944
385.00	0.083545
386.00	0.088887
387.00	0.095357
388.00	0.10267
389.00	0.11063
390.00	0.11924
391.00	0.12849
392.00	0.13812
393.00	0.14696
394.00	0.15528
395.00	0.16266
396.00	0.16926
397.00	0.17466
398.00	0.17857
399.00	0.18121
400.00	0.18290
401.00	0.18459
402.00	0.18700
403.00	0.19113
404.00	0.19827
405.00	0.20922
406.00	0.22470
407.00	0.24678
408.00	0.27750
409.00	0.31726
410.00	0.36320
411.00	0.41919
412.00	0.48568
413.00	0.55811
414.00	0.63532
415.00	0.71916
416.00	0.80454
417.00	0.88350
418.00	0.94355
419.00	0.98229
420.00	1.0000
421.00	0.98222
422.00	0.93395
423.00	0.86029
424.00	0.76644
425.00	0.66223
426.00	0.55979
427.00	0.45953
428.00	0.37576
429.00	0.30211
430.00	0.24068
431.00	0.19473
432.00	0.15701
433.00	0.12480
434.00	0.10042
435.00	0.082480
436.00	0.067786
437.00	0.056297
438.00	0.047183
439.00	0.040137
440.00	0.034534
441.00	0.029757
442.00	0.026140
443.00	0.023193
444.00	0.020782
445.00	0.018779
446.00	0.017063
447.00	0.015654
448.00	0.014415
449.00	0.013475
450.00	0.012670
451.00	0.011892
452.00	0.011248
453.00	0.010816
454.00	0.010265
455.00	0.0098561
456.00	0.0095188
457.00	0.0092012
458.00	0.0088513
459.00	0.0086106
460.00	0.0084801
461.00	0.0083023
462.00	0.0083044
463.00	0.0081647
464.00	0.0080419
465.00	0.0080440
466.00	0.0080821
467.00	0.0080659
468.00	0.0079925
469.00	0.0080991
470.00	0.0080391
471.00	0.0081576
472.00	0.0082395
473.00	0.0083425
474.00	0.0083855
475.00	0.0083997
476.00	0.0085556
477.00	0.0086502
478.00	0.0087475
479.00	0.0088174
480.00	0.0088752
481.00	0.0089627
482.00	0.0090545
483.00	0.0090615
484.00	0.0091462
485.00	0.0092146
486.00	0.0093466
487.00	0.0094376
488.00	0.0094546
489.00	0.0095632
490.00	0.0096500
491.00	0.0097961
492.00	0.010100
493.00	0.010223
494.00	0.010320
495.00	0.010623
496.00	0.010900
497.00	0.011227
498.00	0.011504
499.00	0.011801
500.00	0.012209
501.00	0.012578
502.00	0.012942
503.00	0.013332
504.00	0.013793
505.00	0.014075
506.00	0.014539
507.00	0.014816
508.00	0.015107
509.00	0.015451
510.00	0.015738
511.00	0.016103
512.00	0.016327
513.00	0.016501
514.00	0.016664
515.00	0.016876
516.00	0.016905
517.00	0.016902
518.00	0.016780
519.00	0.016790
520.00	0.016668
521.00	0.016396
522.00	0.016230
523.00	0.016180
524.00	0.016181
525.00	0.016200
526.00	0.016238
527.00	0.016364
528.00	0.016553
529.00	0.016657
530.00	0.016832
531.00	0.016967
532.00	0.017077
533.00	0.017243
534.00	0.017287
535.00	0.017228
536.00	0.017221
537.00	0.017228
538.00	0.017166
539.00	0.017022
540.00	0.017069
541.00	0.017156
542.00	0.017183
543.00	0.017322
544.00	0.017548
545.00	0.017892
546.00	0.018279
547.00	0.018858
548.00	0.019746
549.00	0.020683
550.00	0.021757
551.00	0.023059
552.00	0.024291
553.00	0.025549
554.00	0.026711
555.00	0.027808
556.00	0.028746
557.00	0.029462
558.00	0.030069
559.00	0.030586
560.00	0.030763
561.00	0.030710
562.00	0.030414
563.00	0.030018
564.00	0.029540
565.00	0.029002
566.00	0.028357
567.00	0.027791
568.00	0.027211
569.00	0.026658
570.00	0.026211
571.00	0.025853
572.00	0.025421
573.00	0.025143
574.00	0.024999
575.00	0.024879
576.00	0.024833
577.00	0.024901
578.00	0.024860
579.00	0.024983
580.00	0.025013
581.00	0.025090
582.00	0.025145
583.00	0.025311
584.00	0.025648
585.00	0.026161
586.00	0.026815
587.00	0.027702
588.00	0.028840
589.00	0.030084
590.00	0.031931
591.00	0.034055
592.00	0.036801
593.00	0.040282
594.00	0.044347
595.00	0.049806
596.00	0.056476
597.00	0.064916
598.00	0.075085
599.00	0.086480
600.00	0.098681
601.00	0.11082
602.00	0.12216
603.00	0.13155
604.00	0.13767
605.00	0.14053
606.00	0.13987
607.00	0.13582
608.00	0.12901
609.00	0.12027
610.00	0.11032
611.00	0.099774
612.00	0.089493
613.00	0.079445
614.00	0.070064
615.00	0.061619
616.00	0.054082
617.00	0.047383
618.00	0.041655
619.00	0.036779
620.00	0.032489
621.00	0.028880
622.00	0.025728
623.00	0.022937
624.00	0.020522
625.00	0.018363
626.00	0.016603
627.00	0.015013
628.00	0.013581
629.00	0.012349
630.00	0.011331
631.00	0.010338
632.00	0.0094616
633.00	0.0087659
634.00	0.0080426
635.00	0.0073635
636.00	0.0067955
637.00	0.0062437
638.00	0.0056765
639.00	0.0052000
640.00	0.0048427
641.00	0.0044228
642.00	0.0041382
643.00	0.0038811
644.00	0.0035385
645.00	0.0033024
646.00	0.0030991
647.00	0.0029020
648.00	0.0026537
649.00	0.0024747
650.00	0.0023676
651.00	0.0021046
652.00	0.0019619
653.00	0.0019121
654.00	0.0016274
655.00	0.0016537
656.00	0.0017452
657.00	0.00091817
658.00	0.0010844
659.00	0.0011335
660.00	0.0010777
661.00	0.00096190
662.00	0.00089192
663.00	0.00087510
664.00	0.00082328
665.00	0.00072705
666.00	0.00066514
667.00	0.00058439
668.00	0.00058911
669.00	0.00054268
670.00	0.00044376
671.00	0.00045048
672.00	0.00042626
673.00	0.00040607
674.00	0.00038050
675.00	0.00037040
676.00	0.00028965
677.00	0.00030647
678.00	0.00028292
679.00	0.00025735
680.00	0.00023380
681.00	0.00019948
682.00	0.00014968
683.00	0.00017054
684.00	0.00018131
685.00	0.00013353
686.00	0.00012142
687.00	0.00064211
688.00	0.00011536
689.00	0.00010998
690.00	0.00010123
691.00	7.2968e-05
692.00	0.00031259
693.00	0.00046077
694.00	0.00048052
695.00	8.5754e-05
696.00	0.00058848
697.00	0.00063506
698.00	0.00027872
699.00	7.7618e-05
700.00	0.00017993
