Wavelength (nm)	A10 ems
270.00	0.034228
270.50	0.038181
271.00	0.041421
271.50	0.054870
272.00	0.064366
272.50	0.094054
273.00	0.12616
273.50	0.19724
274.00	0.24139
274.50	0.31946
275.00	0.36428
275.50	0.42870
276.00	0.44924
276.50	0.48169
277.00	0.49296
277.50	0.51336
278.00	0.52641
278.50	0.55994
279.00	0.58307
279.50	0.62986
280.00	0.65485
280.50	0.69574
281.00	0.74494
281.50	0.79067
282.00	0.82120
282.50	0.86516
283.00	0.88915
283.50	0.91611
284.00	0.92364
284.50	0.93780
285.00	0.93972
285.50	0.95190
286.00	0.96527
286.50	0.95209
287.00	0.94900
287.50	0.95559
288.00	0.96113
288.50	0.96816
289.00	0.97072
289.50	0.97784
290.00	0.98893
290.50	0.99208
291.00	0.99178
291.50	1.0000
292.00	0.99318
292.50	0.98462
293.00	0.98312
293.50	0.98134
294.00	0.96359
294.50	0.96363
295.00	0.95289
295.50	0.94720
296.00	0.94075
296.50	0.92470
297.00	0.92294
297.50	0.91541
298.00	0.89797
298.50	0.88541
299.00	0.87900
299.50	0.87398
300.00	0.85982
300.50	0.85085
301.00	0.83764
301.50	0.82283
302.00	0.81562
302.50	0.79237
303.00	0.78237
303.50	0.76313
304.00	0.75954
304.50	0.74618
305.00	0.72773
305.50	0.71439
306.00	0.69671
306.50	0.68360
307.00	0.66890
307.50	0.64996
308.00	0.62911
308.50	0.61980
309.00	0.61080
309.50	0.58680
310.00	0.57382
310.50	0.55226
311.00	0.54580
311.50	0.51924
312.00	0.51285
312.50	0.49349
313.00	0.48408
313.50	0.46548
314.00	0.45556
314.50	0.43995
315.00	0.42641
315.50	0.41012
316.00	0.40510
316.50	0.38953
317.00	0.37962
317.50	0.36556
318.00	0.35338
318.50	0.34216
319.00	0.33914
319.50	0.32440
320.00	0.31315
320.50	0.30831
321.00	0.29769
321.50	0.28432
322.00	0.27902
322.50	0.27226
323.00	0.26885
323.50	0.25926
324.00	0.25169
324.50	0.24701
325.00	0.23678
325.50	0.22792
326.00	0.22461
326.50	0.21528
327.00	0.21352
327.50	0.20631
328.00	0.19979
328.50	0.18774
329.00	0.18625
329.50	0.17881
330.00	0.17583
330.50	0.16930
331.00	0.16604
331.50	0.15916
332.00	0.15225
332.50	0.15165
333.00	0.14281
333.50	0.14133
334.00	0.13343
334.50	0.13064
335.00	0.12543
335.50	0.12350
336.00	0.11996
336.50	0.11752
337.00	0.11372
337.50	0.10865
338.00	0.10557
338.50	0.10231
339.00	0.10138
339.50	0.099561
340.00	0.096339
340.50	0.093193
341.00	0.090964
341.50	0.087536
342.00	0.085438
342.50	0.085494
343.00	0.083921
343.50	0.081261
344.00	0.078732
344.50	0.075043
345.00	0.075024
345.50	0.073919
346.00	0.073020
346.50	0.072589
347.00	0.068056
347.50	0.068374
348.00	0.063186
348.50	0.065303
349.00	0.064254
349.50	0.062718
350.00	0.061013
350.50	0.061407
351.00	0.061407
351.50	0.057305
352.00	0.058110
352.50	0.055076
353.00	0.054701
353.50	0.055806
354.00	0.052809
354.50	0.051236
355.00	0.050730
355.50	0.050187
356.00	0.049662
356.50	0.047546
357.00	0.046740
357.50	0.044380
358.00	0.044942
358.50	0.044268
359.00	0.042845
359.50	0.041140
360.00	0.041871
360.50	0.040541
361.00	0.040185
361.50	0.037282
362.00	0.039155
362.50	0.035952
363.00	0.037094
363.50	0.036757
364.00	0.037207
364.50	0.034416
365.00	0.035671
365.50	0.033610
366.00	0.033816
366.50	0.032243
367.00	0.031456
367.50	0.030688
368.00	0.031475
368.50	0.031213
369.00	0.030857
369.50	0.029995
370.00	0.028628
370.50	0.027841
371.00	0.029845
371.50	0.027991
372.00	0.028684
372.50	0.026961
373.00	0.027317
373.50	0.027204
374.00	0.024657
374.50	0.025781
375.00	0.025294
375.50	0.024339
376.00	0.027579
376.50	0.024901
377.00	0.024208
377.50	0.023421
378.00	0.022934
378.50	0.022971
379.00	0.022971
379.50	0.022203
380.00	0.021267
380.50	0.021960
381.00	0.021941
381.50	0.020892
382.00	0.019618
382.50	0.019150
383.00	0.020948
383.50	0.019300
384.00	0.019637
384.50	0.019281
385.00	0.017539
385.50	0.017802
386.00	0.017820
386.50	0.016640
387.00	0.015891
387.50	0.017165
388.00	0.015573
388.50	0.015273
389.00	0.015947
389.50	0.015254
390.00	0.015629
390.50	0.014336
391.00	0.015648
391.50	0.014449
392.00	0.014262
392.50	0.014580
393.00	0.013999
393.50	0.014205
394.00	0.014561
394.50	0.014168
395.00	0.014262
395.50	0.012969
396.00	0.013044
396.50	0.012744
397.00	0.012801
397.50	0.012744
398.00	0.012763
398.50	0.012594
399.00	0.012107
399.50	0.012613
400.00	0.012463
