Wavelength (nm)	O03 abs N
466.00	-0.00094495
466.25	0.00016355
466.50	0.00092678
466.75	-0.00076323
467.00	1.8172e-05
467.25	-0.00072688
467.50	0.00069963
467.75	-0.00034527
468.00	-0.00025441
468.25	0.0021988
468.50	-0.00029984
468.75	-6.3602e-05
469.00	-1.8172e-05
469.25	0.0013902
469.50	-0.00023624
469.75	0.00088135
470.00	-0.00023624
470.25	0.0010267
470.50	-0.0011085
470.75	-0.00037253
471.00	-0.00040887
471.25	0.00053608
471.50	0.00031801
471.75	0.0018899
472.00	0.0023805
472.25	0.00037253
472.50	0.0011176
472.75	0.0013993
473.00	0.00032710
473.25	0.00068145
473.50	0.00054516
473.75	-0.00067237
474.00	0.00099946
474.25	0.00029984
474.50	0.0010812
474.75	-6.3602e-05
475.00	-0.00052699
475.25	-0.00071780
475.50	0.00053608
475.75	-0.00034527
476.00	0.00041796
476.25	0.00012720
476.50	0.0013629
476.75	-0.0012630
477.00	0.00085409
477.25	-0.0013447
477.50	-0.00083592
477.75	0.00025441
478.00	0.00035436
478.25	0.0022806
478.50	0.00019989
478.75	0.00051790
479.00	-0.00034527
479.25	0.0010903
479.50	0.00018172
479.75	0.00011812
480.00	-0.00030893
480.25	-0.0010086
480.50	0.0019172
480.75	-0.0017536
481.00	0.00056333
481.25	-0.00081774
481.50	0.0018899
481.75	0.00019081
482.00	0.00056333
482.25	0.0010358
482.50	-0.0017990
482.75	0.00021807
483.00	-0.0013993
483.25	0.0018172
483.50	-0.0013629
483.75	0.00085409
484.00	0.0011903
484.25	0.00099038
484.50	0.00052699
484.75	-9.0860e-05
485.00	0.00035436
485.25	-0.00018172
485.50	0.0010176
485.75	0.00080866
486.00	-0.0014083
486.25	0.00028167
486.50	-8.1774e-05
486.75	-0.0011448
487.00	0.00027258
487.25	-0.0020080
487.50	0.0017809
487.75	0.00071780
488.00	-0.00036344
488.25	0.00052699
488.50	0.0013720
488.75	0.00044522
489.00	0.0016809
489.25	0.00072688
489.50	0.00069054
489.75	9.0860e-06
490.00	0.0020625
490.25	0.0016173
490.50	-0.00056333
490.75	-0.0010358
491.00	-0.00056333
491.25	-0.0018445
491.50	-5.4516e-05
491.75	0.0013720
492.00	0.0011630
492.25	-0.00051790
492.50	0.00050882
492.75	0.00096312
493.00	-0.0010086
493.25	0.0011176
493.50	0.0012630
493.75	-0.00087226
494.00	0.00076323
494.25	0.00051790
494.50	0.0018172
494.75	0.00012720
495.00	-0.0011812
495.25	-0.0021080
495.50	0.0017354
495.75	0.0011267
496.00	5.4516e-05
496.25	0.0012266
496.50	0.00030893
496.75	-0.00029075
497.00	-0.0014538
497.25	-0.00092678
497.50	-0.00058151
497.75	0.0010267
498.00	0.00079049
498.25	-0.00069054
498.50	0.00091769
498.75	0.00046339
499.00	0.0035526
499.25	-0.0018808
499.50	0.00099946
499.75	-0.00019081
500.00	-0.0013629
