Wavelength (nm)	G02 abs N
200.00	0.88099
201.00	0.88264
202.00	0.87982
203.00	0.77353
204.00	0.74772
205.00	0.71249
206.00	0.67739
207.00	0.63971
208.00	0.64375
209.00	0.66116
210.00	0.68686
211.00	0.71031
212.00	0.71948
213.00	0.72726
214.00	0.73408
215.00	0.74088
216.00	0.75141
217.00	0.76641
218.00	0.79205
219.00	0.82451
220.00	0.86265
221.00	0.89998
222.00	0.93697
223.00	0.96696
224.00	0.98925
225.00	1.00000
226.00	0.99810
227.00	0.98033
228.00	0.94741
229.00	0.90147
230.00	0.84240
231.00	0.77249
232.00	0.69519
233.00	0.61246
234.00	0.52968
235.00	0.44865
236.00	0.37507
237.00	0.30843
238.00	0.25095
239.00	0.20363
240.00	0.16399
241.00	0.13219
242.00	0.10689
243.00	0.086487
244.00	0.070340
245.00	0.058124
246.00	0.048490
247.00	0.040928
248.00	0.035296
249.00	0.031291
250.00	0.028493
251.00	0.026560
252.00	0.025533
253.00	0.025132
254.00	0.025621
255.00	0.026652
256.00	0.028215
257.00	0.030344
258.00	0.033146
259.00	0.036501
260.00	0.040458
261.00	0.045193
262.00	0.050392
263.00	0.056173
264.00	0.063037
265.00	0.070469
266.00	0.079111
267.00	0.088149
268.00	0.098514
269.00	0.11005
270.00	0.12258
271.00	0.13583
272.00	0.15069
273.00	0.16686
274.00	0.18424
275.00	0.20287
276.00	0.22262
277.00	0.24353
278.00	0.26575
279.00	0.28874
280.00	0.31252
281.00	0.33691
282.00	0.36208
283.00	0.38763
284.00	0.41326
285.00	0.43839
286.00	0.46289
287.00	0.48606
288.00	0.50761
289.00	0.52713
290.00	0.54605
291.00	0.56182
292.00	0.57494
293.00	0.58431
294.00	0.58887
295.00	0.58809
296.00	0.58229
297.00	0.57171
298.00	0.55596
299.00	0.53733
300.00	0.51524
301.00	0.49133
302.00	0.46521
303.00	0.43622
304.00	0.40320
305.00	0.36517
306.00	0.32198
307.00	0.27389
308.00	0.22580
309.00	0.18027
310.00	0.13919
311.00	0.10399
312.00	0.076264
313.00	0.055230
314.00	0.039829
315.00	0.028333
316.00	0.020462
317.00	0.015186
318.00	0.011296
319.00	0.0089720
320.00	0.0071895
321.00	0.0060854
322.00	0.0050174
323.00	0.0044770
324.00	0.0040889
325.00	0.0039000
326.00	0.0034540
327.00	0.0033878
328.00	0.0033245
329.00	0.0029873
330.00	0.0029230
331.00	0.0029507
332.00	0.0028518
333.00	0.0028033
334.00	0.0026748
335.00	0.0025645
336.00	0.0023242
337.00	0.0023509
338.00	0.0024345
339.00	0.0023079
340.00	0.0024523
341.00	0.0023020
342.00	0.0023613
343.00	0.0023326
344.00	0.0021289
345.00	0.0021853
346.00	0.0021442
347.00	0.0020315
348.00	0.0021833
349.00	0.0022154
350.00	0.0019964
