Wavelength (nm)	K14 abs N
308.25	0.050091
308.50	0.045339
308.75	0.046223
309.00	0.048854
309.25	0.042144
309.50	0.046057
309.75	0.043624
310.00	0.046485
310.25	0.045575
310.50	0.043442
310.75	0.043625
311.00	0.052540
311.25	0.043407
311.50	0.043221
311.75	0.041983
312.00	0.043714
312.25	0.039670
312.50	0.047666
312.75	0.040040
313.00	0.047024
313.25	0.047196
313.50	0.042000
313.75	0.044697
314.00	0.048419
314.25	0.045212
314.50	0.035806
314.75	0.041761
315.00	0.045124
315.25	0.037897
315.50	0.031795
315.75	0.040132
316.00	0.040507
316.25	0.042397
316.50	0.039453
316.75	0.039998
317.00	0.041098
317.25	0.037643
317.50	0.038288
317.75	0.042109
318.00	0.038356
318.25	0.035556
318.50	0.040709
318.75	0.035321
319.00	0.039285
319.25	0.042568
319.50	0.038076
319.75	0.033616
320.00	0.040938
320.25	0.041935
320.50	0.040242
320.75	0.038833
321.00	0.041746
321.25	0.036508
321.50	0.038130
321.75	0.037819
322.00	0.039138
322.25	0.032424
322.50	0.033994
322.75	0.038543
323.00	0.028857
323.25	0.033761
323.50	0.030312
323.75	0.033919
324.00	0.030815
324.25	0.029805
324.50	0.031667
324.75	0.029718
325.00	0.029096
325.25	0.028701
325.50	0.027092
325.75	0.032023
326.00	0.029388
326.25	0.031241
326.50	0.019685
326.75	0.023928
327.00	0.022428
327.25	0.022871
327.50	0.025891
327.75	0.023308
328.00	0.025603
328.25	0.027066
328.50	0.025771
328.75	0.029555
329.00	0.025311
329.25	0.020054
329.50	0.021468
329.75	0.015283
330.00	0.020116
330.25	0.010455
330.50	0.013519
330.75	0.010279
331.00	0.0049568
331.25	0.014883
331.50	0.016545
331.75	0.014095
332.00	0.012262
332.25	0.0067354
332.50	0.010971
332.75	0.0082876
333.00	0.011795
333.25	0.0082139
333.50	0.017186
333.75	0.016874
334.00	0.0087618
334.25	0.011613
334.50	0.0047889
334.75	0.0084057
335.00	0.0085656
335.25	0.010411
335.50	0.0063900
335.75	0.012141
336.00	0.0087805
336.25	0.0056414
336.50	0.0069521
336.75	0.010146
337.00	0.0093523
337.25	0.0037784
337.50	0.011515
337.75	0.010063
338.00	0.0072798
338.25	0.0050358
338.50	0.0050393
338.75	0.0066120
339.00	0.0042668
339.25	0.0040697
339.50	0.0055997
339.75	0.0038885
340.00	0.0053120
340.25	0.0051654
340.50	0.011819
340.75	0.0037331
341.00	0.0054949
341.25	0.0078587
341.50	0.0065365
341.75	0.0061724
342.00	0.0046353
342.25	0.0042153
342.50	0.0059566
342.75	0.0044568
343.00	0.0095788
343.25	0.0040333
343.50	0.0091516
343.75	0.0057453
344.00	0.0042144
344.25	0.0035955
344.50	0.0041553
344.75	0.0057275
345.00	0.0058483
345.25	0.0056355
345.50	0.0034552
345.75	0.0046105
346.00	0.0050740
346.25	0.0064388
346.50	0.010004
346.75	0.010889
347.00	0.0062967
347.25	0.0040635
347.50	0.0089385
347.75	0.0049864
348.00	0.0081598
348.25	0.0054976
348.50	0.0046824
348.75	0.0063003
349.00	0.0081189
349.25	0.0040215
349.50	0.0052723
349.75	0.0049728
350.00	0.0049967
350.25	0.0067985
350.50	0.0073526
350.75	0.0080186
351.00	0.0093097
351.25	0.010303
351.50	0.0075160
351.75	0.0092342
352.00	0.0085700
352.25	0.0069592
352.50	0.0065196
352.75	0.0057213
353.00	0.0051566
353.25	0.0057045
353.50	0.0045909
353.75	0.0085780
354.00	0.0014234
354.25	0.0020113
354.50	0.0010221
354.75	0.0045314
355.00	0.0041789
355.25	0.0037535
355.50	0.0039160
355.75	0.0017715
356.00	0.0057098
356.25	0.0046762
356.50	0.0059957
356.75	0.0062381
357.00	0.0077388
357.25	0.0063358
357.50	0.0056263
357.75	0.0053137
358.00	0.0043796
358.25	0.0040723
358.50	0.0065205
358.75	0.00035076
359.00	0.0067381
359.25	0.0094491
359.50	0.0059620
359.75	0.0048511
360.00	0.0058989
360.25	0.0042686
360.50	0.0052596
360.75	0.0035049
361.00	0.0052924
361.25	0.0039596
361.50	0.0078720
361.75	0.0060126
362.00	0.0046531
362.25	0.0020371
362.50	0.0076953
362.75	0.0066084
363.00	0.0088080
363.25	0.0028398
363.50	0.0074502
363.75	0.0070284
364.00	0.0077610
364.25	0.0051068
364.50	0.0046211
364.75	0.0046406
365.00	0.0045545
365.25	0.0058963
365.50	0.0052720
365.75	0.0059522
366.00	0.0027510
366.25	0.0032039
366.50	0.0038468
366.75	0.0055153
367.00	0.0069157
367.25	0.0051743
367.50	0.00010745
367.75	0.0030520
368.00	0.0023772
368.25	0.0028798
368.50	0.0066972
368.75	0.0031817
369.00	0.0038965
369.25	0.0043973
369.50	0.0083382
369.75	0.0042659
370.00	0.0012290
370.25	0.0039302
370.50	0.0035049
370.75	0.0018133
371.00	0.0046131
371.25	0.0026080
371.50	0.0035049
371.75	0.0042695
372.00	0.0039853
372.25	0.0034587
372.50	0.0032438
372.75	0.0038601
373.00	0.0048733
373.25	0.0045482
373.50	0.0036292
373.75	0.0043121
374.00	0.0033353
374.25	0.0024944
374.50	0.0021081
374.75	0.0066315
375.00	0.0036345
375.25	0.0032332
375.50	0.0033548
375.75	0.0055218
376.00	-0.00079298
376.25	0.0025743
376.50	0.0039187
376.75	0.0034152
377.00	0.0029916
377.25	0.0022324
377.50	0.0020486
377.75	-0.0010931
378.00	0.0034454
378.25	0.0064388
378.50	0.0053368
378.75	0.0036044
379.00	0.0039897
379.25	0.0049745
379.50	0.0031248
379.75	0.0025530
380.00	0.0014314
380.25	0.00092173
380.50	0.0019882
380.75	0.0019927
381.00	0.0013675
381.25	0.0029348
381.50	-0.0016108
381.75	0.0011135
382.00	0.00025397
382.25	0.0017476
382.50	0.0019278
382.75	0.0013027
383.00	0.0031932
383.25	0.00045643
383.50	0.00049195
383.75	0.00079564
384.00	0.0026604
384.25	0.00037207
384.50	0.0039596
384.75	0.0020379
385.00	0.0011286
385.25	0.0011935
385.50	0.0020868
385.75	0.00032145
386.00	0.00082317
386.25	-0.00055499
386.50	-0.0018497
386.75	0.0024526
387.00	0.0028558
387.25	0.0017378
387.50	0.0026569
387.75	0.0018142
388.00	0.00091552
388.25	0.0028584
388.50	0.0025468
388.75	0.0022289
389.00	0.0039089
389.25	0.0021516
389.50	0.0035626
389.75	-0.0021916
390.00	0.0021818
390.25	0.0012112
390.50	0.0020060
390.75	0.0028194
391.00	-0.00045909
391.25	0.0025974
391.50	0.00092973
391.75	0.0017334
392.00	0.0028567
392.25	0.0043121
392.50	-0.0012281
392.75	0.00062159
393.00	0.00060295
393.25	0.00014474
393.50	0.0016783
393.75	0.0011979
394.00	0.00056654
394.25	0.00097146
394.50	0.0020211
394.75	0.0021205
395.00	0.00049639
395.25	0.0018772
395.50	0.0016144
395.75	0.0017822
396.00	0.0025530
396.25	0.00052747
396.50	0.0028869
396.75	0.0041221
397.00	0.00031346
397.25	0.0024571
397.50	0.0016827
397.75	0.0044879
398.00	0.0018399
398.25	0.0023887
398.50	-0.0013364
398.75	0.0025112
399.00	0.0032873
399.25	0.0014909
399.50	0.00058874
399.75	0.0031950
400.00	0.0028638
400.25	0.0023292
400.50	0.0048289
400.75	0.0025920
401.00	0.0040670
401.25	0.0032456
401.50	0.0040741
401.75	0.00030014
402.00	0.0056743
402.25	0.0015513
402.50	0.0035964
402.75	0.00094038
403.00	0.0051477
403.25	0.0039906
403.50	0.0047516
403.75	0.0032074
404.00	0.00083294
404.25	0.0049603
404.50	0.0023656
404.75	0.0033939
405.00	0.0038654
405.25	0.0074494
405.50	0.0051210
405.75	0.0035688
406.00	0.0024136
406.25	0.0039667
406.50	0.0033788
406.75	0.0048911
407.00	0.0047587
407.25	0.0060303
407.50	0.0051734
407.75	0.0050687
408.00	0.0034419
408.25	0.0026400
408.50	0.0039826
408.75	0.0049106
409.00	0.0053635
409.25	0.0050562
409.50	0.0044311
409.75	0.0065010
410.00	0.0063589
410.25	0.0052969
410.50	0.0056308
410.75	0.0039409
411.00	0.0030600
411.25	0.0047934
411.50	0.0024464
411.75	0.0064069
412.00	0.0060623
412.25	0.0061458
412.50	0.0044044
412.75	0.0060037
413.00	0.0041656
413.25	0.0051495
413.50	0.0024890
413.75	0.0057471
414.00	0.0063660
414.25	0.0066963
414.50	0.00078410
414.75	0.0032500
415.00	0.0055997
415.25	0.0036985
415.50	0.0048094
415.75	0.0060801
416.00	0.0044000
416.25	0.0042251
416.50	0.0060898
416.75	0.0026009
417.00	0.0056725
417.25	0.0058545
417.50	0.0029286
417.75	0.0043805
418.00	0.0053297
418.25	0.0043041
418.50	0.0040714
418.75	0.0062239
419.00	0.0035706
419.25	0.0044098
419.50	0.0053333
419.75	0.0039809
420.00	0.0070089
420.25	0.0070657
420.50	0.0067541
420.75	0.0060197
421.00	0.0048289
421.25	0.0052072
421.50	0.0063385
421.75	0.0076305
422.00	0.0053741
422.25	0.0059913
422.50	0.0049932
422.75	0.0035413
423.00	0.0061991
423.25	0.0031293
423.50	0.0046140
423.75	0.0045518
424.00	0.0057897
424.25	0.0066058
424.50	0.0055499
424.75	0.0049461
425.00	0.0043254
425.25	0.0053146
425.50	0.0077886
425.75	0.0043094
426.00	0.0031453
426.25	0.0051512
426.50	0.0032882
426.75	0.0045066
427.00	0.0069947
427.25	0.0046087
427.50	0.0076074
427.75	0.0062799
428.00	0.0040537
428.25	0.0072842
428.50	0.0043982
428.75	0.0065960
429.00	0.0052862
429.25	0.0055775
429.50	0.0053404
429.75	0.0069974
430.00	0.0057222
430.25	0.0050722
430.50	0.0072149
430.75	0.0034898
431.00	0.0058252
431.25	0.0058616
431.50	0.0078854
431.75	0.0089536
432.00	0.0047863
432.25	0.0033309
432.50	0.0068881
432.75	0.0055304
433.00	0.0043654
433.25	0.0078010
433.50	0.0067336
433.75	0.0056299
434.00	0.0072220
434.25	0.0052063
434.50	0.0076616
434.75	0.0065800
435.00	0.0045803
435.25	0.0050935
435.50	0.0054114
435.75	0.0061298
436.00	0.0048422
436.25	0.0066679
436.50	0.0031746
436.75	0.0065543
437.00	0.0065569
437.25	0.0049204
437.50	0.0062550
437.75	0.0064992
438.00	0.0057293
438.25	0.0063474
438.50	0.0073233
438.75	0.0046513
439.00	0.0058954
439.25	0.0079600
439.50	0.0082050
439.75	0.0069574
440.00	0.0058661
440.25	0.0076341
440.50	0.0071057
440.75	0.0068437
441.00	0.0075124
441.25	0.0060188
441.50	0.0076101
441.75	0.0061991
442.00	0.0080656
442.25	0.0081233
442.50	0.0094536
442.75	0.0071004
443.00	0.0065916
443.25	0.0070249
443.50	0.0096542
443.75	0.0091277
444.00	0.0075994
444.25	0.0080266
444.50	0.010357
444.75	0.0071679
445.00	0.0091765
445.25	0.0071767
445.50	0.0088710
445.75	0.0084448
446.00	0.0086544
446.25	0.0070134
446.50	0.0085709
446.75	0.0087654
447.00	0.0098434
447.25	0.010898
447.50	0.0096738
447.75	0.0088941
448.00	0.010446
448.25	0.010394
448.50	0.011078
448.75	0.011832
449.00	0.011138
449.25	0.010041
449.50	0.011266
449.75	0.011696
450.00	0.010233
450.25	0.011600
450.50	0.0071723
450.75	0.010627
451.00	0.010146
451.25	0.010350
451.50	0.011178
451.75	0.013123
452.00	0.011895
452.25	0.013686
452.50	0.014649
452.75	0.011876
453.00	0.011718
453.25	0.013616
453.50	0.013171
453.75	0.012720
454.00	0.013035
454.25	0.013466
454.50	0.014893
454.75	0.013912
455.00	0.015411
455.25	0.015073
455.50	0.015423
455.75	0.014447
456.00	0.015344
456.25	0.013341
456.50	0.015717
456.75	0.014563
457.00	0.017539
457.25	0.015511
457.50	0.016373
457.75	0.015513
458.00	0.014371
458.25	0.016552
458.50	0.017111
458.75	0.017517
459.00	0.017806
459.25	0.015574
459.50	0.018121
459.75	0.018479
460.00	0.019379
460.25	0.018754
460.50	0.018668
460.75	0.019090
461.00	0.019335
461.25	0.019470
461.50	0.020105
461.75	0.021621
462.00	0.020918
462.25	0.021346
462.50	0.021705
462.75	0.020082
463.00	0.023213
463.25	0.022256
463.50	0.023206
463.75	0.022191
464.00	0.022968
464.25	0.023909
464.50	0.022812
464.75	0.024921
465.00	0.024698
465.25	0.025547
465.50	0.025856
465.75	0.026139
466.00	0.026477
466.25	0.027211
466.50	0.027249
466.75	0.027379
467.00	0.028013
467.25	0.027646
467.50	0.027981
467.75	0.028600
468.00	0.029665
468.25	0.031421
468.50	0.030605
468.75	0.031589
469.00	0.033063
469.25	0.033370
469.50	0.032858
469.75	0.035275
470.00	0.034135
470.25	0.034663
470.50	0.034431
470.75	0.034120
471.00	0.034690
471.25	0.036655
471.50	0.037309
471.75	0.037945
472.00	0.038291
472.25	0.038965
472.50	0.037908
472.75	0.041023
473.00	0.041003
473.25	0.041811
473.50	0.042196
473.75	0.042422
474.00	0.043232
474.25	0.044627
474.50	0.045620
474.75	0.046496
475.00	0.046587
475.25	0.047709
475.50	0.048592
475.75	0.050155
476.00	0.051239
476.25	0.048524
476.50	0.050959
476.75	0.051036
477.00	0.052626
477.25	0.053388
477.50	0.053847
477.75	0.055021
478.00	0.056115
478.25	0.057136
478.50	0.056474
478.75	0.058894
479.00	0.059142
479.25	0.058961
479.50	0.060653
479.75	0.061089
480.00	0.062800
480.25	0.061723
480.50	0.063815
480.75	0.064742
481.00	0.066975
481.25	0.067341
481.50	0.068591
481.75	0.068479
482.00	0.067369
482.25	0.070558
482.50	0.069186
482.75	0.072482
483.00	0.071207
483.25	0.073064
483.50	0.074227
483.75	0.076771
484.00	0.076278
484.25	0.076635
484.50	0.077056
484.75	0.078776
485.00	0.079486
485.25	0.082026
485.50	0.081399
485.75	0.083975
486.00	0.083535
486.25	0.084166
486.50	0.086316
486.75	0.085096
487.00	0.087380
487.25	0.088132
487.50	0.091322
487.75	0.090712
488.00	0.091058
488.25	0.092626
488.50	0.092031
488.75	0.095863
489.00	0.096249
489.25	0.095620
489.50	0.099735
489.75	0.096542
490.00	0.098275
490.25	0.10085
490.50	0.10167
490.75	0.10302
491.00	0.10217
491.25	0.10399
491.50	0.10538
491.75	0.10716
492.00	0.10912
492.25	0.10742
492.50	0.10870
492.75	0.11045
493.00	0.11131
493.25	0.11157
493.50	0.11510
493.75	0.11294
494.00	0.11422
494.25	0.11606
494.50	0.11870
494.75	0.11845
495.00	0.11905
495.25	0.12188
495.50	0.12325
495.75	0.12356
496.00	0.12393
496.25	0.12718
496.50	0.12787
496.75	0.12904
497.00	0.12998
497.25	0.13162
497.50	0.13444
497.75	0.13538
498.00	0.13588
498.25	0.13860
498.50	0.14091
498.75	0.14328
499.00	0.14447
499.25	0.14598
499.50	0.14860
499.75	0.15024
500.00	0.15105
500.25	0.15305
500.50	0.15622
500.75	0.15614
501.00	0.15977
501.25	0.16128
501.50	0.16446
501.75	0.16549
502.00	0.16838
502.25	0.17081
502.50	0.17262
502.75	0.17584
503.00	0.17588
503.25	0.17827
503.50	0.18214
503.75	0.18539
504.00	0.18789
504.25	0.18994
504.50	0.19317
504.75	0.19390
505.00	0.19896
505.25	0.20284
505.50	0.20321
505.75	0.20714
506.00	0.20991
506.25	0.21135
506.50	0.21425
506.75	0.21917
507.00	0.22279
507.25	0.22584
507.50	0.22818
507.75	0.23061
508.00	0.23457
508.25	0.23811
508.50	0.23987
508.75	0.24333
509.00	0.24647
509.25	0.24916
509.50	0.25098
509.75	0.25614
510.00	0.25882
510.25	0.26375
510.50	0.26577
510.75	0.26938
511.00	0.27205
511.25	0.27562
511.50	0.28199
511.75	0.28370
512.00	0.28618
512.25	0.28808
512.50	0.29365
512.75	0.29842
513.00	0.29966
513.25	0.30638
513.50	0.30465
513.75	0.31071
514.00	0.31451
514.25	0.31782
514.50	0.32175
514.75	0.32448
515.00	0.32691
515.25	0.33274
515.50	0.33638
515.75	0.34007
516.00	0.34484
516.25	0.34659
516.50	0.34865
516.75	0.35243
517.00	0.35777
517.25	0.35981
517.50	0.36127
517.75	0.36549
518.00	0.36690
518.25	0.37204
518.50	0.37505
518.75	0.37418
519.00	0.37694
519.25	0.37942
519.50	0.38408
519.75	0.38700
520.00	0.38896
520.25	0.39022
520.50	0.39569
520.75	0.39581
521.00	0.39951
521.25	0.40050
521.50	0.40312
521.75	0.40471
522.00	0.40717
522.25	0.40879
522.50	0.41090
522.75	0.41449
523.00	0.41588
523.25	0.41817
523.50	0.41807
523.75	0.42080
524.00	0.41822
524.25	0.42242
524.50	0.42431
524.75	0.42650
525.00	0.42679
525.25	0.42835
525.50	0.43040
525.75	0.43034
526.00	0.43415
526.25	0.43558
526.50	0.43431
526.75	0.43787
527.00	0.43582
527.25	0.43742
527.50	0.43839
527.75	0.44098
528.00	0.44181
528.25	0.44095
528.50	0.44430
528.75	0.44402
529.00	0.44445
529.25	0.44783
529.50	0.44607
529.75	0.45113
530.00	0.45129
530.25	0.45221
530.50	0.45187
530.75	0.45524
531.00	0.45466
531.25	0.45622
531.50	0.45616
531.75	0.45784
532.00	0.45777
532.25	0.46236
532.50	0.46175
532.75	0.46563
533.00	0.46461
533.25	0.46667
533.50	0.46923
533.75	0.47015
534.00	0.47522
534.25	0.47428
534.50	0.47644
