Wavelength (nm)	C07 abs N
200.00	0.19372
201.00	0.18392
202.00	0.16779
203.00	0.14944
204.00	0.13180
205.00	0.11352
206.00	0.099372
207.00	0.088929
208.00	0.079704
209.00	0.072930
210.00	0.065766
211.00	0.060874
212.00	0.056643
213.00	0.053281
214.00	0.052022
215.00	0.051199
216.00	0.051221
217.00	0.051189
218.00	0.052036
219.00	0.052990
220.00	0.055032
221.00	0.057724
222.00	0.061301
223.00	0.065148
224.00	0.069277
225.00	0.073211
226.00	0.076592
227.00	0.079778
228.00	0.084675
229.00	0.090500
230.00	0.095993
231.00	0.10172
232.00	0.10857
233.00	0.11682
234.00	0.12490
235.00	0.13469
236.00	0.14785
237.00	0.16300
238.00	0.17731
239.00	0.19369
240.00	0.21939
241.00	0.24825
242.00	0.26542
243.00	0.27648
244.00	0.29725
245.00	0.32666
246.00	0.35814
247.00	0.39958
248.00	0.47394
249.00	0.56202
250.00	0.58607
251.00	0.52886
252.00	0.46941
253.00	0.46149
254.00	0.50287
255.00	0.56721
256.00	0.66482
257.00	0.83300
258.00	1.0000
259.00	0.95809
260.00	0.72107
261.00	0.48384
262.00	0.33188
263.00	0.24545
264.00	0.20043
265.00	0.17590
266.00	0.16154
267.00	0.15343
268.00	0.14871
269.00	0.14510
270.00	0.14213
271.00	0.13962
272.00	0.13813
273.00	0.13912
274.00	0.14066
275.00	0.13697
276.00	0.12758
277.00	0.11693
278.00	0.10834
279.00	0.10319
280.00	0.10092
281.00	0.10112
282.00	0.10438
283.00	0.11047
284.00	0.11830
285.00	0.12425
286.00	0.12362
287.00	0.11444
288.00	0.099869
289.00	0.085547
290.00	0.074220
291.00	0.066351
292.00	0.058828
293.00	0.049748
294.00	0.040454
295.00	0.032490
296.00	0.026749
297.00	0.023360
298.00	0.021204
299.00	0.020238
300.00	0.019582
301.00	0.018697
302.00	0.017326
303.00	0.016360
304.00	0.015129
305.00	0.013955
306.00	0.012716
307.00	0.010973
308.00	0.0095054
309.00	0.0090471
310.00	0.0084466
311.00	0.0081957
312.00	0.0082676
313.00	0.0082606
314.00	0.0080571
315.00	0.0078479
316.00	0.0073091
317.00	0.0072236
318.00	0.0071291
319.00	0.0074985
320.00	0.0076845
321.00	0.0073852
322.00	0.0067388
323.00	0.0063158
324.00	0.0060368
325.00	0.0058472
326.00	0.0058762
327.00	0.0058012
328.00	0.0056131
329.00	0.0053200
330.00	0.0050732
331.00	0.0047176
332.00	0.0047123
333.00	0.0048409
334.00	0.0053009
335.00	0.0056060
336.00	0.0050749
337.00	0.0044682
338.00	0.0039772
339.00	0.0038526
340.00	0.0036541
341.00	0.0038360
342.00	0.0036289
343.00	0.0035386
344.00	0.0034882
345.00	0.0030510
346.00	0.0031139
347.00	0.0029763
348.00	0.0027992
349.00	0.0029901
350.00	0.0029247
