Wavelength (nm)	H09 ems
400.00	0.00092226
400.50	0.00098093
401.00	0.00097065
401.50	0.0010132
402.00	0.0010166
402.50	0.0010113
403.00	0.00097276
403.50	0.00092919
404.00	0.00094087
404.50	0.00091499
405.00	0.00093472
405.50	0.00093881
406.00	0.00094896
406.50	0.00099614
407.00	0.00098670
407.50	0.0010051
408.00	0.0010402
408.50	0.0010623
409.00	0.0011008
409.50	0.0011179
410.00	0.0011539
410.50	0.0012103
411.00	0.0012492
411.50	0.0013235
412.00	0.0013884
412.50	0.0015185
413.00	0.0016262
413.50	0.0018219
414.00	0.0019285
414.50	0.0020430
415.00	0.0022073
415.50	0.0023187
416.00	0.0023198
416.50	0.0024035
417.00	0.0025038
417.50	0.0026212
418.00	0.0027296
418.50	0.0029567
419.00	0.0031099
419.50	0.0034083
420.00	0.0036033
420.50	0.0038922
421.00	0.0041673
421.50	0.0046482
422.00	0.0049590
422.50	0.0054765
423.00	0.0058543
423.50	0.0065748
424.00	0.0069778
424.50	0.0078384
425.00	0.0085478
425.50	0.0097005
426.00	0.010483
426.50	0.011693
427.00	0.012633
427.50	0.014475
428.00	0.015359
428.50	0.017118
429.00	0.018365
429.50	0.020594
430.00	0.021621
430.50	0.024060
431.00	0.025888
431.50	0.029274
432.00	0.030908
432.50	0.034219
433.00	0.036978
433.50	0.041387
434.00	0.044081
434.50	0.048777
435.00	0.052155
435.50	0.057818
436.00	0.061019
436.50	0.066295
437.00	0.071070
437.50	0.078045
438.00	0.081997
438.50	0.089257
439.00	0.094537
439.50	0.10355
440.00	0.10793
440.50	0.11668
441.00	0.12343
441.50	0.13417
442.00	0.14017
442.50	0.15020
443.00	0.15774
443.50	0.17126
444.00	0.17756
444.50	0.19036
445.00	0.19912
445.50	0.21379
446.00	0.22137
446.50	0.23609
447.00	0.24587
447.50	0.26360
448.00	0.27253
448.50	0.28899
449.00	0.30090
449.50	0.32059
450.00	0.33147
450.50	0.35056
451.00	0.36375
451.50	0.38703
452.00	0.39851
452.50	0.41847
453.00	0.43437
453.50	0.45894
454.00	0.46889
454.50	0.49285
455.00	0.50912
455.50	0.53395
456.00	0.54560
456.50	0.56741
457.00	0.58424
457.50	0.60732
458.00	0.61919
458.50	0.64170
459.00	0.65671
459.50	0.67804
460.00	0.68910
460.50	0.70750
461.00	0.72309
461.50	0.74130
462.00	0.75183
462.50	0.76927
463.00	0.78344
463.50	0.79974
464.00	0.81060
464.50	0.82588
465.00	0.83583
465.50	0.85056
466.00	0.85981
466.50	0.87163
467.00	0.88272
467.50	0.89716
468.00	0.90269
468.50	0.91280
469.00	0.92106
469.50	0.93243
470.00	0.93707
470.50	0.94580
471.00	0.95007
471.50	0.96125
472.00	0.96464
472.50	0.97128
473.00	0.97610
473.50	0.98382
474.00	0.98547
474.50	0.98966
475.00	0.99250
475.50	0.99536
476.00	0.99843
476.50	0.99683
477.00	0.99883
477.50	0.99897
478.00	1.0000
478.50	0.99699
479.00	0.99746
479.50	0.99418
480.00	0.99403
480.50	0.99115
481.00	0.98959
481.50	0.98552
482.00	0.98591
482.50	0.98128
483.00	0.97934
483.50	0.97522
484.00	0.97398
484.50	0.96879
485.00	0.96500
485.50	0.96032
486.00	0.95799
486.50	0.95374
487.00	0.94862
487.50	0.94515
488.00	0.94263
488.50	0.93731
489.00	0.93462
489.50	0.92757
490.00	0.92521
490.50	0.91878
491.00	0.91696
491.50	0.90909
492.00	0.90735
492.50	0.90189
493.00	0.89527
493.50	0.89017
494.00	0.88774
494.50	0.88068
495.00	0.87733
495.50	0.86973
496.00	0.86635
496.50	0.86181
497.00	0.85764
497.50	0.85087
498.00	0.84595
498.50	0.83962
499.00	0.83384
499.50	0.82672
500.00	0.82156
500.50	0.81601
501.00	0.81080
501.50	0.80200
502.00	0.79838
502.50	0.78947
503.00	0.78406
503.50	0.77524
504.00	0.77148
504.50	0.76410
505.00	0.75715
505.50	0.74743
506.00	0.74481
506.50	0.73523
507.00	0.72989
507.50	0.72031
508.00	0.71678
508.50	0.70947
509.00	0.70246
509.50	0.69311
510.00	0.69022
510.50	0.68278
511.00	0.67566
511.50	0.66751
512.00	0.66352
512.50	0.65553
513.00	0.64822
513.50	0.64273
514.00	0.63592
514.50	0.62680
515.00	0.62247
515.50	0.61373
516.00	0.60842
516.50	0.60027
517.00	0.59553
517.50	0.58572
518.00	0.58088
518.50	0.57254
519.00	0.56867
519.50	0.56092
520.00	0.55645
520.50	0.54723
521.00	0.54123
521.50	0.53308
522.00	0.52905
522.50	0.51938
523.00	0.51534
523.50	0.50534
524.00	0.50118
524.50	0.49382
525.00	0.48837
525.50	0.48013
526.00	0.47533
526.50	0.46734
527.00	0.46267
527.50	0.45332
528.00	0.45027
528.50	0.44250
529.00	0.43622
529.50	0.42794
530.00	0.42527
530.50	0.41761
531.00	0.41141
531.50	0.40410
532.00	0.40112
532.50	0.39456
533.00	0.39009
533.50	0.38274
534.00	0.37903
534.50	0.37381
535.00	0.36949
535.50	0.36222
536.00	0.35980
536.50	0.35406
537.00	0.35087
537.50	0.34282
538.00	0.34062
538.50	0.33624
539.00	0.33112
539.50	0.32485
540.00	0.32209
540.50	0.31707
541.00	0.31320
541.50	0.30763
542.00	0.30519
542.50	0.30032
543.00	0.29627
543.50	0.29113
544.00	0.28843
544.50	0.28324
545.00	0.28005
545.50	0.27459
546.00	0.27292
546.50	0.26801
547.00	0.26489
547.50	0.25973
548.00	0.25720
548.50	0.25261
549.00	0.25021
549.50	0.24535
550.00	0.24202
550.50	0.23812
551.00	0.23528
551.50	0.23040
552.00	0.22762
552.50	0.22378
553.00	0.22056
553.50	0.21628
554.00	0.21414
554.50	0.21019
555.00	0.20659
555.50	0.20289
556.00	0.20081
556.50	0.19823
557.00	0.19491
557.50	0.19024
558.00	0.18911
558.50	0.18612
559.00	0.18398
559.50	0.17992
560.00	0.17883
560.50	0.17518
561.00	0.17267
561.50	0.16965
562.00	0.16759
562.50	0.16473
563.00	0.16281
563.50	0.15938
564.00	0.15734
564.50	0.15442
565.00	0.15219
565.50	0.14900
566.00	0.14779
566.50	0.14529
567.00	0.14366
567.50	0.14068
568.00	0.13932
568.50	0.13679
569.00	0.13488
569.50	0.13249
570.00	0.13050
570.50	0.12883
571.00	0.12728
571.50	0.12443
572.00	0.12266
572.50	0.12054
573.00	0.11976
573.50	0.11661
574.00	0.11546
574.50	0.11344
575.00	0.11113
575.50	0.10933
576.00	0.10776
576.50	0.10553
577.00	0.10396
577.50	0.10182
578.00	0.10116
578.50	0.099331
579.00	0.097780
579.50	0.095528
580.00	0.095011
580.50	0.092931
581.00	0.091627
581.50	0.089913
582.00	0.089170
582.50	0.087298
583.00	0.086359
583.50	0.084895
584.00	0.083585
584.50	0.082617
585.00	0.081416
585.50	0.079562
586.00	0.078709
586.50	0.077156
587.00	0.076017
587.50	0.074424
588.00	0.073930
588.50	0.072573
589.00	0.071450
589.50	0.070345
590.00	0.069057
590.50	0.067943
591.00	0.067261
591.50	0.066027
592.00	0.065393
592.50	0.063868
593.00	0.063388
593.50	0.062092
594.00	0.061495
594.50	0.059935
595.00	0.059590
595.50	0.058244
596.00	0.057976
596.50	0.056710
597.00	0.056031
597.50	0.054403
598.00	0.054124
598.50	0.053071
599.00	0.052345
599.50	0.051033
600.00	0.050704
600.50	0.049554
601.00	0.048707
601.50	0.047962
602.00	0.046948
602.50	0.046902
603.00	0.045753
603.50	0.044834
604.00	0.044575
604.50	0.043512
605.00	0.043186
605.50	0.042068
606.00	0.041643
606.50	0.041018
607.00	0.040444
607.50	0.039412
608.00	0.039215
608.50	0.038510
609.00	0.037971
609.50	0.037052
610.00	0.036970
610.50	0.036266
611.00	0.035963
611.50	0.034891
612.00	0.034717
612.50	0.033846
613.00	0.033338
613.50	0.032953
614.00	0.032469
614.50	0.031942
615.00	0.031688
615.50	0.030952
616.00	0.030791
616.50	0.030230
617.00	0.029824
617.50	0.029244
618.00	0.029122
618.50	0.028607
619.00	0.028224
619.50	0.027463
620.00	0.026983
620.50	0.026966
621.00	0.026325
621.50	0.025910
622.00	0.025665
622.50	0.025059
623.00	0.025126
623.50	0.024416
624.00	0.024139
624.50	0.023788
625.00	0.023264
625.50	0.022887
626.00	0.022748
626.50	0.021973
627.00	0.021627
627.50	0.021253
628.00	0.021037
628.50	0.020757
629.00	0.020659
629.50	0.020095
630.00	0.020045
630.50	0.019740
631.00	0.019700
631.50	0.019054
632.00	0.019082
632.50	0.018797
633.00	0.018272
633.50	0.018099
634.00	0.017973
634.50	0.017597
635.00	0.017242
635.50	0.016913
