Wavelength (nm)	H08 abs N
200.00	0.75888
201.00	0.83232
202.00	0.89362
203.00	0.92997
204.00	0.94714
205.00	0.95703
206.00	0.96723
207.00	0.97113
208.00	0.97276
209.00	0.97624
210.00	0.96660
211.00	0.94868
212.00	0.92530
213.00	0.89485
214.00	0.85656
215.00	0.81497
216.00	0.76796
217.00	0.71936
218.00	0.66500
219.00	0.60659
220.00	0.54407
221.00	0.48230
222.00	0.42327
223.00	0.37072
224.00	0.32469
225.00	0.28705
226.00	0.25592
227.00	0.23244
228.00	0.21432
229.00	0.20110
230.00	0.19133
231.00	0.18406
232.00	0.17907
233.00	0.17546
234.00	0.17325
235.00	0.17223
236.00	0.17271
237.00	0.17462
238.00	0.17725
239.00	0.17967
240.00	0.18140
241.00	0.18245
242.00	0.18350
243.00	0.18527
244.00	0.18841
245.00	0.19302
246.00	0.19825
247.00	0.20283
248.00	0.20551
249.00	0.20590
250.00	0.20434
251.00	0.20116
252.00	0.19731
253.00	0.19391
254.00	0.19173
255.00	0.19112
256.00	0.19205
257.00	0.19369
258.00	0.19564
259.00	0.19743
260.00	0.19873
261.00	0.19964
262.00	0.20010
263.00	0.20092
264.00	0.20135
265.00	0.20170
266.00	0.20181
267.00	0.20120
268.00	0.20014
269.00	0.19901
270.00	0.19869
271.00	0.19960
272.00	0.20236
273.00	0.20700
274.00	0.21284
275.00	0.21891
276.00	0.22468
277.00	0.23025
278.00	0.23533
279.00	0.24043
280.00	0.24589
281.00	0.25193
282.00	0.25823
283.00	0.26455
284.00	0.26964
285.00	0.27251
286.00	0.27206
287.00	0.26795
288.00	0.26022
289.00	0.24911
290.00	0.23611
291.00	0.22237
292.00	0.20875
293.00	0.19566
294.00	0.18363
295.00	0.17335
296.00	0.16474
297.00	0.15753
298.00	0.15200
299.00	0.14781
300.00	0.14460
301.00	0.14207
302.00	0.13990
303.00	0.13801
304.00	0.13617
305.00	0.13394
306.00	0.13194
307.00	0.12979
308.00	0.12796
309.00	0.12617
310.00	0.12427
311.00	0.12285
312.00	0.12165
313.00	0.12001
314.00	0.11802
315.00	0.11489
316.00	0.11126
317.00	0.10672
318.00	0.10195
319.00	0.097347
320.00	0.092467
321.00	0.088193
322.00	0.084144
323.00	0.080701
324.00	0.078082
325.00	0.075497
326.00	0.073046
327.00	0.069683
328.00	0.065279
329.00	0.059512
330.00	0.052928
331.00	0.046493
332.00	0.040087
333.00	0.034885
334.00	0.030877
335.00	0.027918
336.00	0.025806
337.00	0.024369
338.00	0.023594
339.00	0.023159
340.00	0.022973
341.00	0.023125
342.00	0.023242
343.00	0.023862
344.00	0.024387
345.00	0.025136
346.00	0.025939
347.00	0.026926
348.00	0.027952
349.00	0.029043
350.00	0.030344
351.00	0.031746
352.00	0.033185
353.00	0.034908
354.00	0.036758
355.00	0.038747
356.00	0.040806
357.00	0.043363
358.00	0.046176
359.00	0.049024
360.00	0.052359
361.00	0.055189
362.00	0.058212
363.00	0.061834
364.00	0.066105
365.00	0.070817
366.00	0.075260
367.00	0.080426
368.00	0.085496
369.00	0.091034
