Wavelength (nm)	H08 abs N
370.00	0.096903
371.00	0.10290
372.00	0.10952
373.00	0.11656
374.00	0.12366
375.00	0.13121
376.00	0.13919
377.00	0.14723
378.00	0.15590
379.00	0.16489
380.00	0.17403
381.00	0.18364
382.00	0.19395
383.00	0.20440
384.00	0.21466
385.00	0.22629
386.00	0.23773
387.00	0.25033
388.00	0.26290
389.00	0.27416
390.00	0.28698
391.00	0.30136
392.00	0.31643
393.00	0.33085
394.00	0.34473
395.00	0.35995
396.00	0.37607
397.00	0.39338
398.00	0.41062
399.00	0.42691
400.00	0.44336
401.00	0.46165
402.00	0.47838
403.00	0.49745
404.00	0.51601
405.00	0.53513
406.00	0.55188
407.00	0.56910
408.00	0.58739
409.00	0.60429
410.00	0.62276
411.00	0.64119
412.00	0.65979
413.00	0.67721
414.00	0.69349
415.00	0.71212
416.00	0.72990
417.00	0.74814
418.00	0.76766
419.00	0.78686
420.00	0.80578
421.00	0.82734
422.00	0.84280
423.00	0.86126
424.00	0.87697
425.00	0.89503
426.00	0.91005
427.00	0.93215
428.00	0.94105
429.00	0.95713
430.00	0.97075
431.00	0.97676
432.00	0.98288
433.00	0.99332
434.00	0.99900
435.00	0.99776
436.00	1.0000
437.00	0.99934
438.00	0.99794
439.00	0.99371
440.00	0.99137
441.00	0.99116
442.00	0.98422
443.00	0.97892
444.00	0.97514
445.00	0.96789
446.00	0.96586
447.00	0.96260
448.00	0.95724
449.00	0.95500
450.00	0.95063
451.00	0.94390
452.00	0.93525
453.00	0.92839
454.00	0.91831
455.00	0.90953
456.00	0.89468
457.00	0.87874
458.00	0.86109
459.00	0.83888
460.00	0.81023
461.00	0.78160
462.00	0.75229
463.00	0.71924
464.00	0.68378
465.00	0.64545
466.00	0.60733
467.00	0.56621
468.00	0.52463
469.00	0.48499
470.00	0.44343
471.00	0.40275
472.00	0.36396
473.00	0.32713
474.00	0.29328
475.00	0.25970
476.00	0.23044
477.00	0.20269
478.00	0.17624
479.00	0.15315
480.00	0.13183
481.00	0.11357
482.00	0.096968
483.00	0.082542
484.00	0.070039
485.00	0.056310
486.00	0.049940
487.00	0.044135
488.00	0.036337
489.00	0.029763
490.00	0.025237
491.00	0.020920
492.00	0.017715
493.00	0.014941
494.00	0.012929
495.00	0.010522
496.00	0.0091649
497.00	0.0081689
498.00	0.0066390
499.00	0.0061245
500.00	0.0055794
501.00	0.0047266
502.00	0.0043589
503.00	0.0042010
504.00	0.0039382
505.00	0.0032376
506.00	0.0031025
507.00	0.0026436
508.00	0.0025868
509.00	0.0023413
510.00	0.0022395
511.00	0.0020232
512.00	0.0018871
513.00	0.0015928
514.00	0.0019815
515.00	0.0018017
516.00	0.0014499
517.00	0.0018077
518.00	0.0017360
519.00	0.0015373
520.00	0.0016785
521.00	0.0016090
522.00	0.0015600
523.00	0.0016847
524.00	0.0016668
525.00	0.0015839
526.00	0.0016235
527.00	0.0017327
528.00	0.0014456
529.00	0.0012819
530.00	0.0013423
531.00	0.0015678
532.00	0.0013499
533.00	0.0015259
534.00	0.0016761
535.00	0.0016126
536.00	0.0014418
537.00	0.0013732
538.00	0.0014966
539.00	0.0015187
540.00	0.0015546
541.00	0.0014499
542.00	0.0016928
543.00	0.0016848
544.00	0.0014968
545.00	0.0014013
546.00	0.0013391
547.00	0.0016489
548.00	0.0015944
549.00	0.0016895
550.00	0.0014992
551.00	0.0017252
552.00	0.0016547
553.00	0.0015405
554.00	0.0015732
555.00	0.0016063
556.00	0.0017305
557.00	0.0016556
558.00	0.0017310
559.00	0.0015453
560.00	0.0016080
561.00	0.0017158
562.00	0.0016504
563.00	0.0014971
564.00	0.0015479
565.00	0.0018140
566.00	0.0014823
567.00	0.0015760
568.00	0.0018184
569.00	0.0016682
570.00	0.0016589
571.00	0.0017467
572.00	0.0017743
573.00	0.0017317
574.00	0.0018017
575.00	0.0019173
576.00	0.0018838
577.00	0.0018681
578.00	0.0017868
579.00	0.0019320
580.00	0.0017367
581.00	0.0019466
582.00	0.0019040
583.00	0.0020197
584.00	0.0018904
585.00	0.0019071
586.00	0.0019228
587.00	0.0017877
588.00	0.0019963
589.00	0.0019437
590.00	0.0018610
591.00	0.0018594
592.00	0.0017274
593.00	0.0018038
594.00	0.0018588
595.00	0.0017209
596.00	0.0016801
597.00	0.0015983
598.00	0.0017408
599.00	0.0016845
600.00	0.0017468
