Wavelength (nm)	N15 abs N
220.00	0.23753
220.25	0.24009
220.50	0.24316
220.75	0.24065
221.00	0.24174
221.25	0.24147
221.50	0.23974
221.75	0.24152
222.00	0.23934
222.25	0.23862
222.50	0.24205
222.75	0.24145
223.00	0.23823
223.25	0.24032
223.50	0.24037
223.75	0.24027
224.00	0.24103
224.25	0.24005
224.50	0.24108
224.75	0.24025
225.00	0.24078
225.25	0.23888
225.50	0.24018
225.75	0.23754
226.00	0.23699
226.25	0.23663
226.50	0.23814
226.75	0.23683
227.00	0.23606
227.25	0.23613
227.50	0.23693
227.75	0.23316
228.00	0.23430
228.25	0.23261
228.50	0.23263
228.75	0.23144
229.00	0.23103
229.25	0.22586
229.50	0.22551
229.75	0.22693
230.00	0.22653
230.25	0.22556
230.50	0.22560
230.75	0.22277
231.00	0.22133
231.25	0.21979
231.50	0.22090
231.75	0.21765
232.00	0.21556
232.25	0.21613
232.50	0.21351
232.75	0.21401
233.00	0.21068
233.25	0.20704
233.50	0.20663
233.75	0.20537
234.00	0.20465
234.25	0.20446
234.50	0.20034
234.75	0.19922
235.00	0.19705
235.25	0.19216
235.50	0.19441
235.75	0.19200
236.00	0.19081
236.25	0.18890
236.50	0.18590
236.75	0.18366
237.00	0.18262
237.25	0.18071
237.50	0.17944
237.75	0.17778
238.00	0.17701
238.25	0.17611
238.50	0.17392
238.75	0.17231
239.00	0.17194
239.25	0.17123
239.50	0.17067
239.75	0.16843
240.00	0.16713
240.25	0.16566
240.50	0.16351
240.75	0.16371
241.00	0.16288
241.25	0.16050
241.50	0.15983
241.75	0.15868
242.00	0.15792
242.25	0.15619
242.50	0.15394
242.75	0.15335
243.00	0.15301
243.25	0.15278
243.50	0.15088
243.75	0.14975
244.00	0.14940
244.25	0.14712
244.50	0.14561
244.75	0.14667
245.00	0.14288
245.25	0.14661
245.50	0.14335
245.75	0.14354
246.00	0.14169
246.25	0.14178
246.50	0.14125
246.75	0.13973
247.00	0.13901
247.25	0.13875
247.50	0.13684
247.75	0.13498
248.00	0.13358
248.25	0.13174
248.50	0.13044
248.75	0.13011
249.00	0.12938
249.25	0.12965
249.50	0.13088
249.75	0.13071
250.00	0.13122
250.25	0.12848
250.50	0.12961
250.75	0.12954
251.00	0.12920
251.25	0.12989
251.50	0.13107
251.75	0.12960
252.00	0.12935
252.25	0.12977
252.50	0.13097
252.75	0.12974
253.00	0.13099
253.25	0.13204
253.50	0.13125
253.75	0.13038
254.00	0.13085
254.25	0.13294
254.50	0.13384
254.75	0.13687
255.00	0.13814
255.25	0.14070
255.50	0.14193
255.75	0.14535
256.00	0.14791
256.25	0.15091
256.50	0.15256
256.75	0.15338
257.00	0.15926
257.25	0.16039
257.50	0.16152
257.75	0.16451
258.00	0.16929
258.25	0.17017
258.50	0.17353
258.75	0.17685
259.00	0.17958
259.25	0.18159
259.50	0.18457
259.75	0.18695
260.00	0.18891
260.25	0.19163
260.50	0.19524
260.75	0.19804
261.00	0.20001
261.25	0.20408
261.50	0.20795
261.75	0.21137
262.00	0.21463
262.25	0.21896
262.50	0.22494
262.75	0.22707
263.00	0.23044
263.25	0.23564
263.50	0.24014
263.75	0.24361
264.00	0.24642
264.25	0.24890
264.50	0.25288
264.75	0.25734
265.00	0.25910
265.25	0.26116
265.50	0.26202
265.75	0.26375
266.00	0.26400
266.25	0.26636
266.50	0.26681
266.75	0.26559
267.00	0.26639
267.25	0.26536
267.50	0.26317
267.75	0.26093
268.00	0.25673
268.25	0.25424
268.50	0.25164
268.75	0.24723
269.00	0.24268
269.25	0.23859
269.50	0.23442
269.75	0.22829
270.00	0.22462
270.25	0.22030
270.50	0.21590
