Wavelength (nm)	N05 abs N
363.00	0.018473
363.25	0.016640
363.50	0.014882
363.75	0.015382
364.00	0.013001
364.25	0.011900
364.50	0.016296
364.75	0.017249
365.00	0.014557
365.25	0.021456
365.50	0.013873
365.75	0.015375
366.00	0.013788
366.25	0.015017
366.50	0.014213
366.75	0.016021
367.00	0.014924
367.25	0.017432
367.50	0.015761
367.75	0.012124
368.00	0.015683
368.25	0.013424
368.50	0.016479
368.75	0.014707
369.00	0.010750
369.25	0.019522
369.50	0.015874
369.75	0.016683
370.00	0.015793
370.25	0.015128
370.50	0.012014
370.75	0.014918
371.00	0.015723
371.25	0.011765
371.50	0.015889
371.75	0.015742
372.00	0.012902
372.25	0.016995
372.50	0.014723
372.75	0.014808
373.00	0.015968
373.25	0.017154
373.50	0.019605
373.75	0.014253
374.00	0.011554
374.25	0.013299
374.50	0.016460
374.75	0.012992
375.00	0.017133
375.25	0.016386
375.50	0.017075
375.75	0.012954
376.00	0.018025
376.25	0.015761
376.50	0.017179
376.75	0.013271
377.00	0.018673
377.25	0.015409
377.50	0.012680
377.75	0.018709
378.00	0.017032
378.25	0.016458
378.50	0.013876
378.75	0.014200
379.00	0.017970
379.25	0.017022
379.50	0.017281
379.75	0.018202
380.00	0.012992
380.25	0.015636
380.50	0.016410
380.75	0.013915
381.00	0.020399
381.25	0.012659
381.50	0.016192
381.75	0.018824
382.00	0.017175
382.25	0.015820
382.50	0.020053
382.75	0.014776
383.00	0.017954
383.25	0.018556
383.50	0.013530
383.75	0.013396
384.00	0.017916
384.25	0.018099
384.50	0.018071
384.75	0.019887
385.00	0.017024
385.25	0.014607
385.50	0.016471
385.75	0.017116
386.00	0.017541
386.25	0.016598
386.50	0.018097
386.75	0.019221
387.00	0.018036
387.25	0.015732
387.50	0.020077
387.75	0.020079
388.00	0.017687
388.25	0.018655
388.50	0.021266
388.75	0.018883
389.00	0.017479
389.25	0.020402
389.50	0.020791
389.75	0.018461
390.00	0.018159
390.25	0.021901
390.50	0.022018
390.75	0.015859
391.00	0.018266
391.25	0.018944
391.50	0.020344
391.75	0.019280
392.00	0.021541
392.25	0.020334
392.50	0.020747
392.75	0.019082
393.00	0.019421
393.25	0.017658
393.50	0.020914
393.75	0.020498
394.00	0.017724
394.25	0.019376
394.50	0.021241
394.75	0.020021
395.00	0.020102
395.25	0.019412
395.50	0.019873
395.75	0.018351
396.00	0.019095
396.25	0.018722
396.50	0.020775
396.75	0.019274
397.00	0.021435
397.25	0.019942
397.50	0.019728
397.75	0.021636
398.00	0.019005
398.25	0.018890
398.50	0.020490
398.75	0.020496
399.00	0.021489
399.25	0.018819
399.50	0.019073
399.75	0.021251
400.00	0.019505
400.25	0.018246
400.50	0.018300
400.75	0.022375
401.00	0.021509
401.25	0.020281
401.50	0.022117
401.75	0.019450
402.00	0.020832
402.25	0.020242
402.50	0.017140
402.75	0.015535
403.00	0.018610
403.25	0.018297
403.50	0.017908
403.75	0.019373
404.00	0.020378
404.25	0.018002
404.50	0.019113
404.75	0.018512
405.00	0.018883
405.25	0.019775
405.50	0.016370
405.75	0.017154
406.00	0.017283
406.25	0.017909
406.50	0.018699
406.75	0.018535
407.00	0.016804
407.25	0.015560
407.50	0.017416
407.75	0.017537
408.00	0.019096
408.25	0.018920
408.50	0.017132
408.75	0.016395
409.00	0.015147
409.25	0.016189
409.50	0.015292
409.75	0.015485
410.00	0.017404
410.25	0.016724
410.50	0.014841
410.75	0.016605
411.00	0.012885
411.25	0.014676
411.50	0.015934
411.75	0.014809
412.00	0.016859
412.25	0.016501
412.50	0.017063
412.75	0.015933
413.00	0.018618
413.25	0.017816
413.50	0.013591
413.75	0.017250
414.00	0.013549
414.25	0.014133
414.50	0.015180
414.75	0.014169
415.00	0.014486
415.25	0.017811
415.50	0.016415
415.75	0.016226
416.00	0.017197
416.25	0.015679
416.50	0.019749
416.75	0.013527
417.00	0.018364
417.25	0.015863
417.50	0.012543
417.75	0.015491
418.00	0.011997
418.25	0.012208
418.50	0.013929
418.75	0.013234
419.00	0.014617
419.25	0.016024
419.50	0.015539
419.75	0.012540
420.00	0.016887
420.25	0.012670
420.50	0.013633
420.75	0.016066
421.00	0.014868
421.25	0.017148
421.50	0.015855
421.75	0.014500
422.00	0.015109
422.25	0.013781
422.50	0.016846
422.75	0.015008
423.00	0.013499
423.25	0.015130
423.50	0.015015
423.75	0.018657
424.00	0.014547
424.25	0.015055
424.50	0.011959
424.75	0.014258
425.00	0.013291
425.25	0.015795
425.50	0.016339
425.75	0.017764
426.00	0.016063
426.25	0.012420
426.50	0.012873
426.75	0.015052
427.00	0.014046
427.25	0.016719
427.50	0.014827
427.75	0.012382
428.00	0.014233
428.25	0.013920
428.50	0.013180
428.75	0.015153
429.00	0.015153
429.25	0.014898
429.50	0.015645
429.75	0.014000
430.00	0.013433
430.25	0.014318
430.50	0.016361
430.75	0.013465
431.00	0.015896
431.25	0.016659
431.50	0.013210
431.75	0.015272
432.00	0.014334
432.25	0.015070
432.50	0.013531
432.75	0.013291
433.00	0.013903
433.25	0.014029
433.50	0.015976
433.75	0.015548
434.00	0.014517
434.25	0.016379
434.50	0.014358
434.75	0.014428
435.00	0.014383
435.25	0.019158
435.50	0.016378
435.75	0.016384
436.00	0.016946
436.25	0.017184
436.50	0.016707
436.75	0.012693
437.00	0.016670
437.25	0.016640
437.50	0.017042
437.75	0.017205
438.00	0.017572
438.25	0.018709
438.50	0.018865
438.75	0.018094
439.00	0.015758
439.25	0.017937
439.50	0.017594
439.75	0.018691
440.00	0.019435
440.25	0.018796
440.50	0.019510
440.75	0.019045
441.00	0.021034
441.25	0.020385
441.50	0.021761
441.75	0.020432
442.00	0.021069
442.25	0.020784
442.50	0.021767
442.75	0.021175
443.00	0.021264
443.25	0.023815
443.50	0.022973
443.75	0.022853
444.00	0.024175
444.25	0.023454
444.50	0.026457
444.75	0.022965
445.00	0.025615
445.25	0.023994
445.50	0.027180
445.75	0.028384
446.00	0.025695
446.25	0.026307
446.50	0.026201
446.75	0.029826
447.00	0.029703
447.25	0.027853
447.50	0.025935
447.75	0.029799
448.00	0.028993
448.25	0.030020
448.50	0.031931
448.75	0.031413
449.00	0.032986
449.25	0.034637
449.50	0.032790
449.75	0.032920
450.00	0.034178
450.25	0.035371
450.50	0.033938
450.75	0.035316
451.00	0.037232
451.25	0.037214
451.50	0.036488
451.75	0.039634
452.00	0.037622
452.25	0.039678
452.50	0.038864
452.75	0.038163
453.00	0.040495
453.25	0.041777
453.50	0.042711
453.75	0.041423
454.00	0.043346
454.25	0.042960
454.50	0.045084
454.75	0.044200
455.00	0.045266
455.25	0.046797
455.50	0.046623
455.75	0.047668
456.00	0.046980
456.25	0.048820
456.50	0.050348
456.75	0.048365
457.00	0.051156
457.25	0.051893
457.50	0.050350
457.75	0.051227
458.00	0.052875
458.25	0.053738
458.50	0.052814
458.75	0.052505
459.00	0.056264
459.25	0.055331
459.50	0.056397
459.75	0.059438
460.00	0.059294
460.25	0.060640
460.50	0.060327
460.75	0.059902
461.00	0.060597
461.25	0.062000
461.50	0.059522
461.75	0.062284
462.00	0.062132
462.25	0.063890
462.50	0.063286
462.75	0.063638
463.00	0.063678
463.25	0.066664
463.50	0.067031
463.75	0.067650
464.00	0.070454
464.25	0.070068
464.50	0.070672
464.75	0.070483
465.00	0.072505
465.25	0.070138
465.50	0.074131
465.75	0.074442
466.00	0.075209
466.25	0.077506
466.50	0.077547
466.75	0.078715
467.00	0.080022
467.25	0.081654
467.50	0.081462
467.75	0.081302
468.00	0.084360
468.25	0.086668
468.50	0.085037
468.75	0.086435
469.00	0.090378
469.25	0.089197
469.50	0.090295
469.75	0.090916
470.00	0.093765
470.25	0.094150
470.50	0.095075
470.75	0.097126
471.00	0.098352
471.25	0.10148
471.50	0.10421
471.75	0.10436
472.00	0.10365
472.25	0.10845
472.50	0.10780
472.75	0.11014
473.00	0.11243
473.25	0.11392
473.50	0.11741
473.75	0.11979
474.00	0.12600
474.25	0.12532
474.50	0.12781
474.75	0.13096
475.00	0.13178
475.25	0.13668
475.50	0.13739
475.75	0.14092
476.00	0.14038
476.25	0.14361
476.50	0.14652
476.75	0.14826
477.00	0.15075
477.25	0.15422
477.50	0.15541
477.75	0.16249
478.00	0.16208
478.25	0.16699
478.50	0.16785
478.75	0.17193
479.00	0.17238
479.25	0.17691
479.50	0.17815
479.75	0.18095
480.00	0.18422
480.25	0.18833
480.50	0.18844
480.75	0.19412
481.00	0.19812
481.25	0.19987
481.50	0.20359
481.75	0.20605
482.00	0.20780
482.25	0.20909
482.50	0.21347
482.75	0.21544
483.00	0.21984
483.25	0.22157
483.50	0.22287
483.75	0.22575
484.00	0.22928
484.25	0.23364
484.50	0.23784
484.75	0.23997
485.00	0.23978
485.25	0.24410
485.50	0.24373
485.75	0.24720
486.00	0.24971
486.25	0.25308
486.50	0.25328
486.75	0.25591
487.00	0.25966
487.25	0.26260
487.50	0.26433
487.75	0.26606
488.00	0.26817
488.25	0.27073
488.50	0.27006
488.75	0.27300
489.00	0.27586
489.25	0.27578
489.50	0.28022
489.75	0.28125
490.00	0.28157
490.25	0.28378
490.50	0.28518
490.75	0.28742
491.00	0.28759
491.25	0.28797
491.50	0.28936
491.75	0.28964
492.00	0.29169
492.25	0.29336
492.50	0.29578
492.75	0.29392
493.00	0.29647
493.25	0.29742
493.50	0.29757
493.75	0.29658
494.00	0.29890
494.25	0.29871
494.50	0.30019
494.75	0.29807
495.00	0.30029
495.25	0.30087
495.50	0.30213
495.75	0.30416
496.00	0.30488
496.25	0.30556
496.50	0.30392
496.75	0.30734
497.00	0.30680
497.25	0.30843
497.50	0.30880
497.75	0.30712
498.00	0.30996
498.25	0.30990
498.50	0.31376
498.75	0.31422
499.00	0.31703
499.25	0.31654
499.50	0.31817
499.75	0.32135
500.00	0.32398
500.25	0.32387
500.50	0.32652
500.75	0.32745
501.00	0.32946
501.25	0.33465
501.50	0.33696
501.75	0.33626
502.00	0.34238
502.25	0.34132
502.50	0.34560
502.75	0.34923
503.00	0.35394
503.25	0.35629
503.50	0.35972
503.75	0.36322
504.00	0.36850
504.25	0.37278
504.50	0.37751
504.75	0.38155
505.00	0.38376
505.25	0.39074
505.50	0.39556
505.75	0.39944
506.00	0.40533
506.25	0.41228
506.50	0.41496
506.75	0.42148
507.00	0.42850
507.25	0.43423
507.50	0.44171
507.75	0.44934
508.00	0.45540
508.25	0.46197
508.50	0.46939
508.75	0.47581
509.00	0.48470
509.25	0.49280
509.50	0.49917
509.75	0.50891
510.00	0.51648
510.25	0.52649
510.50	0.53238
510.75	0.54121
511.00	0.55156
511.25	0.56064
511.50	0.56960
511.75	0.57756
512.00	0.58949
512.25	0.59567
512.50	0.60646
512.75	0.61577
513.00	0.62802
513.25	0.63864
513.50	0.64879
513.75	0.66250
514.00	0.67437
514.25	0.68665
514.50	0.70021
514.75	0.71087
515.00	0.72397
515.25	0.73253
515.50	0.74333
515.75	0.75347
516.00	0.76265
516.25	0.77053
516.50	0.78810
516.75	0.79249
517.00	0.80393
517.25	0.81427
517.50	0.82272
517.75	0.83202
518.00	0.84413
518.25	0.85278
518.50	0.86128
518.75	0.86658
519.00	0.87642
519.25	0.88968
519.50	0.89318
519.75	0.90370
520.00	0.91060
520.25	0.92053
520.50	0.92877
520.75	0.93575
521.00	0.93947
521.25	0.95016
521.50	0.95447
521.75	0.96099
522.00	0.96437
522.25	0.97170
522.50	0.97566
522.75	0.97726
523.00	0.98201
523.25	0.98923
523.50	0.99048
523.75	0.98982
524.00	0.99275
524.25	0.99361
524.50	0.99697
524.75	1.0000
525.00	0.99838
525.25	0.99674
525.50	0.99517
525.75	0.99222
526.00	0.99508
526.25	0.99166
526.50	0.99163
526.75	0.98475
527.00	0.97992
527.25	0.97858
527.50	0.97080
527.75	0.96758
528.00	0.96128
528.25	0.95204
528.50	0.94696
528.75	0.94085
529.00	0.92888
529.25	0.92407
529.50	0.91297
529.75	0.90103
530.00	0.89181
530.25	0.88095
530.50	0.87027
530.75	0.85748
531.00	0.84872
531.25	0.83560
531.50	0.82350
531.75	0.81200
532.00	0.79978
