Wavelength (nm)	E24 abs N
210.00	0.77859
211.00	0.72407
212.00	0.67430
213.00	0.62888
214.00	0.59087
215.00	0.55809
216.00	0.52892
217.00	0.50209
218.00	0.47598
219.00	0.45243
220.00	0.43058
221.00	0.40979
222.00	0.38821
223.00	0.36587
224.00	0.34409
225.00	0.32562
226.00	0.31151
227.00	0.30226
228.00	0.29670
229.00	0.29432
230.00	0.29389
231.00	0.29434
232.00	0.29531
233.00	0.29646
234.00	0.29723
235.00	0.29722
236.00	0.29649
237.00	0.29532
238.00	0.29369
239.00	0.29188
240.00	0.29009
241.00	0.28842
242.00	0.28707
243.00	0.28609
244.00	0.28581
245.00	0.28644
246.00	0.28739
247.00	0.28872
248.00	0.29047
249.00	0.29210
250.00	0.29351
251.00	0.29469
252.00	0.29498
253.00	0.29526
254.00	0.29463
255.00	0.29314
256.00	0.29095
257.00	0.28773
258.00	0.28353
259.00	0.27833
260.00	0.27187
261.00	0.26401
262.00	0.25541
263.00	0.24626
264.00	0.23529
265.00	0.22412
266.00	0.21191
267.00	0.20049
268.00	0.18889
269.00	0.17811
270.00	0.16777
271.00	0.15857
272.00	0.14982
273.00	0.14217
274.00	0.13557
275.00	0.12994
276.00	0.12551
277.00	0.12174
278.00	0.11874
279.00	0.11647
280.00	0.11502
281.00	0.11403
282.00	0.11314
283.00	0.11307
284.00	0.11319
285.00	0.11331
286.00	0.11379
287.00	0.11416
288.00	0.11483
289.00	0.11541
290.00	0.11593
291.00	0.11660
292.00	0.11709
293.00	0.11752
294.00	0.11790
295.00	0.11783
296.00	0.11790
297.00	0.11791
298.00	0.11762
299.00	0.11757
300.00	0.11722
301.00	0.11683
302.00	0.11660
303.00	0.11624
304.00	0.11588
305.00	0.11553
306.00	0.11531
307.00	0.11491
308.00	0.11415
309.00	0.11332
310.00	0.11246
311.00	0.11110
312.00	0.10973
313.00	0.10839
314.00	0.10700
315.00	0.10557
316.00	0.10408
317.00	0.10266
318.00	0.10106
319.00	0.099556
320.00	0.097903
321.00	0.096177
322.00	0.094086
323.00	0.091518
324.00	0.089341
325.00	0.087092
326.00	0.085364
327.00	0.083964
328.00	0.082882
329.00	0.082197
330.00	0.082179
331.00	0.082977
332.00	0.084327
333.00	0.086311
334.00	0.088984
335.00	0.091601
336.00	0.094883
337.00	0.098642
338.00	0.10290
339.00	0.10719
340.00	0.11202
341.00	0.11706
342.00	0.12234
343.00	0.12793
344.00	0.13383
345.00	0.14004
346.00	0.14673
347.00	0.15348
348.00	0.16070
349.00	0.16835
350.00	0.17621
351.00	0.18396
352.00	0.19263
353.00	0.20145
354.00	0.21034
355.00	0.22021
356.00	0.22973
357.00	0.23908
358.00	0.24900
359.00	0.25943
360.00	0.26988
361.00	0.28123
362.00	0.29362
363.00	0.30629
364.00	0.31845
365.00	0.33175
366.00	0.34573
367.00	0.35896
368.00	0.37263
369.00	0.38750
370.00	0.40269
371.00	0.41801
372.00	0.43333
373.00	0.44763
374.00	0.46447
375.00	0.48102
376.00	0.49681
377.00	0.51342
378.00	0.53075
379.00	0.54800
380.00	0.56550
381.00	0.58344
382.00	0.60186
383.00	0.61969
384.00	0.63680
385.00	0.65484
386.00	0.67306
387.00	0.69192
388.00	0.71075
389.00	0.72863
390.00	0.74586
391.00	0.76477
392.00	0.78362
393.00	0.80014
394.00	0.81690
395.00	0.83502
396.00	0.84844
397.00	0.86613
398.00	0.88036
399.00	0.89683
400.00	0.91011
401.00	0.92139
402.00	0.93448
403.00	0.94577
404.00	0.95508
405.00	0.96735
406.00	0.97504
407.00	0.98106
408.00	0.98605
409.00	0.99247
410.00	0.99660
411.00	0.99792
412.00	0.99830
413.00	1.0000
414.00	0.99648
415.00	0.99194
416.00	0.98768
417.00	0.98243
418.00	0.97547
419.00	0.96609
420.00	0.95418
421.00	0.94243
422.00	0.92941
423.00	0.91483
424.00	0.89822
425.00	0.88004
426.00	0.86082
427.00	0.83894
428.00	0.81970
429.00	0.79505
430.00	0.77301
431.00	0.74924
432.00	0.72319
433.00	0.69704
434.00	0.67006
435.00	0.64328
436.00	0.61583
437.00	0.58845
438.00	0.55961
439.00	0.53226
440.00	0.50395
441.00	0.47460
442.00	0.44887
443.00	0.42179
444.00	0.39464
445.00	0.36953
446.00	0.34406
447.00	0.31993
448.00	0.29633
449.00	0.27293
450.00	0.25233
451.00	0.23162
452.00	0.21206
453.00	0.19307
454.00	0.17580
455.00	0.15923
456.00	0.14410
457.00	0.12946
458.00	0.11602
459.00	0.10464
460.00	0.094014
461.00	0.083654
462.00	0.074729
463.00	0.065753
464.00	0.057763
465.00	0.050743
466.00	0.044997
467.00	0.039769
468.00	0.034723
469.00	0.031137
470.00	0.027679
471.00	0.023772
472.00	0.020756
473.00	0.017801
474.00	0.015450
475.00	0.013764
476.00	0.011915
477.00	0.010557
478.00	0.0092228
479.00	0.0078318
480.00	0.0069686
481.00	0.0055968
482.00	0.0051969
483.00	0.0048027
484.00	0.0040757
485.00	0.0029182
486.00	0.0024517
487.00	0.0020472
488.00	0.0029015
489.00	0.0023867
490.00	0.0019941
491.00	0.0017559
492.00	0.0017617
493.00	0.0015609
494.00	0.0016254
495.00	0.0015583
496.00	0.0012682
497.00	0.0012151
498.00	0.0011366
499.00	0.0013051
500.00	0.00086984
