Wavelength (nm)	G11 abs N
250.00	0.046336
251.00	0.042868
252.00	0.039762
253.00	0.036791
254.00	0.033835
255.00	0.031298
256.00	0.028593
257.00	0.026892
258.00	0.024637
259.00	0.022821
260.00	0.021265
261.00	0.019410
262.00	0.017395
263.00	0.015906
264.00	0.013991
265.00	0.012316
266.00	0.010786
267.00	0.0096836
268.00	0.0081514
269.00	0.0067315
270.00	0.0058632
271.00	0.0051657
272.00	0.0047481
273.00	0.0040983
274.00	0.0036618
275.00	0.0032872
276.00	0.0027987
277.00	0.0024610
278.00	0.0026086
279.00	0.0024951
280.00	0.0024473
281.00	0.0023491
282.00	0.0022330
283.00	0.0022572
284.00	0.0021001
285.00	0.0022004
286.00	0.0024084
287.00	0.0025224
288.00	0.0026238
289.00	0.0026837
290.00	0.0028134
291.00	0.0030241
292.00	0.0033797
293.00	0.0038330
294.00	0.0040615
295.00	0.0041214
296.00	0.0042548
297.00	0.0047197
298.00	0.0051011
299.00	0.0056657
300.00	0.0060760
301.00	0.0063418
302.00	0.0067116
303.00	0.0073015
304.00	0.0079371
305.00	0.0088610
306.00	0.0095665
307.00	0.010311
308.00	0.010968
309.00	0.011528
310.00	0.012675
311.00	0.013727
312.00	0.014761
313.00	0.015784
314.00	0.017145
315.00	0.017940
316.00	0.019262
317.00	0.020985
318.00	0.022800
319.00	0.024270
320.00	0.026418
321.00	0.028293
322.00	0.030022
323.00	0.032244
324.00	0.034492
325.00	0.037231
326.00	0.039648
327.00	0.042285
328.00	0.045288
329.00	0.048183
330.00	0.051479
331.00	0.055075
332.00	0.058883
333.00	0.062870
334.00	0.067109
335.00	0.071658
336.00	0.076501
337.00	0.081576
338.00	0.086700
339.00	0.092028
340.00	0.097720
341.00	0.10342
342.00	0.10931
343.00	0.11553
344.00	0.12199
345.00	0.12928
346.00	0.13632
347.00	0.14449
348.00	0.15277
349.00	0.16240
350.00	0.17188
351.00	0.18247
352.00	0.19357
353.00	0.20482
354.00	0.21660
355.00	0.22826
356.00	0.23983
357.00	0.24990
358.00	0.26002
359.00	0.27003
360.00	0.28021
361.00	0.29061
362.00	0.30172
363.00	0.31320
364.00	0.32650
365.00	0.34127
366.00	0.35813
367.00	0.37763
368.00	0.39774
369.00	0.42079
370.00	0.44555
371.00	0.47129
372.00	0.49787
373.00	0.52393
374.00	0.54687
375.00	0.56740
376.00	0.58499
377.00	0.59891
378.00	0.60846
379.00	0.61508
380.00	0.61907
381.00	0.61962
382.00	0.62333
383.00	0.62738
384.00	0.63394
385.00	0.64432
386.00	0.65929
387.00	0.67849
388.00	0.70190
389.00	0.72627
390.00	0.75527
391.00	0.78549
392.00	0.81749
393.00	0.84942
394.00	0.88073
395.00	0.91437
396.00	0.94275
397.00	0.96381
398.00	0.98268
399.00	0.99308
400.00	0.99864
401.00	1.00000
402.00	0.99815
403.00	0.99298
404.00	0.97983
405.00	0.96113
406.00	0.93535
407.00	0.90706
408.00	0.86430
409.00	0.81697
410.00	0.76130
411.00	0.69515
412.00	0.62598
413.00	0.55834
414.00	0.49320
415.00	0.42766
416.00	0.36873
417.00	0.31679
418.00	0.27197
419.00	0.23367
420.00	0.20097
421.00	0.17377
422.00	0.15237
423.00	0.13387
424.00	0.11851
425.00	0.10399
426.00	0.091270
427.00	0.078740
428.00	0.068812
429.00	0.059022
430.00	0.050606
431.00	0.043473
432.00	0.037049
433.00	0.030741
434.00	0.025724
435.00	0.021416
436.00	0.017815
437.00	0.014727
438.00	0.012328
439.00	0.010262
440.00	0.0084187
441.00	0.0068944
442.00	0.0056904
443.00	0.0051604
444.00	0.0043683
445.00	0.0037458
446.00	0.0032510
447.00	0.0023890
448.00	0.0022509
449.00	0.0024557
450.00	0.0020681
451.00	0.0018653
452.00	0.0015055
453.00	0.0011509
454.00	0.0012980
455.00	0.0011614
456.00	0.0015218
457.00	0.0012717
458.00	0.0011577
459.00	0.0011572
460.00	0.00069392
461.00	0.0012166
462.00	0.0013358
463.00	0.0018317
464.00	0.0013011
465.00	0.00098125
466.00	0.00077271
467.00	0.0010080
468.00	0.0011215
469.00	0.0011793
470.00	0.0012702
471.00	0.00087409
472.00	0.00061145
473.00	0.0010947
474.00	0.00089090
475.00	0.0011378
476.00	0.0014713
477.00	0.0012969
478.00	0.00068866
479.00	0.00056575
480.00	0.0011577
481.00	0.0010317
482.00	0.0011052
483.00	0.0015417
484.00	0.00094763
485.00	0.0013580
486.00	0.0010501
487.00	0.0014466
488.00	0.0013180
489.00	0.0011068
490.00	0.00059254
491.00	0.00060882
492.00	0.00080002
493.00	0.0014524
494.00	0.00099753
495.00	0.0014109
496.00	0.0015223
497.00	0.0012197
498.00	0.0014776
499.00	0.00077639
500.00	0.00078952
