Wavelength (nm)	J11 abs N
280.00	0.54787
281.00	0.54021
282.00	0.53128
283.00	0.52207
284.00	0.51430
285.00	0.50790
286.00	0.50335
287.00	0.50058
288.00	0.49892
289.00	0.49864
290.00	0.49826
291.00	0.49816
292.00	0.49762
293.00	0.49654
294.00	0.49578
295.00	0.49516
296.00	0.49462
297.00	0.49505
298.00	0.49551
299.00	0.49621
300.00	0.49784
301.00	0.50005
302.00	0.50248
303.00	0.50583
304.00	0.50904
305.00	0.51227
306.00	0.51570
307.00	0.51931
308.00	0.52335
309.00	0.52788
310.00	0.53289
311.00	0.53757
312.00	0.54290
313.00	0.54951
314.00	0.55660
315.00	0.56402
316.00	0.57147
317.00	0.57911
318.00	0.58676
319.00	0.59382
320.00	0.60032
321.00	0.60663
322.00	0.61039
323.00	0.61323
324.00	0.61530
325.00	0.61613
326.00	0.61692
327.00	0.61610
328.00	0.61663
329.00	0.61688
330.00	0.61710
331.00	0.61695
332.00	0.61651
333.00	0.61548
334.00	0.61405
335.00	0.61130
336.00	0.60738
337.00	0.60089
338.00	0.59229
339.00	0.58114
340.00	0.56765
341.00	0.55220
342.00	0.53431
343.00	0.51512
344.00	0.49603
345.00	0.47645
346.00	0.45781
347.00	0.43995
348.00	0.42404
349.00	0.40839
350.00	0.39415
351.00	0.38104
352.00	0.36884
353.00	0.35729
354.00	0.34637
355.00	0.33609
356.00	0.32658
357.00	0.31761
358.00	0.30901
359.00	0.30082
360.00	0.29301
361.00	0.28539
362.00	0.27810
363.00	0.27132
364.00	0.26459
365.00	0.25854
366.00	0.25254
367.00	0.24755
368.00	0.24219
369.00	0.23840
370.00	0.23418
371.00	0.23009
372.00	0.22670
373.00	0.22367
374.00	0.22100
375.00	0.21855
376.00	0.21637
377.00	0.21451
378.00	0.21294
379.00	0.21188
380.00	0.21072
381.00	0.20960
382.00	0.20913
383.00	0.20895
384.00	0.20920
385.00	0.20913
386.00	0.20977
387.00	0.21063
388.00	0.21152
389.00	0.21242
390.00	0.21295
391.00	0.21424
392.00	0.21623
393.00	0.21804
394.00	0.21957
395.00	0.22116
396.00	0.22251
397.00	0.22452
398.00	0.22749
399.00	0.22910
400.00	0.23072
401.00	0.23279
402.00	0.23489
403.00	0.23826
404.00	0.24116
405.00	0.24412
406.00	0.24656
407.00	0.24915
408.00	0.25210
409.00	0.25553
410.00	0.25868
411.00	0.26246
412.00	0.26666
413.00	0.27108
414.00	0.27423
415.00	0.27819
416.00	0.28250
417.00	0.28719
418.00	0.29140
419.00	0.29625
420.00	0.30218
421.00	0.30755
422.00	0.31275
423.00	0.31810
424.00	0.32201
425.00	0.32720
426.00	0.33178
427.00	0.33901
428.00	0.34394
429.00	0.34973
430.00	0.35600
431.00	0.36151
432.00	0.36553
433.00	0.37228
434.00	0.37822
435.00	0.38364
436.00	0.39056
437.00	0.39699
438.00	0.40418
439.00	0.41100
440.00	0.41758
441.00	0.42534
442.00	0.43186
443.00	0.43956
444.00	0.44734
445.00	0.45503
446.00	0.46358
447.00	0.47166
448.00	0.47990
449.00	0.48835
450.00	0.49776
451.00	0.50668
452.00	0.51581
453.00	0.52508
454.00	0.53527
455.00	0.54490
456.00	0.55534
457.00	0.56623
458.00	0.57650
459.00	0.58650
460.00	0.59527
461.00	0.60602
462.00	0.61675
463.00	0.62791
464.00	0.63999
465.00	0.65065
466.00	0.66129
467.00	0.67093
468.00	0.68213
469.00	0.69120
470.00	0.70183
471.00	0.71406
472.00	0.72668
473.00	0.73538
474.00	0.74758
475.00	0.75545
476.00	0.76613
477.00	0.77707
478.00	0.78878
479.00	0.79695
480.00	0.80592
481.00	0.81494
482.00	0.82583
483.00	0.83555
484.00	0.84374
485.00	0.85940
486.00	0.86516
487.00	0.86974
488.00	0.87653
489.00	0.88658
490.00	0.89600
491.00	0.90185
492.00	0.90830
493.00	0.91640
494.00	0.92310
495.00	0.93112
496.00	0.93739
497.00	0.94545
498.00	0.95392
499.00	0.95923
500.00	0.96361
501.00	0.96938
502.00	0.97223
503.00	0.97846
504.00	0.98310
505.00	0.98940
506.00	0.98829
507.00	0.99111
508.00	0.99559
509.00	0.99806
510.00	0.99838
511.00	0.99885
512.00	1.0000
513.00	0.99809
514.00	0.99395
515.00	0.99358
516.00	0.99682
517.00	0.98927
518.00	0.98896
519.00	0.98267
520.00	0.97822
521.00	0.97158
522.00	0.96648
523.00	0.96039
524.00	0.95388
525.00	0.94579
526.00	0.93870
527.00	0.92930
528.00	0.91923
529.00	0.91055
530.00	0.90297
531.00	0.89412
532.00	0.88048
533.00	0.87427
534.00	0.86385
535.00	0.85345
536.00	0.84137
537.00	0.83078
538.00	0.81911
539.00	0.80925
540.00	0.79969
541.00	0.78858
542.00	0.77849
543.00	0.76659
544.00	0.75586
545.00	0.74307
546.00	0.73317
547.00	0.71909
548.00	0.70804
549.00	0.69566
550.00	0.68326
551.00	0.67046
552.00	0.65700
553.00	0.64329
554.00	0.63053
555.00	0.61573
556.00	0.60133
557.00	0.58592
558.00	0.57168
559.00	0.55536
560.00	0.53858
561.00	0.52294
562.00	0.50750
563.00	0.49042
564.00	0.47394
565.00	0.45660
566.00	0.43975
567.00	0.42159
568.00	0.40409
569.00	0.38680
570.00	0.37013
571.00	0.35356
572.00	0.33718
573.00	0.32012
574.00	0.30401
575.00	0.28949
576.00	0.27290
577.00	0.25622
578.00	0.24321
579.00	0.22949
580.00	0.21547
581.00	0.20124
582.00	0.18969
583.00	0.17844
584.00	0.16531
585.00	0.15390
586.00	0.14491
587.00	0.13347
588.00	0.12479
589.00	0.11649
590.00	0.10770
591.00	0.10023
592.00	0.092617
593.00	0.085254
594.00	0.079118
595.00	0.072952
596.00	0.068230
597.00	0.063551
598.00	0.058737
599.00	0.053645
600.00	0.049734
601.00	0.045855
602.00	0.041645
603.00	0.037512
604.00	0.035339
605.00	0.032598
606.00	0.030025
607.00	0.027692
608.00	0.025781
609.00	0.023153
610.00	0.021236
611.00	0.019350
612.00	0.017622
613.00	0.016500
614.00	0.015293
615.00	0.013830
616.00	0.012833
617.00	0.011289
618.00	0.010373
619.00	0.010322
620.00	0.0092123
621.00	0.0084573
622.00	0.0076049
623.00	0.0072368
624.00	0.0066672
625.00	0.0060297
626.00	0.0057412
627.00	0.0055187
628.00	0.0054320
629.00	0.0047016
630.00	0.0045180
631.00	0.0045461
632.00	0.0044787
633.00	0.0048928
634.00	0.0050358
635.00	0.0052993
636.00	0.0048544
637.00	0.0047543
638.00	0.0042308
639.00	0.0034950
640.00	0.0034150
641.00	0.0033404
642.00	0.0031291
643.00	0.0028999
644.00	0.0028200
645.00	0.0028624
646.00	0.0024751
647.00	0.0023254
648.00	0.0023156
649.00	0.0023451
650.00	0.0024939
651.00	0.0024997
652.00	0.0021905
653.00	0.0023706
654.00	0.0023156
655.00	0.0026140
656.00	0.0023657
657.00	0.0015108
658.00	0.0011876
659.00	0.0020543
660.00	0.0021191
661.00	0.0021901
662.00	0.0025403
663.00	0.0022678
664.00	0.0024952
665.00	0.0019859
666.00	0.0015830
