Wavelength (nm)	E16 abs N
190.00	0.40298
191.00	0.43278
192.00	0.48436
193.00	0.57066
194.00	0.64084
195.00	0.69832
196.00	0.74378
197.00	0.77890
198.00	0.81520
199.00	0.84718
200.00	0.87888
201.00	0.91015
202.00	0.93865
203.00	0.96156
204.00	0.97924
205.00	0.99394
206.00	1.0000
207.00	0.99662
208.00	0.99149
209.00	0.98850
210.00	0.98192
211.00	0.96382
212.00	0.93659
213.00	0.90109
214.00	0.86143
215.00	0.81683
216.00	0.76386
217.00	0.70114
218.00	0.63267
219.00	0.56395
220.00	0.49201
221.00	0.41216
222.00	0.32803
223.00	0.25603
224.00	0.19694
225.00	0.15217
226.00	0.11965
227.00	0.097527
228.00	0.081679
229.00	0.070372
230.00	0.061669
231.00	0.054735
232.00	0.049198
233.00	0.044423
234.00	0.040372
235.00	0.036818
236.00	0.033724
237.00	0.030974
238.00	0.028515
239.00	0.026333
240.00	0.024416
241.00	0.022740
242.00	0.021275
243.00	0.019970
244.00	0.018815
245.00	0.017895
246.00	0.017076
247.00	0.016380
248.00	0.015764
249.00	0.015272
250.00	0.014905
251.00	0.014562
252.00	0.014286
253.00	0.014028
254.00	0.013691
255.00	0.013383
256.00	0.013093
257.00	0.012784
258.00	0.012412
259.00	0.012136
260.00	0.011724
261.00	0.011317
262.00	0.010836
263.00	0.010440
264.00	0.010105
265.00	0.0096851
266.00	0.0093453
267.00	0.0089179
268.00	0.0085471
269.00	0.0080980
270.00	0.0076706
271.00	0.0072991
272.00	0.0069093
273.00	0.0064576
274.00	0.0061032
275.00	0.0057429
276.00	0.0052744
277.00	0.0048787
278.00	0.0047086
279.00	0.0043066
280.00	0.0039933
281.00	0.0037784
282.00	0.0037237
283.00	0.0034715
284.00	0.0032952
285.00	0.0032732
286.00	0.0032233
287.00	0.0031327
288.00	0.0030779
289.00	0.0030269
290.00	0.0029919
291.00	0.0030188
292.00	0.0029726
293.00	0.0030103
294.00	0.0030134
295.00	0.0028400
296.00	0.0028762
297.00	0.0027998
298.00	0.0027962
299.00	0.0027335
300.00	0.0026590
