Wavelength (nm)	D04 abs N
317.25	0.39654
317.50	0.38612
317.75	0.38696
318.00	0.38742
318.25	0.37152
318.50	0.37864
318.75	0.37926
319.00	0.38157
319.25	0.37906
319.50	0.38455
319.75	0.38819
320.00	0.38953
320.25	0.39724
320.50	0.40293
320.75	0.41941
321.00	0.43059
321.25	0.45473
321.50	0.47271
321.75	0.48049
322.00	0.50239
322.25	0.52240
322.50	0.55062
322.75	0.57881
323.00	0.61368
323.25	0.63026
323.50	0.67096
323.75	0.70121
324.00	0.73591
324.25	0.78605
324.50	0.81003
324.75	0.83182
325.00	0.86062
325.25	0.88010
325.50	0.91004
325.75	0.90665
326.00	0.91861
326.25	0.91567
326.50	0.90708
326.75	0.88582
327.00	0.86318
327.25	0.81583
327.50	0.78067
327.75	0.74332
328.00	0.68727
328.25	0.63980
328.50	0.58591
328.75	0.53583
329.00	0.48002
329.25	0.43705
329.50	0.39697
329.75	0.35493
330.00	0.31405
330.25	0.28352
330.50	0.24278
330.75	0.22377
331.00	0.19490
331.25	0.16383
331.50	0.14614
331.75	0.13648
332.00	0.10952
332.25	0.10156
332.50	0.090179
332.75	0.080367
333.00	0.065234
333.25	0.062153
333.50	0.050660
333.75	0.047894
334.00	0.044400
334.25	0.041458
334.50	0.030228
334.75	0.033766
335.00	0.025199
335.25	0.022497
335.50	0.025643
335.75	0.017816
336.00	0.027570
336.25	0.019362
336.50	0.012875
336.75	0.0069080
337.00	0.018523
337.25	0.0088594
337.50	0.0074317
337.75	0.0079244
338.00	0.011003
338.25	0.0097493
338.50	0.0014464
338.75	0.012806
339.00	0.013799
339.25	0.0059646
339.50	0.0090767
339.75	0.0053810
340.00	0.0069801
340.25	0.0075750
340.50	0.0091170
340.75	-0.00050025
341.00	0.0045126
341.25	0.0053988
341.50	0.0076912
341.75	0.0056658
342.00	0.0026015
342.25	-0.0028338
342.50	0.0025444
342.75	0.0065417
343.00	-0.00054803
343.25	-0.00083750
343.50	-0.0030802
343.75	-0.0015111
344.00	0.0067740
344.25	0.0017574
344.50	-0.0027776
344.75	0.0069661
345.00	0.0083881
345.25	0.0020610
345.50	0.0037922
345.75	-0.0011438
346.00	-0.0041678
346.25	-0.0011242
346.50	-0.0010586
346.75	-0.00059862
347.00	0.0031383
347.25	0.0046578
347.50	0.0027982
347.75	0.00052648
348.00	-0.0026305
348.25	0.0019326
348.50	-8.0565e-05
348.75	-0.00071759
349.00	0.00062016
349.25	-0.00088153
349.50	-0.00051056
349.75	0.0090589
350.00	0.0044826
350.25	0.0086617
350.50	0.0041247
350.75	0.0073221
351.00	0.0040470
351.25	0.0047280
351.50	0.0027795
351.75	0.0012019
352.00	0.0018905
352.25	0.0043271
352.50	0.0059009
352.75	0.0043786
353.00	0.0036517
353.25	0.00034287
353.50	0.0054475
353.75	0.0072209
354.00	0.0019888
354.25	0.0070438
354.50	-0.0019101
354.75	0.0048386
355.00	0.00019298
355.25	-1.5926e-05
355.50	0.0030390
355.75	0.0032413
356.00	0.0033322
356.25	0.0010605
356.50	0.0017509
356.75	0.0035608
357.00	0.0043177
357.25	0.0042625
357.50	0.0027486
357.75	0.0036919
358.00	-0.00051337
358.25	0.0012319
358.50	0.0023504
358.75	0.0044826
359.00	0.0025425
359.25	-0.00017799
359.50	0.0034821
359.75	0.0043252
360.00	-0.0032694
360.25	0.0057417
360.50	0.0018811
360.75	0.0031598
361.00	-0.00062204
361.25	-0.0011485
361.50	0.0032610
361.75	0.0043927
362.00	0.00061548
362.25	0.0029238
362.50	-0.00062672
362.75	0.0015748
363.00	-0.0013490
363.25	0.00075319
363.50	0.0021612
363.75	0.0023917
364.00	-0.00041688
364.25	0.0014061
364.50	0.0027505
364.75	0.0041847
365.00	0.0017537
365.25	0.0013359
365.50	0.00066888
365.75	0.0015766
366.00	0.0054522
366.25	0.0022146
366.50	0.00020610
366.75	0.0029603
367.00	0.0016638
367.25	0.0033997
367.50	-0.0013284
367.75	-0.0010605
368.00	0.0018970
368.25	0.0013265
368.50	0.00032882
368.75	-0.00058457
369.00	0.0013958
369.25	0.0049641
369.50	0.0030259
369.75	-0.0028891
370.00	0.0042625
370.25	0.0052452
370.50	0.0011410
370.75	0.0048002
371.00	0.0019233
371.25	0.0026146
371.50	0.0044077
371.75	0.0014511
372.00	0.0035280
372.25	0.00066888
372.50	0.0024816
372.75	0.0049501
373.00	0.0052667
373.25	0.0023617
373.50	0.0011457
373.75	0.0033463
374.00	0.00068574
374.25	0.0030381
374.50	0.0055834
374.75	0.00013865
375.00	0.00025668
375.25	0.0010211
375.50	0.0032507
375.75	0.0045585
376.00	0.0034652
376.25	-0.0011560
376.50	0.0029003
376.75	0.00071665
377.00	-0.00031102
377.25	0.0013453
377.50	0.00025575
377.75	0.0018361
378.00	0.0032123
378.25	0.0020310
378.50	0.0018933
378.75	0.0011457
379.00	0.0012263
379.25	0.00041969
379.50	0.0019401
379.75	0.0011757
380.00	0.0011626
380.25	1.8736e-05
380.50	-0.00082907
380.75	0.0010324
381.00	0.0031954
381.25	0.0022249
381.50	0.0039458
381.75	0.0033004
382.00	0.0016544
382.25	-0.00021640
382.50	-8.6186e-05
382.75	0.0023195
383.00	0.00048058
383.25	0.0024123
383.50	-0.00094055
383.75	0.0020422
384.00	-0.00010117
384.25	0.0023898
384.50	0.0029940
384.75	0.0037079
385.00	-0.00035130
385.25	0.0034053
385.50	0.0014698
385.75	0.0028994
386.00	-1.1242e-05
386.25	0.0010895
386.50	4.0282e-05
386.75	0.00069042
387.00	0.0019673
387.25	0.0044629
387.50	0.0034072
387.75	0.0031036
388.00	0.0051749
388.25	0.0058363
388.50	0.00073539
388.75	0.0034755
389.00	0.0045388
389.25	0.0045510
389.50	0.0048611
389.75	-1.8739e-06
390.00	0.0027177
390.25	0.0036657
390.50	0.0040966
390.75	0.00044498
391.00	0.0028704
391.25	0.0031879
391.50	0.0011607
391.75	-0.0011495
392.00	0.0032348
392.25	-0.0010642
392.50	0.00078973
392.75	0.0026343
393.00	0.0054625
393.25	0.0010539
393.50	0.0034943
393.75	0.00057894
394.00	0.0023504
394.25	0.0041529
394.50	0.0038446
394.75	0.0017153
395.00	0.0010080
395.25	0.0022568
395.50	0.0026643
395.75	0.00082907
396.00	0.0016881
396.25	0.0026034
396.50	0.0028844
396.75	0.0030521
397.00	0.0023879
397.25	0.00052461
397.50	0.0051056
397.75	-0.00051431
398.00	0.0040995
398.25	0.0044002
398.50	0.0049604
398.75	0.0017612
399.00	0.0020235
399.25	0.0044395
399.50	0.0038165
399.75	0.0012328
400.00	9.3680e-05
