Wavelength (nm)	F02 abs N
293.25	0.0057263
293.50	0.0053875
293.75	0.0033551
294.00	0.0051859
294.25	0.0055488
294.50	0.0037342
294.75	0.0041697
295.00	0.0043713
295.25	0.0052746
295.50	0.0061537
295.75	0.0041778
296.00	0.0048230
296.25	0.0052343
296.50	0.0045004
296.75	0.0047262
297.00	0.0043471
297.25	0.0060811
297.50	0.0051617
297.75	0.0061537
298.00	0.0054601
298.25	0.0036938
298.50	0.0049036
298.75	0.0052988
299.00	0.0035003
299.25	0.0039519
299.50	0.0039116
299.75	0.0050327
300.00	0.0035245
