Wavelength (nm)	F02 abs N
225.00	0.39061
225.25	0.35870
225.50	0.32905
225.75	0.30665
226.00	0.28464
226.25	0.26588
226.50	0.25287
226.75	0.23696
227.00	0.22511
227.25	0.21379
227.50	0.20547
227.75	0.19948
228.00	0.19218
228.25	0.18621
228.50	0.18101
228.75	0.18082
229.00	0.17885
229.25	0.17545
229.50	0.17217
229.75	0.17291
230.00	0.17198
230.25	0.17177
230.50	0.16984
230.75	0.17080
231.00	0.16856
231.25	0.17005
231.50	0.16810
231.75	0.16984
232.00	0.17022
232.25	0.17157
232.50	0.17245
232.75	0.17619
233.00	0.17826
233.25	0.18166
233.50	0.18606
233.75	0.18999
234.00	0.19429
234.25	0.19877
234.50	0.20366
234.75	0.21011
235.00	0.21503
235.25	0.21928
235.50	0.22432
235.75	0.22937
236.00	0.23400
236.25	0.23720
236.50	0.24084
236.75	0.24428
237.00	0.24684
237.25	0.25379
237.50	0.25943
237.75	0.26400
238.00	0.27155
238.25	0.28042
238.50	0.28677
238.75	0.29708
239.00	0.30328
239.25	0.31168
239.50	0.32130
239.75	0.32907
240.00	0.33729
240.25	0.34740
240.50	0.35585
240.75	0.36481
241.00	0.37025
241.25	0.37634
241.50	0.37859
241.75	0.38254
242.00	0.38704
242.25	0.38982
242.50	0.39548
242.75	0.40277
243.00	0.41025
243.25	0.41718
243.50	0.42858
243.75	0.43749
244.00	0.44776
244.25	0.46129
244.50	0.47740
244.75	0.48777
245.00	0.50321
245.25	0.51823
245.50	0.53018
245.75	0.54376
246.00	0.55346
246.25	0.56567
246.50	0.56863
246.75	0.57173
247.00	0.57405
247.25	0.57531
247.50	0.57501
247.75	0.57555
248.00	0.57869
248.25	0.58162
248.50	0.59091
248.75	0.60299
249.00	0.61840
249.25	0.63749
249.50	0.65557
249.75	0.67722
250.00	0.70093
250.25	0.72553
250.50	0.74671
250.75	0.76434
251.00	0.77980
251.25	0.79237
251.50	0.79808
251.75	0.79714
252.00	0.79129
252.25	0.78318
252.50	0.77088
252.75	0.75930
253.00	0.75025
253.25	0.74107
253.50	0.73419
253.75	0.73268
254.00	0.73233
254.25	0.73521
254.50	0.74487
254.75	0.74621
255.00	0.75775
255.25	0.77439
255.50	0.79841
255.75	0.82708
256.00	0.85990
256.25	0.89206
256.50	0.92574
256.75	0.95788
257.00	0.98117
257.25	0.99616
257.50	1.0000
257.75	0.98606
258.00	0.96971
258.25	0.93798
258.50	0.90913
258.75	0.87721
259.00	0.83983
259.25	0.80859
259.50	0.77875
259.75	0.75914
260.00	0.73762
260.25	0.72233
260.50	0.70690
260.75	0.69431
261.00	0.68381
261.25	0.67701
261.50	0.67534
261.75	0.68484
262.00	0.69700
262.25	0.71613
262.50	0.73805
262.75	0.75522
263.00	0.76699
263.25	0.76517
263.50	0.74971
263.75	0.72281
264.00	0.68254
264.25	0.63993
264.50	0.60005
264.75	0.56017
265.00	0.52936
265.25	0.49968
265.50	0.47713
265.75	0.46159
266.00	0.45234
266.25	0.44572
266.50	0.43845
266.75	0.42807
267.00	0.41390
267.25	0.39253
267.50	0.36629
267.75	0.33507
268.00	0.30396
268.25	0.27472
268.50	0.24283
268.75	0.21540
269.00	0.18985
269.25	0.16853
269.50	0.14903
269.75	0.13291
270.00	0.11979
270.25	0.10990
270.50	0.099903
270.75	0.093016
271.00	0.084862
271.25	0.078748
271.50	0.070264
271.75	0.066086
272.00	0.061207
272.25	0.054440
272.50	0.046052
272.75	0.044463
273.00	0.040503
273.25	0.035672
273.50	0.032132
273.75	0.030204
274.00	0.028139
274.25	0.025978
274.50	0.023494
274.75	0.021203
275.00	0.019268
275.25	0.016993
275.50	0.017501
275.75	0.016034
276.00	0.014566
276.25	0.012501
276.50	0.012057
276.75	0.012695
277.00	0.013695
277.25	0.011501
277.50	0.012009
277.75	0.012436
278.00	0.011912
278.25	0.012275
278.50	0.012267
278.75	0.010017
279.00	0.011735
279.25	0.0090088
279.50	0.0094846
279.75	0.010283
280.00	0.0088959
280.25	0.0094604
280.50	0.0096137
280.75	0.0097669
281.00	0.0093637
281.25	0.010557
281.50	0.010331
281.75	0.0094040
282.00	0.0086459
282.25	0.0087588
282.50	0.0080087
282.75	0.0080329
283.00	0.0080087
283.25	0.0092024
283.50	0.0075893
283.75	0.0066376
284.00	0.0062021
284.25	0.0064441
284.50	0.0066215
284.75	0.0066457
285.00	0.0076700
285.25	0.0065570
285.50	0.0058069
285.75	0.0071538
286.00	0.0083233
286.25	0.0065167
286.50	0.0078797
286.75	0.0066457
287.00	0.0064360
287.25	0.0056779
287.50	0.0059844
287.75	0.0049681
288.00	0.0033228
288.25	0.0059763
288.50	0.0046778
288.75	0.0047826
289.00	0.0053069
289.25	0.0055166
289.50	0.0049601
289.75	0.0056295
290.00	0.0058311
290.25	0.0046455
290.50	0.0053311
290.75	0.0045891
291.00	0.0062747
291.25	0.0040971
291.50	0.0037826
291.75	0.0046778
292.00	0.0043310
292.25	0.0044600
292.50	0.0056134
292.75	0.0037826
293.00	0.0035325
