Wavelength (nm)	S07 abs N
300.00	0.064032
301.00	0.065363
302.00	0.067005
303.00	0.068956
304.00	0.071103
305.00	0.073462
306.00	0.076051
307.00	0.078930
308.00	0.081941
309.00	0.085105
310.00	0.088447
311.00	0.091949
312.00	0.095515
313.00	0.099189
314.00	0.10302
315.00	0.10705
316.00	0.11108
317.00	0.11537
318.00	0.11989
319.00	0.12462
320.00	0.12943
321.00	0.13455
322.00	0.13995
323.00	0.14551
324.00	0.15117
325.00	0.15697
326.00	0.16296
327.00	0.16894
328.00	0.17494
329.00	0.18075
330.00	0.18656
331.00	0.19200
332.00	0.19736
333.00	0.20223
334.00	0.20670
335.00	0.21094
336.00	0.21474
337.00	0.21807
338.00	0.22124
339.00	0.22420
340.00	0.22685
341.00	0.22953
342.00	0.23206
343.00	0.23457
344.00	0.23694
345.00	0.23902
346.00	0.24087
347.00	0.24229
348.00	0.24304
349.00	0.24331
350.00	0.24280
351.00	0.24193
352.00	0.24048
353.00	0.23859
354.00	0.23618
355.00	0.23358
356.00	0.23051
357.00	0.22754
358.00	0.22424
359.00	0.22040
360.00	0.21599
361.00	0.21089
362.00	0.20546
363.00	0.19996
364.00	0.19460
365.00	0.18911
366.00	0.18364
367.00	0.17814
368.00	0.17288
369.00	0.16776
370.00	0.16292
371.00	0.15819
372.00	0.15379
373.00	0.14945
374.00	0.14539
375.00	0.14147
376.00	0.13768
377.00	0.13399
378.00	0.13042
379.00	0.12710
380.00	0.12389
381.00	0.12061
382.00	0.11726
383.00	0.11417
384.00	0.11122
385.00	0.10812
386.00	0.10505
387.00	0.10210
388.00	0.099119
389.00	0.096405
390.00	0.093511
391.00	0.090551
392.00	0.087862
393.00	0.085340
394.00	0.082842
395.00	0.080011
396.00	0.077474
397.00	0.074700
398.00	0.072252
399.00	0.069907
400.00	0.067510
401.00	0.065129
402.00	0.062752
403.00	0.060341
404.00	0.058022
405.00	0.055776
406.00	0.053567
407.00	0.051382
408.00	0.049020
409.00	0.046895
410.00	0.044544
411.00	0.042392
412.00	0.040234
413.00	0.038136
414.00	0.036291
415.00	0.034430
416.00	0.032640
417.00	0.030913
418.00	0.029264
419.00	0.027649
420.00	0.026021
421.00	0.024338
422.00	0.022945
423.00	0.021741
424.00	0.020507
425.00	0.019295
426.00	0.018437
427.00	0.017541
428.00	0.016914
429.00	0.016439
430.00	0.015935
431.00	0.015320
432.00	0.014684
433.00	0.013844
434.00	0.012973
435.00	0.012394
436.00	0.011740
437.00	0.010982
438.00	0.010378
439.00	0.0097233
440.00	0.0091403
441.00	0.0085888
442.00	0.0081130
443.00	0.0076812
444.00	0.0073664
445.00	0.0069868
446.00	0.0064875
447.00	0.0062073
448.00	0.0058776
449.00	0.0055272
450.00	0.0052230
451.00	0.0049742
452.00	0.0047186
453.00	0.0044994
454.00	0.0043062
455.00	0.0042650
456.00	0.0041309
457.00	0.0040958
458.00	0.0040408
459.00	0.0039400
460.00	0.0037250
461.00	0.0036062
462.00	0.0033343
463.00	0.0031998
464.00	0.0030329
465.00	0.0027689
466.00	0.0026797
467.00	0.0025678
468.00	0.0024383
469.00	0.0021961
470.00	0.0020065
471.00	0.0020786
472.00	0.0019339
473.00	0.0019876
474.00	0.0017305
475.00	0.0018105
476.00	0.0015516
477.00	0.0016454
478.00	0.0016704
479.00	0.0015900
480.00	0.0015608
481.00	0.0016561
482.00	0.0016200
483.00	0.0014869
484.00	0.0014457
485.00	0.0016584
486.00	0.0013112
487.00	0.0012538
488.00	0.0016968
489.00	0.0014230
490.00	0.0012825
491.00	0.0013236
492.00	0.0012820
493.00	0.0013195
494.00	0.0012848
495.00	0.0013648
496.00	0.0014073
497.00	0.0013357
498.00	0.0014554
499.00	0.0014221
500.00	0.0013592
501.00	0.0014013
502.00	0.0015372
503.00	0.0014485
504.00	0.0014360
505.00	0.0015225
506.00	0.0015622
507.00	0.0016376
508.00	0.0017587
509.00	0.0017624
510.00	0.0018942
511.00	0.0019330
512.00	0.0019395
513.00	0.0020606
514.00	0.0022086
515.00	0.0021591
516.00	0.0022909
517.00	0.0023348
518.00	0.0024305
519.00	0.0025012
520.00	0.0025424
521.00	0.0026603
522.00	0.0027647
523.00	0.0029367
524.00	0.0030047
525.00	0.0030320
526.00	0.0031198
527.00	0.0032594
528.00	0.0033792
529.00	0.0035197
530.00	0.0036547
531.00	0.0036668
532.00	0.0038882
533.00	0.0040052
534.00	0.0041887
535.00	0.0043011
536.00	0.0044999
537.00	0.0046839
538.00	0.0049354
539.00	0.0051139
540.00	0.0054000
541.00	0.0055346
542.00	0.0057879
543.00	0.0060191
544.00	0.0062558
545.00	0.0064172
546.00	0.0067006
547.00	0.0070150
548.00	0.0073738
549.00	0.0076863
