Wavelength (nm)	S07 abs N
550.00	0.0080354
551.00	0.0085042
552.00	0.0090913
553.00	0.0096299
554.00	0.010289
555.00	0.010997
556.00	0.011830
557.00	0.012646
558.00	0.013560
559.00	0.014557
560.00	0.015553
561.00	0.016462
562.00	0.017370
563.00	0.018201
564.00	0.018835
565.00	0.019332
566.00	0.019754
567.00	0.020224
568.00	0.020570
569.00	0.020896
570.00	0.021062
571.00	0.021276
572.00	0.021484
573.00	0.021625
574.00	0.021831
575.00	0.022192
576.00	0.022597
577.00	0.023229
578.00	0.024152
579.00	0.025068
580.00	0.026135
581.00	0.027268
582.00	0.028427
583.00	0.029581
584.00	0.030631
585.00	0.031425
586.00	0.032121
587.00	0.032657
588.00	0.033028
589.00	0.033483
590.00	0.033892
591.00	0.034463
592.00	0.035234
593.00	0.036192
594.00	0.037639
595.00	0.039571
596.00	0.042095
597.00	0.045429
598.00	0.049657
599.00	0.054455
600.00	0.060284
601.00	0.066994
602.00	0.074937
603.00	0.084299
604.00	0.094837
605.00	0.10707
606.00	0.11957
607.00	0.13189
608.00	0.14238
609.00	0.14992
610.00	0.15402
611.00	0.15439
612.00	0.15166
613.00	0.14677
614.00	0.14084
615.00	0.13450
616.00	0.12819
617.00	0.12219
618.00	0.11673
619.00	0.11154
620.00	0.10662
621.00	0.10233
622.00	0.097883
623.00	0.093942
624.00	0.090056
625.00	0.086338
626.00	0.082812
627.00	0.079499
628.00	0.076721
629.00	0.074433
630.00	0.072696
631.00	0.071709
632.00	0.071423
633.00	0.072060
634.00	0.073601
635.00	0.076056
636.00	0.079301
637.00	0.083566
638.00	0.088859
639.00	0.094892
640.00	0.10160
641.00	0.10866
642.00	0.11542
643.00	0.12205
644.00	0.12806
645.00	0.13286
646.00	0.13637
647.00	0.13843
648.00	0.13928
649.00	0.13901
650.00	0.13796
651.00	0.13659
652.00	0.13534
653.00	0.13456
654.00	0.13462
655.00	0.13638
656.00	0.13749
657.00	0.14373
658.00	0.14991
659.00	0.15880
660.00	0.17056
661.00	0.18609
662.00	0.20649
663.00	0.23296
664.00	0.26713
665.00	0.31014
666.00	0.36311
667.00	0.42471
668.00	0.49418
669.00	0.56934
670.00	0.64713
671.00	0.72563
672.00	0.80076
673.00	0.86633
674.00	0.92138
675.00	0.96326
676.00	0.98986
677.00	1.0000
678.00	0.99295
679.00	0.96878
680.00	0.92900
681.00	0.87521
682.00	0.80996
683.00	0.73745
684.00	0.66013
685.00	0.58329
686.00	0.50809
687.00	0.43786
688.00	0.37379
689.00	0.31573
690.00	0.26520
691.00	0.22224
692.00	0.18559
693.00	0.15504
694.00	0.12966
695.00	0.10882
696.00	0.091624
697.00	0.077584
698.00	0.066473
699.00	0.057191
700.00	0.049811
701.00	0.043780
702.00	0.038908
703.00	0.034948
704.00	0.031726
705.00	0.029077
706.00	0.026853
707.00	0.025025
708.00	0.023490
709.00	0.022258
710.00	0.021034
711.00	0.020107
712.00	0.019265
713.00	0.018377
714.00	0.017667
715.00	0.017000
716.00	0.016431
717.00	0.015827
718.00	0.015309
719.00	0.014771
720.00	0.014326
721.00	0.013914
722.00	0.013520
723.00	0.013169
724.00	0.012892
725.00	0.012573
726.00	0.012260
727.00	0.012121
728.00	0.011908
729.00	0.011704
730.00	0.011517
731.00	0.011367
732.00	0.011210
733.00	0.011042
734.00	0.010858
735.00	0.010871
736.00	0.010713
737.00	0.010589
738.00	0.010468
739.00	0.010336
740.00	0.010228
741.00	0.010170
742.00	0.0099709
743.00	0.0098957
744.00	0.0097326
745.00	0.0096310
746.00	0.0095503
747.00	0.0094177
748.00	0.0093161
749.00	0.0091970
750.00	0.0090043
751.00	0.0088902
752.00	0.0088367
753.00	0.0086626
754.00	0.0085208
755.00	0.0084164
756.00	0.0082219
757.00	0.0081194
758.00	0.0080118
759.00	0.0079773
760.00	0.0077458
761.00	0.0076077
762.00	0.0075777
763.00	0.0074156
764.00	0.0072359
765.00	0.0070525
766.00	0.0070156
767.00	0.0069376
768.00	0.0066677
769.00	0.0065070
770.00	0.0064280
771.00	0.0063131
772.00	0.0061962
773.00	0.0060202
774.00	0.0058534
775.00	0.0056566
776.00	0.0055888
777.00	0.0053661
778.00	0.0051373
779.00	0.0049720
780.00	0.0048385
781.00	0.0046680
782.00	0.0044703
783.00	0.0043474
784.00	0.0040567
785.00	0.0039390
786.00	0.0036931
787.00	0.0035005
788.00	0.0032634
789.00	0.0030638
790.00	0.0029280
791.00	0.0026924
792.00	0.0024706
793.00	0.0023158
794.00	0.0019933
795.00	0.0017705
796.00	0.0016824
797.00	0.0014333
798.00	0.0011750
799.00	0.00097447
800.00	0.00078782
