Wavelength (nm)	K05 ems
660.00	0.020100
660.50	0.017154
661.00	0.014302
661.50	0.0070957
662.00	0.011573
662.50	0.013780
663.00	0.012651
663.50	0.017989
664.00	0.013608
664.50	0.019388
665.00	0.013521
665.50	0.020081
666.00	0.020862
666.50	0.023386
667.00	0.024052
667.50	0.018905
668.00	0.020224
668.50	0.021007
669.00	0.016707
669.50	0.018438
670.00	0.016710
670.50	0.014857
671.00	0.018746
671.50	0.021968
672.00	0.028926
672.50	0.027942
673.00	0.023484
673.50	0.027807
674.00	0.022703
674.50	0.030286
675.00	0.030876
675.50	0.029112
676.00	0.033287
676.50	0.031056
677.00	0.034375
677.50	0.033479
678.00	0.032414
678.50	0.037472
679.00	0.035790
679.50	0.038275
680.00	0.042968
680.50	0.040071
681.00	0.046772
681.50	0.042417
682.00	0.043282
682.50	0.046726
683.00	0.050529
683.50	0.052090
684.00	0.053991
684.50	0.061841
685.00	0.068616
685.50	0.071535
686.00	0.071122
686.50	0.069342
687.00	0.080118
687.50	0.070307
688.00	0.081551
688.50	0.081139
689.00	0.093793
689.50	0.095538
690.00	0.099235
690.50	0.092016
691.00	0.10472
691.50	0.11830
692.00	0.12353
692.50	0.13756
693.00	0.13854
693.50	0.13897
694.00	0.14515
694.50	0.17027
695.00	0.15901
695.50	0.17460
696.00	0.19609
696.50	0.20269
697.00	0.22886
697.50	0.23378
698.00	0.23677
698.50	0.25554
699.00	0.27037
699.50	0.29992
700.00	0.31074
700.50	0.30784
701.00	0.35454
701.50	0.35634
702.00	0.39901
702.50	0.41895
703.00	0.44980
703.50	0.45278
704.00	0.47741
704.50	0.49462
705.00	0.54386
705.50	0.55634
706.00	0.56087
706.50	0.59460
707.00	0.62652
707.50	0.69150
708.00	0.70266
708.50	0.71569
709.00	0.74426
709.50	0.77291
710.00	0.79128
710.50	0.81200
711.00	0.84642
711.50	0.86717
712.00	0.89353
712.50	0.88097
713.00	0.91909
713.50	0.91912
714.00	0.94039
714.50	0.95161
715.00	0.97099
715.50	0.97469
716.00	0.97538
716.50	1.0000
717.00	0.99240
717.50	0.97551
718.00	0.96929
718.50	0.95139
719.00	0.95355
719.50	0.97149
720.00	0.96635
720.50	0.95024
721.00	0.93804
721.50	0.91573
722.00	0.96567
722.50	0.88451
723.00	0.87117
723.50	0.87124
724.00	0.84729
724.50	0.85786
725.00	0.82442
725.50	0.80002
726.00	0.78536
726.50	0.74877
727.00	0.77124
727.50	0.74369
728.00	0.72151
728.50	0.69133
729.00	0.67158
729.50	0.65447
730.00	0.66603
730.50	0.64395
731.00	0.61603
731.50	0.61359
732.00	0.58219
732.50	0.59204
733.00	0.55310
733.50	0.52924
734.00	0.49744
734.50	0.48866
735.00	0.50433
735.50	0.49688
736.00	0.46599
736.50	0.50663
737.00	0.49598
737.50	0.45613
738.00	0.47944
738.50	0.45195
739.00	0.42105
739.50	0.42285
740.00	0.42328
740.50	0.40635
741.00	0.41393
741.50	0.41362
742.00	0.39829
742.50	0.39221
743.00	0.39659
743.50	0.37831
744.00	0.36977
744.50	0.35321
745.00	0.37682
745.50	0.39237
746.00	0.36247
746.50	0.35421
747.00	0.33512
747.50	0.32878
748.00	0.34773
748.50	0.34848
749.00	0.36129
749.50	0.31877
750.00	0.32884
750.50	0.33203
751.00	0.34374
751.50	0.33265
752.00	0.31556
752.50	0.31239
753.00	0.33599
753.50	0.31025
754.00	0.32568
754.50	0.30238
755.00	0.28929
755.50	0.30446
756.00	0.30024
756.50	0.31273
757.00	0.30517
757.50	0.30372
758.00	0.29891
758.50	0.31157
759.00	0.31049
759.50	0.30685
760.00	0.27472
760.50	0.27601
761.00	0.29575
761.50	0.30834
762.00	0.29375
762.50	0.26764
763.00	0.29338
763.50	0.28634
764.00	0.29116
764.50	0.29067
765.00	0.28569
765.50	0.28345
766.00	0.29970
766.50	0.28248
767.00	0.30936
767.50	0.28279
768.00	0.28961
768.50	0.29092
769.00	0.29875
769.50	0.30149
770.00	0.29198
770.50	0.28865
771.00	0.28956
771.50	0.31394
772.00	0.30579
772.50	0.29851
773.00	0.30184
773.50	0.30617
774.00	0.29821
774.50	0.30451
775.00	0.28696
775.50	0.31827
776.00	0.33733
776.50	0.30145
777.00	0.32667
777.50	0.31382
778.00	0.30287
778.50	0.32896
779.00	0.29146
779.50	0.30989
780.00	0.30281
780.50	0.32133
781.00	0.31725
781.50	0.31258
782.00	0.32014
782.50	0.31702
783.00	0.31170
783.50	0.32636
784.00	0.28127
784.50	0.30901
785.00	0.34963
785.50	0.35629
786.00	0.29540
786.50	0.33077
787.00	0.33459
787.50	0.32273
788.00	0.30737
788.50	0.28960
789.00	0.32109
789.50	0.32432
790.00	0.30293
790.50	0.31261
791.00	0.32525
791.50	0.32696
792.00	0.31759
792.50	0.32276
793.00	0.34445
793.50	0.32730
794.00	0.30819
794.50	0.34318
795.00	0.33653
795.50	0.32164
796.00	0.34895
796.50	0.33941
797.00	0.31691
797.50	0.35193
798.00	0.33726
798.50	0.32366
799.00	0.33797
799.50	0.35367
800.00	0.34304
