Wavelength (nm)	B13 ems
300.00	0.062705
301.00	0.067540
302.00	0.066727
303.00	0.053020
304.00	0.048195
305.00	0.048712
306.00	0.054929
307.00	0.061969
308.00	0.060627
309.00	0.062884
310.00	0.056497
311.00	0.050616
312.00	0.050333
313.00	0.057697
314.00	0.071234
315.00	0.082201
316.00	0.089344
317.00	0.067664
318.00	0.042500
319.00	0.033643
320.00	0.024672
321.00	0.023751
322.00	0.019909
323.00	0.018237
324.00	0.020937
325.00	0.017100
326.00	0.019707
327.00	0.019414
328.00	0.023021
329.00	0.021939
330.00	0.025701
331.00	0.033648
332.00	0.043139
333.00	0.059876
334.00	0.085936
335.00	0.12272
336.00	0.16692
337.00	0.21961
338.00	0.27187
339.00	0.33939
340.00	0.40862
341.00	0.48331
342.00	0.54780
343.00	0.62470
344.00	0.69123
345.00	0.76384
346.00	0.81069
347.00	0.85746
348.00	0.90190
349.00	0.92138
350.00	0.93967
351.00	0.96353
352.00	0.97920
353.00	0.99494
354.00	0.99302
355.00	0.98734
356.00	0.99525
357.00	0.99898
358.00	0.98905
359.00	1.0000
360.00	0.97038
361.00	0.99269
362.00	0.96212
363.00	0.95156
364.00	0.95043
365.00	0.93364
366.00	0.92473
367.00	0.90745
368.00	0.88817
369.00	0.86226
370.00	0.83991
371.00	0.82965
372.00	0.79671
373.00	0.77853
374.00	0.74444
375.00	0.72323
376.00	0.69536
377.00	0.67819
378.00	0.64330
379.00	0.62139
380.00	0.60053
381.00	0.57570
382.00	0.55109
383.00	0.53447
384.00	0.50816
385.00	0.49077
386.00	0.46876
387.00	0.44319
388.00	0.43471
389.00	0.41127
390.00	0.39765
391.00	0.37619
392.00	0.36742
393.00	0.34610
394.00	0.33101
395.00	0.31452
396.00	0.29619
397.00	0.28583
398.00	0.26993
399.00	0.25531
400.00	0.24368
401.00	0.23390
402.00	0.22251
403.00	0.20781
404.00	0.19751
405.00	0.18713
406.00	0.17870
407.00	0.17268
408.00	0.15543
409.00	0.14923
410.00	0.14113
411.00	0.13375
412.00	0.12514
413.00	0.11804
414.00	0.11200
415.00	0.10528
416.00	0.10146
417.00	0.095675
418.00	0.089682
419.00	0.084497
420.00	0.076852
421.00	0.073142
422.00	0.070919
423.00	0.061810
424.00	0.062306
425.00	0.055859
426.00	0.052462
427.00	0.049734
428.00	0.047724
429.00	0.045772
430.00	0.043397
431.00	0.038347
432.00	0.037290
433.00	0.033973
434.00	0.034205
435.00	0.034000
436.00	0.030427
437.00	0.025686
438.00	0.024556
439.00	0.024992
440.00	0.020616
441.00	0.019953
442.00	0.018158
443.00	0.019143
444.00	0.017976
445.00	0.015238
446.00	0.014903
447.00	0.012932
448.00	0.012337
449.00	0.010955
450.00	0.011341
451.00	0.011146
452.00	0.0095819
453.00	0.0083647
454.00	0.0087633
455.00	0.0044384
456.00	0.0061981
457.00	0.0064584
458.00	0.0059668
459.00	0.0042966
460.00	0.0050788
461.00	0.0030533
462.00	0.0036388
463.00	0.0037914
464.00	0.0041655
465.00	0.0029495
466.00	0.0032721
467.00	0.0023367
468.00	0.0035386
469.00	0.0017635
470.00	0.0017650
471.00	0.0023901
472.00	0.0010873
473.00	0.0013433
474.00	0.0023964
475.00	0.0021324
476.00	0.0022006
477.00	0.0019381
478.00	0.0018907
479.00	0.00041555
480.00	0.00043763
481.00	0.0022105
482.00	0.0024131
483.00	0.0013809
484.00	0.0018793
485.00	0.0021978
486.00	0.0025507
487.00	0.0020076
488.00	0.0016284
489.00	0.0023324
490.00	0.0025207
491.00	0.00091312
492.00	0.0028237
493.00	0.0025756
494.00	0.0026831
495.00	0.0010833
496.00	0.0020480
497.00	0.0025693
498.00	0.0030604
499.00	0.0015958
500.00	0.0014984
