Wavelength (nm)	Q27 abs N
350.00	0.078007
351.00	0.077185
352.00	0.076783
353.00	0.076345
354.00	0.075980
355.00	0.075633
356.00	0.075359
357.00	0.075250
358.00	0.075131
359.00	0.075067
360.00	0.075030
361.00	0.075140
362.00	0.074866
363.00	0.075177
364.00	0.075259
365.00	0.075259
366.00	0.075460
367.00	0.075724
368.00	0.075761
369.00	0.075962
370.00	0.076172
371.00	0.076281
372.00	0.076464
373.00	0.076820
374.00	0.076984
375.00	0.077349
376.00	0.077596
377.00	0.077815
378.00	0.078098
379.00	0.078482
380.00	0.078628
381.00	0.078947
382.00	0.078947
383.00	0.079267
384.00	0.079020
385.00	0.079495
386.00	0.079513
387.00	0.079577
388.00	0.079778
389.00	0.079714
390.00	0.079769
391.00	0.079614
392.00	0.079641
393.00	0.079431
394.00	0.079385
395.00	0.079075
396.00	0.079075
397.00	0.078892
398.00	0.078746
399.00	0.078573
400.00	0.078381
401.00	0.078436
402.00	0.078582
403.00	0.078783
404.00	0.079203
405.00	0.079778
406.00	0.080837
407.00	0.081677
408.00	0.083229
409.00	0.084736
410.00	0.086516
411.00	0.088935
412.00	0.091656
413.00	0.094295
414.00	0.097472
415.00	0.10083
416.00	0.10435
417.00	0.10804
418.00	0.11190
419.00	0.11556
420.00	0.11918
421.00	0.12294
422.00	0.12653
423.00	0.13017
424.00	0.13374
425.00	0.13741
426.00	0.14101
427.00	0.14492
428.00	0.14909
429.00	0.15358
430.00	0.15852
431.00	0.16387
432.00	0.16988
433.00	0.17659
434.00	0.18388
435.00	0.19172
436.00	0.20021
437.00	0.20957
438.00	0.21965
439.00	0.23082
440.00	0.24316
441.00	0.25693
442.00	0.27224
443.00	0.28926
444.00	0.30808
445.00	0.32874
446.00	0.35083
447.00	0.37468
448.00	0.39963
449.00	0.42593
450.00	0.45289
451.00	0.48048
452.00	0.50842
453.00	0.53675
454.00	0.56651
455.00	0.59699
456.00	0.62881
457.00	0.66277
458.00	0.69856
459.00	0.73529
460.00	0.77308
461.00	0.81168
462.00	0.84926
463.00	0.88509
464.00	0.91748
465.00	0.94589
466.00	0.96910
467.00	0.98579
468.00	0.99613
469.00	1.0000
470.00	0.99793
471.00	0.98956
472.00	0.97617
473.00	0.95856
474.00	0.93685
475.00	0.91180
476.00	0.88406
477.00	0.85400
478.00	0.82229
479.00	0.78895
480.00	0.75458
481.00	0.71999
482.00	0.68520
483.00	0.64997
484.00	0.61487
485.00	0.58001
486.00	0.54513
487.00	0.51107
488.00	0.47766
489.00	0.44492
490.00	0.41343
491.00	0.38282
492.00	0.35347
493.00	0.32506
494.00	0.29830
495.00	0.27289
496.00	0.24897
497.00	0.22673
498.00	0.20600
499.00	0.18689
500.00	0.16944
501.00	0.15342
502.00	0.13909
503.00	0.12596
504.00	0.11404
505.00	0.10321
506.00	0.093811
507.00	0.085137
508.00	0.077468
509.00	0.070557
510.00	0.064458
511.00	0.059117
512.00	0.054415
513.00	0.050233
514.00	0.046645
515.00	0.043368
516.00	0.040510
517.00	0.038063
518.00	0.035881
519.00	0.033955
520.00	0.032247
521.00	0.030878
522.00	0.029645
523.00	0.028559
524.00	0.027582
525.00	0.026769
526.00	0.026148
527.00	0.025646
528.00	0.025244
529.00	0.024989
530.00	0.024751
531.00	0.024642
532.00	0.024541
533.00	0.024678
534.00	0.024742
535.00	0.024843
536.00	0.025117
537.00	0.025418
538.00	0.025610
539.00	0.025957
540.00	0.026185
541.00	0.026532
542.00	0.026824
543.00	0.027207
544.00	0.027500
545.00	0.027874
546.00	0.028120
547.00	0.028358
548.00	0.028586
549.00	0.028860
550.00	0.028951
551.00	0.029015
552.00	0.029125
553.00	0.029161
554.00	0.029161
555.00	0.029033
556.00	0.028915
557.00	0.028933
558.00	0.028769
559.00	0.028659
560.00	0.028568
561.00	0.028595
562.00	0.028659
563.00	0.028769
564.00	0.028787
565.00	0.029262
566.00	0.029609
567.00	0.030275
568.00	0.030841
569.00	0.031645
570.00	0.032603
571.00	0.033553
572.00	0.034740
573.00	0.035972
574.00	0.037278
575.00	0.038638
576.00	0.040053
577.00	0.041578
578.00	0.043112
579.00	0.044728
580.00	0.046198
581.00	0.047887
582.00	0.049549
583.00	0.051128
584.00	0.052635
585.00	0.054159
586.00	0.055593
587.00	0.056962
588.00	0.058049
589.00	0.059108
590.00	0.059920
591.00	0.060477
592.00	0.060970
593.00	0.061098
594.00	0.061007
595.00	0.060742
596.00	0.060249
597.00	0.059646
598.00	0.058679
599.00	0.057702
600.00	0.056652
601.00	0.055620
602.00	0.054378
603.00	0.053338
604.00	0.052251
605.00	0.051356
606.00	0.050452
607.00	0.049932
608.00	0.049439
609.00	0.049266
610.00	0.049603
611.00	0.050060
612.00	0.051101
613.00	0.052625
614.00	0.054479
615.00	0.057090
616.00	0.060139
617.00	0.063709
618.00	0.067663
619.00	0.072100
620.00	0.076738
621.00	0.081595
622.00	0.086543
623.00	0.091254
624.00	0.095765
625.00	0.099846
626.00	0.10367
627.00	0.10698
628.00	0.11002
629.00	0.11262
630.00	0.11488
631.00	0.11682
632.00	0.11862
633.00	0.12002
634.00	0.12145
635.00	0.12252
636.00	0.12347
637.00	0.12450
638.00	0.12499
639.00	0.12564
640.00	0.12603
