Wavelength (nm)	I06 abs N
200.00	0.14963
201.00	0.14836
202.00	0.15706
203.00	0.17114
204.00	0.18499
205.00	0.19731
206.00	0.20443
207.00	0.20853
208.00	0.20908
209.00	0.20373
210.00	0.19395
211.00	0.18046
212.00	0.16541
213.00	0.14947
214.00	0.13577
215.00	0.12553
216.00	0.11776
217.00	0.11103
218.00	0.10526
219.00	0.10040
220.00	0.096456
221.00	0.093083
222.00	0.089866
223.00	0.087289
224.00	0.086097
225.00	0.086144
226.00	0.086603
227.00	0.088493
228.00	0.092981
229.00	0.099935
230.00	0.10985
231.00	0.12311
232.00	0.13983
233.00	0.15961
234.00	0.18238
235.00	0.21184
236.00	0.24710
237.00	0.28766
238.00	0.33397
239.00	0.38930
240.00	0.45415
241.00	0.52074
242.00	0.58647
243.00	0.66367
244.00	0.75236
245.00	0.83377
246.00	0.89980
247.00	0.95816
248.00	1.00000
249.00	0.98464
250.00	0.87852
251.00	0.70065
252.00	0.51159
253.00	0.35183
254.00	0.23823
255.00	0.16321
256.00	0.11523
257.00	0.084455
258.00	0.063647
259.00	0.049431
260.00	0.039204
261.00	0.031663
262.00	0.026357
263.00	0.021894
264.00	0.018749
265.00	0.015887
266.00	0.013683
267.00	0.011825
268.00	0.010065
269.00	0.0087711
270.00	0.0077265
271.00	0.0066773
272.00	0.0058381
273.00	0.0050535
274.00	0.0043015
275.00	0.0035402
276.00	0.0030893
277.00	0.0026129
278.00	0.0023055
279.00	0.0020231
280.00	0.0017758
281.00	0.0016750
282.00	0.0015163
283.00	0.0012546
284.00	0.0012275
285.00	0.0012216
286.00	0.0012436
287.00	0.0012521
288.00	0.0013643
289.00	0.0014261
290.00	0.0014722
291.00	0.0015353
292.00	0.0017665
293.00	0.0020087
294.00	0.0020383
295.00	0.0021954
296.00	0.0022979
297.00	0.0026083
298.00	0.0027645
299.00	0.0030402
300.00	0.0033315
301.00	0.0034699
302.00	0.0038163
303.00	0.0041647
304.00	0.0045628
305.00	0.0047825
306.00	0.0052601
307.00	0.0058758
308.00	0.0063161
309.00	0.0066904
310.00	0.0072913
311.00	0.0080564
312.00	0.0084768
313.00	0.0094825
314.00	0.010151
315.00	0.011041
316.00	0.012191
317.00	0.012816
318.00	0.013894
319.00	0.014726
320.00	0.016065
321.00	0.017577
322.00	0.019318
323.00	0.021035
324.00	0.022646
325.00	0.024111
326.00	0.025481
327.00	0.027126
328.00	0.029229
329.00	0.031699
330.00	0.034070
331.00	0.036275
332.00	0.038388
333.00	0.040176
334.00	0.042001
335.00	0.044414
336.00	0.047665
337.00	0.051566
338.00	0.055950
339.00	0.059761
340.00	0.062943
341.00	0.065378
342.00	0.067816
343.00	0.070701
344.00	0.074224
345.00	0.078331
346.00	0.082628
347.00	0.086031
348.00	0.088530
349.00	0.089820
350.00	0.090609
351.00	0.091606
352.00	0.093542
353.00	0.096818
354.00	0.10124
355.00	0.10600
356.00	0.11078
357.00	0.11483
358.00	0.11750
359.00	0.11937
360.00	0.12129
361.00	0.12243
362.00	0.12378
363.00	0.12467
364.00	0.12410
365.00	0.12178
366.00	0.11811
367.00	0.11318
368.00	0.10663
369.00	0.10013
370.00	0.093177
371.00	0.086381
372.00	0.080100
373.00	0.073731
374.00	0.068575
375.00	0.063935
376.00	0.059354
377.00	0.055182
378.00	0.051219
379.00	0.047960
380.00	0.045036
381.00	0.042359
382.00	0.040176
383.00	0.038162
384.00	0.036388
385.00	0.034365
386.00	0.032469
387.00	0.030700
388.00	0.029082
389.00	0.027685
390.00	0.026035
391.00	0.025273
392.00	0.023925
393.00	0.022764
394.00	0.021819
395.00	0.020604
396.00	0.019324
397.00	0.018192
398.00	0.016883
399.00	0.015377
400.00	0.014140
401.00	0.012899
402.00	0.011711
403.00	0.010602
404.00	0.0094460
405.00	0.0081563
406.00	0.0076165
407.00	0.0071075
408.00	0.0061730
409.00	0.0054045
410.00	0.0049904
411.00	0.0044679
412.00	0.0036693
413.00	0.0033950
414.00	0.0029004
415.00	0.0028890
416.00	0.0025198
417.00	0.0020892
418.00	0.0019829
419.00	0.0018152
420.00	0.0016856
421.00	0.0014413
422.00	0.0013715
423.00	0.0012110
424.00	0.0012385
425.00	0.0011504
426.00	0.0011610
427.00	0.00084684
428.00	0.0010281
429.00	0.00069399
430.00	0.00052843
431.00	0.00056866
432.00	0.00095566
433.00	0.00067663
434.00	0.00058983
435.00	0.00073040
436.00	0.00064022
437.00	0.00055045
438.00	0.00058094
439.00	0.00042046
440.00	0.00058983
441.00	0.00042427
442.00	0.00040522
443.00	0.00058898
444.00	0.00044841
445.00	0.00021637
446.00	0.00056569
447.00	0.00051192
448.00	0.00054368
449.00	0.00047932
450.00	0.00061354
451.00	0.00057628
452.00	0.00052970
453.00	0.00051319
454.00	0.00067959
455.00	0.00031207
456.00	0.00068256
457.00	0.00077529
458.00	0.00073040
459.00	0.00080958
460.00	0.00065885
461.00	0.00074903
462.00	0.00052674
463.00	0.00054833
464.00	0.00072067
465.00	0.00063979
466.00	0.00065546
467.00	0.00067748
468.00	0.00073633
469.00	0.00068722
470.00	0.00070288
471.00	0.00086886
472.00	0.00063768
473.00	0.00046492
474.00	0.00074395
475.00	0.00028751
476.00	0.00067494
477.00	0.00016726
478.00	0.00035907
479.00	0.00081170
480.00	0.00083499
481.00	0.00047508
482.00	0.00032816
483.00	0.00053224
484.00	0.00030826
485.00	0.00026846
486.00	0.00035864
487.00	0.00087648
488.00	0.00068806
489.00	0.00068552
490.00	0.00040691
491.00	0.00094211
492.00	0.00061312
493.00	0.00074565
494.00	0.00070246
495.00	0.00092433
496.00	0.00063471
497.00	0.00082229
498.00	0.00079773
499.00	0.00073422
500.00	0.00087183
