Wavelength (nm)	I03 abs N
220.00	0.35691
220.25	0.35015
220.50	0.35700
220.75	0.35560
221.00	0.35377
221.25	0.35518
221.50	0.34901
221.75	0.35281
222.00	0.34584
222.25	0.34488
222.50	0.34030
222.75	0.33585
223.00	0.33134
223.25	0.32939
223.50	0.32344
223.75	0.31924
224.00	0.31456
224.25	0.30908
224.50	0.30808
224.75	0.30159
225.00	0.29969
225.25	0.29544
225.50	0.29302
225.75	0.28800
226.00	0.28508
226.25	0.28276
226.50	0.28161
226.75	0.27856
227.00	0.27733
227.25	0.27430
227.50	0.27285
227.75	0.27102
228.00	0.27043
228.25	0.26821
228.50	0.26830
228.75	0.26557
229.00	0.26382
229.25	0.26179
229.50	0.26256
229.75	0.26179
230.00	0.26015
230.25	0.25943
230.50	0.25728
230.75	0.25662
231.00	0.25662
231.25	0.25710
231.50	0.25546
231.75	0.25547
232.00	0.25389
232.25	0.25348
232.50	0.25316
232.75	0.25348
233.00	0.25184
233.25	0.25246
233.50	0.25279
233.75	0.25362
234.00	0.25278
234.25	0.25379
234.50	0.25407
234.75	0.25639
235.00	0.25792
235.25	0.25779
235.50	0.26027
235.75	0.26108
236.00	0.26371
236.25	0.26482
236.50	0.26695
236.75	0.26936
237.00	0.27121
237.25	0.27321
237.50	0.27821
237.75	0.28003
238.00	0.28175
238.25	0.28557
238.50	0.28848
238.75	0.29094
239.00	0.29529
239.25	0.29773
239.50	0.30092
239.75	0.30651
240.00	0.30981
240.25	0.31356
240.50	0.31673
240.75	0.32232
241.00	0.32637
241.25	0.33023
241.50	0.33584
241.75	0.34065
242.00	0.34449
242.25	0.34873
242.50	0.35339
242.75	0.35813
243.00	0.36378
243.25	0.36886
243.50	0.37565
243.75	0.38068
244.00	0.38510
244.25	0.39049
244.50	0.39674
244.75	0.40251
245.00	0.40546
245.25	0.41249
245.50	0.41985
245.75	0.42629
246.00	0.43086
246.25	0.43864
246.50	0.44332
246.75	0.44986
247.00	0.45554
247.25	0.46185
247.50	0.46818
247.75	0.47563
248.00	0.48179
248.25	0.48847
248.50	0.49601
248.75	0.50284
249.00	0.50941
249.25	0.51460
249.50	0.52172
249.75	0.52914
250.00	0.53456
250.25	0.54327
250.50	0.54841
250.75	0.55688
251.00	0.56268
251.25	0.56874
251.50	0.57614
251.75	0.58211
252.00	0.59126
252.25	0.59627
252.50	0.60453
252.75	0.61241
253.00	0.62017
253.25	0.62737
253.50	0.63491
253.75	0.64140
254.00	0.64890
254.25	0.65631
254.50	0.66344
254.75	0.66686
255.00	0.66804
255.25	0.67699
255.50	0.68654
255.75	0.69310
256.00	0.69988
256.25	0.70581
256.50	0.71490
256.75	0.72028
257.00	0.72945
257.25	0.73582
257.50	0.74170
257.75	0.74838
258.00	0.75474
258.25	0.76263
258.50	0.77053
258.75	0.77277
259.00	0.77902
259.25	0.78755
259.50	0.79124
259.75	0.79790
260.00	0.80425
260.25	0.80983
260.50	0.81769
260.75	0.81473
261.00	0.82524
261.25	0.83260
261.50	0.83782
261.75	0.84189
262.00	0.84889
262.25	0.85066
262.50	0.86020
262.75	0.86408
263.00	0.86644
263.25	0.87078
263.50	0.87614
263.75	0.88285
264.00	0.88744
264.25	0.89261
264.50	0.89902
264.75	0.90351
265.00	0.91029
265.25	0.91370
265.50	0.92142
265.75	0.92794
266.00	0.93330
266.25	0.93387
266.50	0.93990
266.75	0.94713
267.00	0.95307
267.25	0.96017
267.50	0.96470
267.75	0.96894
268.00	0.97363
268.25	0.97621
268.50	0.98054
268.75	0.97859
269.00	0.98867
269.25	0.99050
269.50	0.99082
269.75	0.99399
270.00	0.99570
270.25	0.99619
270.50	1.00000
270.75	0.99938
271.00	0.99938
271.25	0.99359
271.50	0.99415
271.75	0.99524
272.00	0.99367
272.25	0.98500
272.50	0.98269
272.75	0.97423
273.00	0.96989
273.25	0.96521
273.50	0.95573
273.75	0.95052
274.00	0.94063
274.25	0.93340
274.50	0.92289
274.75	0.90944
275.00	0.90050
275.25	0.88766
275.50	0.87395
275.75	0.86491
276.00	0.84743
276.25	0.83510
276.50	0.82500
276.75	0.81488
277.00	0.79885
277.25	0.79043
277.50	0.77950
277.75	0.76890
278.00	0.75800
278.25	0.74940
278.50	0.74083
278.75	0.72872
279.00	0.71829
279.25	0.70979
279.50	0.70499
279.75	0.69658
280.00	0.68697
280.25	0.67969
280.50	0.67072
280.75	0.66808
281.00	0.66078
281.25	0.65671
281.50	0.64846
281.75	0.64737
282.00	0.64398
282.25	0.63792
282.50	0.63386
282.75	0.63331
283.00	0.62922
283.25	0.62814
283.50	0.62617
283.75	0.62157
284.00	0.62170
284.25	0.62072
284.50	0.61949
284.75	0.62013
285.00	0.62036
285.25	0.62068
285.50	0.62018
285.75	0.62223
286.00	0.62114
286.25	0.62450
286.50	0.62490
286.75	0.62732
287.00	0.62871
287.25	0.63168
287.50	0.63659
287.75	0.63909
288.00	0.64197
288.25	0.64626
288.50	0.65327
288.75	0.65671
289.00	0.66029
289.25	0.66624
289.50	0.67271
289.75	0.68074
290.00	0.68703
290.25	0.69340
290.50	0.69966
290.75	0.70798
291.00	0.71375
291.25	0.72766
291.50	0.73604
291.75	0.74719
292.00	0.75376
292.25	0.76334
292.50	0.77385
292.75	0.78158
293.00	0.79502
293.25	0.80210
293.50	0.81342
293.75	0.82106
294.00	0.82866
294.25	0.83819
294.50	0.84620
294.75	0.84901
295.00	0.85308
295.25	0.86393
295.50	0.87082
295.75	0.88045
296.00	0.88605
296.25	0.89317
296.50	0.90138
296.75	0.91228
297.00	0.91069
297.25	0.91603
297.50	0.91695
297.75	0.92201
