Wavelength (nm)	J07 abs N
280.00	0.36408
281.00	0.35800
282.00	0.34936
283.00	0.34093
284.00	0.33470
285.00	0.33190
286.00	0.33224
287.00	0.33607
288.00	0.34141
289.00	0.34797
290.00	0.35591
291.00	0.36421
292.00	0.37276
293.00	0.38095
294.00	0.38940
295.00	0.39774
296.00	0.40579
297.00	0.41425
298.00	0.42274
299.00	0.43133
300.00	0.43895
301.00	0.44720
302.00	0.45419
303.00	0.46049
304.00	0.46506
305.00	0.46942
306.00	0.47300
307.00	0.47462
308.00	0.47568
309.00	0.47673
310.00	0.47788
311.00	0.47739
312.00	0.47743
313.00	0.47794
314.00	0.47768
315.00	0.47654
316.00	0.47356
317.00	0.46840
318.00	0.46099
319.00	0.45013
320.00	0.43692
321.00	0.42107
322.00	0.40340
323.00	0.38465
324.00	0.36651
325.00	0.34866
326.00	0.33284
327.00	0.31952
328.00	0.30668
329.00	0.29619
330.00	0.28762
331.00	0.28040
332.00	0.27456
333.00	0.26991
334.00	0.26596
335.00	0.26308
336.00	0.26052
337.00	0.25879
338.00	0.25741
339.00	0.25658
340.00	0.25607
341.00	0.25573
342.00	0.25614
343.00	0.25679
344.00	0.25781
345.00	0.25957
346.00	0.26170
347.00	0.26401
348.00	0.26650
349.00	0.26962
350.00	0.27271
351.00	0.27653
352.00	0.28026
353.00	0.28528
354.00	0.28944
355.00	0.29360
356.00	0.29849
357.00	0.30238
358.00	0.30789
359.00	0.31476
360.00	0.32098
361.00	0.32595
362.00	0.33114
363.00	0.33680
364.00	0.34231
365.00	0.34964
366.00	0.35638
367.00	0.36290
368.00	0.36921
369.00	0.37505
370.00	0.38176
371.00	0.38676
372.00	0.39356
373.00	0.40019
374.00	0.40678
375.00	0.41381
376.00	0.42056
377.00	0.42584
378.00	0.43287
379.00	0.43932
380.00	0.44578
381.00	0.45398
382.00	0.46150
383.00	0.46987
384.00	0.47875
385.00	0.48634
386.00	0.49431
387.00	0.50390
388.00	0.51267
389.00	0.51983
390.00	0.52742
391.00	0.53468
392.00	0.54367
393.00	0.55179
394.00	0.55937
395.00	0.56467
396.00	0.57167
397.00	0.57719
398.00	0.58431
399.00	0.59119
400.00	0.59720
401.00	0.60217
402.00	0.60666
403.00	0.61329
404.00	0.62079
405.00	0.62702
406.00	0.63381
407.00	0.63894
408.00	0.64223
409.00	0.64777
410.00	0.65452
411.00	0.65837
412.00	0.66182
413.00	0.66645
414.00	0.67066
415.00	0.67196
416.00	0.67373
417.00	0.67524
418.00	0.67703
419.00	0.67734
420.00	0.67731
421.00	0.67719
422.00	0.67817
423.00	0.67804
424.00	0.67785
425.00	0.67470
426.00	0.67445
427.00	0.67192
428.00	0.67572
429.00	0.67246
430.00	0.67237
431.00	0.67551
432.00	0.67458
433.00	0.67325
434.00	0.67634
435.00	0.67829
436.00	0.67946
437.00	0.68404
438.00	0.68661
439.00	0.69174
440.00	0.69716
441.00	0.69947
442.00	0.70908
443.00	0.71383
444.00	0.72147
445.00	0.72973
446.00	0.73720
447.00	0.74705
448.00	0.75468
449.00	0.76291
450.00	0.77279
451.00	0.78148
452.00	0.79049
453.00	0.79951
454.00	0.80760
455.00	0.81504
456.00	0.82642
457.00	0.83381
458.00	0.84450
459.00	0.85396
460.00	0.86199
461.00	0.87003
462.00	0.87817
463.00	0.88469
464.00	0.89556
465.00	0.90647
466.00	0.91490
467.00	0.92381
468.00	0.93033
469.00	0.94123
470.00	0.94891
471.00	0.95434
472.00	0.96142
473.00	0.96894
474.00	0.97726
475.00	0.98038
476.00	0.98902
477.00	0.99153
478.00	0.99423
479.00	0.99869
480.00	0.99843
481.00	1.00000
482.00	0.99941
483.00	0.99654
484.00	0.99527
485.00	0.98351
486.00	0.98144
487.00	0.98044
488.00	0.97887
489.00	0.97255
490.00	0.96732
491.00	0.96295
492.00	0.95574
493.00	0.94789
494.00	0.94416
495.00	0.93814
496.00	0.93103
497.00	0.92906
498.00	0.92187
499.00	0.91809
500.00	0.91554
501.00	0.90780
502.00	0.90443
503.00	0.89864
504.00	0.89457
505.00	0.88669
506.00	0.88255
507.00	0.87442
508.00	0.86456
509.00	0.85522
510.00	0.84343
511.00	0.82942
512.00	0.81507
513.00	0.79938
514.00	0.77981
515.00	0.75789
516.00	0.73263
517.00	0.70912
518.00	0.68256
519.00	0.65375
520.00	0.62692
521.00	0.59600
522.00	0.56518
523.00	0.53364
524.00	0.50136
525.00	0.46964
526.00	0.43470
527.00	0.40245
528.00	0.37056
529.00	0.33913
530.00	0.30927
531.00	0.27853
532.00	0.25151
533.00	0.22527
534.00	0.20201
535.00	0.18017
536.00	0.16082
537.00	0.14367
538.00	0.12779
539.00	0.11303
540.00	0.10001
541.00	0.088056
542.00	0.078387
543.00	0.068691
544.00	0.061224
545.00	0.054362
546.00	0.047743
547.00	0.042716
548.00	0.038601
549.00	0.033287
550.00	0.029785
551.00	0.026891
552.00	0.023745
553.00	0.021261
554.00	0.018984
555.00	0.017186
556.00	0.015936
557.00	0.013818
558.00	0.012415
559.00	0.010902
560.00	0.010849
561.00	0.0097822
562.00	0.0085503
563.00	0.0076339
564.00	0.0075831
565.00	0.0064174
566.00	0.0055451
567.00	0.0065012
568.00	0.0057645
569.00	0.0059222
570.00	0.0057336
571.00	0.0053057
572.00	0.0037915
573.00	0.0040055
574.00	0.0047345
575.00	0.0036217
576.00	0.0026710
577.00	0.0034375
578.00	0.0040253
579.00	0.0018461
580.00	0.0031309
581.00	0.0043275
582.00	0.0029489
583.00	0.0022026
584.00	0.0021957
585.00	0.0040353
586.00	0.00097925
587.00	0.0018295
588.00	0.0021946
589.00	0.00066714
590.00	0.0012770
591.00	0.0015241
592.00	0.0025905
593.00	0.0030625
594.00	0.0014204
595.00	0.0016509
596.00	0.0010796
597.00	0.0017656
598.00	0.0028563
599.00	0.0032908
600.00	0.0020115
601.00	0.0020369
602.00	0.0017501
603.00	0.0021571
604.00	0.0014810
605.00	0.0013355
606.00	0.0020766
607.00	0.0019531
608.00	0.0017557
609.00	0.0017733
610.00	0.0022773
611.00	0.0018318
612.00	0.0016454
613.00	0.0016707
614.00	0.0020634
615.00	0.0019409
616.00	0.0012406
617.00	0.0013608
618.00	0.0014149
619.00	0.0021736
620.00	0.0023358
621.00	0.0015075
622.00	0.0025199
623.00	0.0023931
624.00	0.0017115
625.00	0.0012858
626.00	0.0013851
627.00	0.0019112
628.00	0.0018726
629.00	0.0021152
630.00	0.0021516
631.00	0.0023777
632.00	0.0031453
633.00	0.0020228
634.00	0.0022260
635.00	0.0022599
636.00	0.0022154
637.00	0.0022387
638.00	0.0022526
639.00	0.0022410
640.00	0.0022160
641.00	0.0021737
642.00	0.0026467
643.00	0.0030118
644.00	0.0023876
645.00	0.0024372
646.00	0.0015362
647.00	0.0020233
648.00	0.0022575
649.00	0.0027405
650.00	0.0017711
