SRRL LI-1800 Global 40-South Spectra
July 22, 2003 at 14:10 MST
Mostly Sunny

SRRL Atmospheric Optical Calibration System (AOCS) 
NREL-SRRL, Golden, Colorado
(5 min scans @ 2nm) 

WaveLN	Irradiance
[nm]	[watts/m^2/nm]
300	0.010217
302	0.019089
304	0.033039
306	0.051062
308	0.074409
310	0.098179
312	0.129021
314	0.161438
316	0.188881
318	0.210999
320	0.234535
322	0.261063
324	0.295502
326	0.337067
328	0.379471
330	0.404495
332	0.403946
334	0.405563
336	0.402039
338	0.407425
340	0.423813
342	0.424911
344	0.422012
346	0.426743
348	0.438049
350	0.449310
352	0.465256
354	0.464188
356	0.455383
358	0.447754
360	0.461884
362	0.495270
364	0.533875
366	0.566071
368	0.581238
370	0.567017
372	0.546875
374	0.545807
376	0.568359
378	0.579376
380	0.554749
382	0.517059
384	0.502747
386	0.525055
388	0.559937
390	0.573883
392	0.562805
394	0.568756
396	0.624481
398	0.735779
400	0.842712
402	0.905945
404	0.919891
406	0.919189
408	0.931976
410	0.949890
412	0.968689
414	0.986786
416	0.988098
418	0.985901
420	0.974792
422	0.975464
424	0.965546
426	0.941711
428	0.914764
430	0.906830
432	0.935242
434	0.984222
436	1.026611
438	1.049805
440	1.081665
442	1.116089
444	1.148804
446	1.175781
448	1.202026
450	1.221924
452	1.228210
454	1.227539
456	1.228027
458	1.235413
460	1.240173
462	1.238525
464	1.232239
466	1.224365
468	1.218140
470	1.225708
472	1.236328
474	1.247864
476	1.259094
478	1.270447
480	1.271912
482	1.247742
484	1.212952
486	1.189209
488	1.194336
490	1.213196
492	1.230042
494	1.239502
496	1.239441
498	1.229797
500	1.215576
502	1.209290
504	1.213440
506	1.222534
508	1.226501
510	1.224121
512	1.209290
514	1.181152
516	1.157776
518	1.151733
520	1.168579
522	1.184143
524	1.193848
526	1.197144
528	1.209473
530	1.216736
532	1.221497
534	1.222473
536	1.218445
538	1.210815
540	1.203247
542	1.201477
544	1.209045
546	1.211121
548	1.212158
550	1.210815
552	1.208313
554	1.203735
556	1.191589
558	1.185547
560	1.176025
562	1.179321
564	1.181763
566	1.176086
568	1.175720
570	1.177185
572	1.179749
574	1.182007
576	1.178223
578	1.182373
580	1.189087
582	1.192017
584	1.175781
586	1.154175
588	1.134583
590	1.114380
592	1.124207
594	1.128784
596	1.138977
598	1.137695
600	1.143433
602	1.147827
604	1.155701
606	1.153870
608	1.143311
610	1.132874
612	1.123108
614	1.116394
616	1.113037
618	1.116028
620	1.119751
622	1.115845
624	1.099609
626	1.095276
628	1.090332
630	1.083069
632	1.088745
634	1.091064
636	1.098999
638	1.096863
640	1.093018
642	1.090942
644	1.075073
646	1.061768
648	1.053955
650	1.048950
652	1.039734
654	1.023010
656	1.012817
658	1.026611
660	1.055969
662	1.066284
664	1.068665
666	1.069214
668	1.063477
670	1.059448
672	1.054321
674	1.053467
676	1.048462
678	1.049316
680	1.034485
682	1.015625
684	0.980164
686	0.944427
688	0.923584
690	0.923553
692	0.934998
694	0.943695
696	0.950684
698	0.948975
700	0.946106
702	0.944946
704	0.949432
706	0.958252
708	0.964722
710	0.963806
712	0.952606
714	0.913116
716	0.855865
718	0.806671
720	0.787781
722	0.792877
724	0.793701
726	0.793060
728	0.796265
730	0.817871
732	0.849579
734	0.879181
736	0.897095
738	0.908630
740	0.914398
742	0.919250
744	0.928650
746	0.930817
748	0.928467
750	0.920563
752	0.915344
754	0.899658
756	0.838776
758	0.723053
760	0.604370
762	0.556000
764	0.611755
766	0.714752
768	0.806763
770	0.859100
772	0.876984
774	0.881134
776	0.879272
778	0.876984
780	0.872284
782	0.870056
784	0.861267
786	0.850891
788	0.836151
790	0.827423
792	0.818329
794	0.816986
796	0.816315
798	0.814453
800	0.808350
802	0.803589
804	0.804688
806	0.801819
808	0.790405
810	0.768494
812	0.727295
814	0.682037
816	0.650940
818	0.641754
820	0.649628
822	0.656403
824	0.669159
826	0.677032
828	0.683319
830	0.683716
832	0.690002
834	0.704620
836	0.721039
838	0.735931
840	0.746368
842	0.751526
844	0.752991
846	0.748657
848	0.739685
850	0.723419
852	0.708252
854	0.704651
856	0.712463
858	0.726349
860	0.732422
862	0.726044
864	0.711121
866	0.700745
868	0.700287
870	0.708832
872	0.713684
874	0.708801
876	0.705048
878	0.702423
880	0.696899
882	0.695221
884	0.694946
886	0.689514
888	0.684113
890	0.673859
892	0.647827
894	0.605255
896	0.554291
898	0.513977
900	0.501648
902	0.516663
904	0.531555
906	0.527710
908	0.507507
910	0.486115
912	0.475464
914	0.471634
916	0.473434
918	0.490875
920	0.511688
922	0.520172
924	0.510712
926	0.478912
928	0.419525
930	0.337524
932	0.249435
934	0.194298
936	0.184990
938	0.212227
940	0.239029
942	0.247452
944	0.237869
946	0.230057
948	0.234497
950	0.243469
952	0.250183
954	0.257050
956	0.267319
958	0.279755
960	0.296219
962	0.318527
964	0.343735
966	0.380035
968	0.421555
970	0.452560
972	0.460068
974	0.451416
976	0.446442
978	0.455002
980	0.472961
982	0.492554
984	0.512512
986	0.527557
988	0.539368
990	0.545898
992	0.549377
994	0.553833
996	0.553986
998	0.554474
1000	0.550568
1002	0.544067
1004	0.540314
1006	0.537415
1008	0.538269
1010	0.543762
1012	0.545044
1014	0.544891
1016	0.546173
1018	0.544159
1020	0.543640
1022	0.542236
1024	0.541473
1026	0.542511
1028	0.543579
1030	0.542145
1032	0.540680
1034	0.541016
1036	0.539429
1038	0.539948
1040	0.540192
1042	0.540680
1044	0.539642
1046	0.539581
1048	0.540436
1050	0.539612
1052	0.539886
1054	0.540649
1056	0.538330
1058	0.535522
1060	0.534637
1062	0.534851
1064	0.535156
1066	0.528107
1068	0.519409
1070	0.514343
1072	0.511200
1074	0.511047
1076	0.508331
1078	0.504272
1080	0.500000
1082	0.493683
1084	0.487045
1086	0.482086
1088	0.478653
1090	0.475937
1092	0.468658
1094	0.455383
1096	0.442017
1098	0.429077
1100	0.417007
