280	0.00113
281	-0.00012
282	0.00111
283	-0.00011
284	-0.00026
285	0.00019
286	-0.00025
287	-0.00011
288	-0.0001
289	0.00004
290	0.00004
291	-0.0001
292	-0.00024
293	-0.0001
294	0.0015
295	0.00043
296	0.0003
297	0.00003
298	-0.0001
299	0.00016
300	-0.0001
301	-0.00009
302	0.00151
303	0.0016
304	0.00236
305	0.00522
306	0.00668
307	0.01159
308	0.01388
309	0.01584
310	0.02303
311	0.03982
312	0.04899
313	0.06504
314	0.08493
315	0.10609
316	0.12245
317	0.18644
318	0.2078
319	0.28686
320	0.32108
321	0.44661
322	0.4089
323	0.48157
324	0.70917
325	0.65527
326	1.0716
327	1.15069
328	0.96415
329	1.45573
330	1.52577
331	1.2527
332	1.5139
333	1.5035
334	1.46233
335	1.72712
336	1.47805
337	1.34785
338	1.60558
339	1.75124
340	1.86863
341	1.75103
342	1.90643
343	1.91695
344	1.47254
345	1.77558
346	1.77146
347	1.83038
348	1.79784
349	1.74413
350	2.05332
351	1.97799
352	1.86419
353	2.01042
354	2.2367
355	2.1651
356	2.01878
357	1.68381
358	1.44502
359	1.91543
360	2.09573
361	1.84406
362	2.01292
363	2.04507
364	2.1796
365	2.33128
366	2.62659
367	2.54218
368	2.34219
369	2.5791
370	2.48457
371	2.58056
372	2.20697
373	1.9056
374	1.94125
375	2.30162
376	2.28858
377	2.71233
378	2.83791
379	2.26883
380	2.57001
381	2.27172
382	1.72482
383	1.49031
384	2.10444
385	2.13572
386	2.21558
387	2.15248
388	2.1229
389	2.29984
390	2.64746
391	2.88002
392	2.56981
393	1.37338
394	1.85707
395	2.77378
396	2.29694
397	1.55221
398	3.02564
399	3.49568
400	3.61404
401	3.73478
402	3.87953
403	3.6684
404	3.78064
405	3.60962
406	3.442
407	3.54738
408	3.84445
409	3.62398
410	3.46309
411	3.97855
412	3.90849
413	3.85253
414	3.83228
415	3.81351
416	4.03968
417	3.69255
418	3.74463
419	3.76013
420	3.86736
421	3.97633
422	3.58705
423	3.74975
424	3.84687
425	3.72322
426	3.81109
427	3.48812
428	3.60409
429	3.28491
430	2.62531
431	3.6292
432	3.61472
433	3.86056
434	3.69321
435	3.94427
436	4.26308
437	3.95212
438	3.50692
439	4.01604
440	3.88526
441	4.22228
442	4.34609
443	4.26438
444	4.37799
445	4.11465
446	4.26179
447	4.56513
448	4.48706
449	4.5604
450	4.84696
451	4.69254
452	4.40514
453	4.42389
454	4.52648
455	4.58719
456	4.6681
457	4.66411
458	4.47366
459	4.4597
460	4.58323
461	4.6312
462	4.67208
463	4.56638
464	4.44012
465	4.59366
466	4.31229
467	4.51826
468	4.52336
469	4.4418
470	4.29114
471	4.56468
472	4.45486
473	4.42701
474	4.51826
475	4.32571
476	4.24801
477	4.44071
478	4.30203
479	4.46581
480	4.41958
481	4.5369
482	4.43206
483	4.37295
484	4.38466
485	3.59618
486	3.94676
487	4.28209
488	4.08249
489	4.48231
490	4.32893
491	4.02549
492	4.38872
493	4.20786
494	4.45062
495	4.25164
496	4.31591
497	4.1671
498	4.19565
499	4.12079
500	3.93116
501	3.88097
502	4.03177
503	3.80001
504	4.00213
505	4.16621
506	3.99401
507	3.85017
508	4.10631
509	3.94462
510	3.99381
511	4.15489
512	3.90136
513	3.81252
514	3.85033
515	3.9222
516	3.1672
517	3.6944
518	3.61296
519	3.81624
520	3.70725
521	3.84966
522	3.58364
523	3.82977
524	3.78426
525	3.76426
526	3.20464
527	3.5649
528	3.69385
529	3.52696
530	3.68484
531	3.59203
532	3.27731
533	3.50363
534	3.53672
535	3.71078
536	3.4401
537	3.60634
538	3.57897
539	3.42637
540	3.29903
541	3.49182
542	3.43444
543	3.47273
544	3.39398
545	3.40314
546	3.41723
547	3.28301
548	3.41064
549	3.38798
550	3.34819
551	3.39437
552	3.28511
553	3.35155
554	3.36076
555	3.29706
556	3.18667
557	3.23053
558	3.00564
559	3.05783
560	3.18663
561	3.01692
562	3.06652
563	2.94262
564	3.00344
565	2.8201
566	2.91406
567	2.85067
568	2.78257
569	2.73635
570	2.57093
571	2.70534
572	2.66549
573	2.61355
574	2.54253
575	2.56189
576	2.59444
577	2.50351
578	2.60104
579	2.76597
580	2.83535
581	2.95752
582	3.06353
583	3.12405
584	3.11367
585	3.04455
586	3.17247
587	3.09538
588	2.66773
589	2.96934
590	3.08471
591	2.99488
592	3.05249
593	2.9825
594	2.95633
595	3.04802
596	2.98546
597	2.98859
598	2.9578
599	2.91701
600	2.90114
601	2.82715
602	2.96164
603	3.00089
604	2.99007
