279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0.00777
304	0.00834
305	0.00727
306	0.00731
307	0.03328
308	0.04574
309	0.04305
310	0.05669
311	0.09072
312	0.09796
313	0.12175
314	0.14592
315	0.17764
316	0.16612
317	0.25539
318	0.25005
319	0.31657
320	0.34543
321	0.41355
322	0.38828
323	0.39599
324	0.535
325	0.52295
326	0.73746
327	0.76637
328	0.67144
329	0.88202
330	0.90685
331	0.78211
332	0.86534
333	0.85832
334	0.80357
335	0.90929
336	0.79224
337	0.72321
338	0.83284
339	0.89467
340	0.97809
341	0.88516
342	0.95273
343	0.96824
344	0.71824
345	0.90519
346	0.86507
347	0.87817
348	0.88047
349	0.82576
350	1.00588
351	0.92951
352	0.87486
353	0.97031
354	1.05611
355	1.01728
356	0.93693
357	0.78441
358	0.6553
359	0.89702
360	0.93191
361	0.83955
362	0.90581
363	0.90909
364	0.97986
365	1.03716
366	1.14276
367	1.11504
368	1.01822
369	1.13569
370	1.07163
371	1.13169
372	0.94698
373	0.82529
374	0.83177
375	0.95607
376	0.9604
377	1.13203
378	1.22256
379	0.95509
380	1.06284
381	1.00605
382	0.72254
383	0.60978
384	0.80114
385	0.88851
386	0.89012
387	0.86161
388	0.83596
389	0.99527
390	1.04166
391	1.17781
392	0.94662
393	0.45737
394	0.86054
395	1.11295
396	0.78486
397	0.68119
398	1.23419
399	1.38161
400	1.41745
401	1.46759
402	1.50259
403	1.39042
404	1.36193
405	1.38226
406	1.32646
407	1.34082
408	1.48701
409	1.34963
410	1.36731
411	1.51798
412	1.45842
413	1.47869
414	1.44305
415	1.43185
416	1.48863
417	1.37448
418	1.38288
419	1.35647
420	1.46311
421	1.44856
422	1.27309
423	1.35809
424	1.36657
425	1.33441
426	1.36106
427	1.3154
428	1.2514
429	1.07646
430	0.93567
431	1.44481
432	1.36853
433	1.21716
434	1.38498
435	1.446
436	1.45769
437	1.35221
438	1.29006
439	1.41007
440	1.40985
441	1.49701
442	1.50129
443	1.4966
444	1.52403
445	1.37631
446	1.5063
447	1.53347
448	1.5333
449	1.58746
450	1.64144
451	1.5789
452	1.41673
453	1.55005
454	1.48614
455	1.56383
456	1.56581
457	1.49402
458	1.51281
459	1.49369
460	1.54523
461	1.5429
462	1.55222
463	1.50124
464	1.46525
465	1.5026
466	1.42842
468	1.46718
469	1.47468
470	1.41157
471	1.42511
472	1.53334
473	1.42125
474	1.46306
475	1.46866
476	1.42166
477	1.44186
478	1.47062
479	1.4389
480	1.45243
481	1.4491
482	1.47127
483	1.43131
484	1.40807
485	1.3888
486	1.08502
487	1.26863
488	1.37331
489	1.30001
490	1.42543
491	1.36264
492	1.26059
493	1.38473
494	1.35295
495	1.41132
496	1.3496
497	1.36266
498	1.32024
499	1.32328
500	1.29484
501	1.23833
502	1.22095
503	1.27699
504	1.19828
505	1.24614
506	1.30682
507	1.24699
508	1.20408
509	1.27743
510	1.21401
511	1.24465
512	1.28643
513	1.20032
514	1.17862
515	1.20038
516	1.21328
517	0.97153
518	1.14611
519	1.12097
520	1.18914
521	1.15323
522	1.20099
523	1.13374
524	1.21445
525	1.18544
526	1.17969
527	1.01636
528	1.15923
529	1.20739
530	1.13353
531	1.20525
532	1.15782
533	1.06697
534	1.11735
535	1.13234
536	1.17908
537	1.0931
538	1.1435
539	1.11742
540	1.08658
541	1.06891
542	1.09679
543	1.0808
544	1.12187
545	1.10908
546	1.08499
547	1.09128
548	1.0511
549	1.09001
550	1.0761
551	1.05925
552	1.08871
553	1.04823
554	1.07065
555	1.08184
556	1.05402
557	1.01729
558	1.0221
559	0.96148
560	0.98823
561	1.02253
562	0.98353
563	1.01373
564	0.9871
565	0.98463
566	0.95609
567	0.98665
568	0.96862
569	0.94739
570	0.92919
571	0.89938
572	0.94901
573	0.95472
574	0.94219
575	0.91094
576	0.9025
577	0.93441
578	0.8949
579	0.91849
580	0.93918
581	0.94604
582	0.94874
583	0.97517
584	0.95715
585	0.96998
586	0.94446
587	0.95581
588	0.95421
589	0.82014
590	0.90199
591	0.93283
592	0.93839
593	0.90162
594	0.91409
595	0.90204
596	0.91117
597	0.90489
598	0.87794
599	0.88329
600	0.89041
601	0.86557
602	0.85814
603	0.87808
604	0.89331
